cui,umls_name,msigdb_name
C3270993,positive regulation of intrinsic apoptotic signaling pathway,GO_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY
C1155532,regulation of tyrosine phosphorylation of Stat5 protein,GO_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT5_PROTEIN
C1818803,negative regulation of leukocyte chemotaxis,GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS
C2613236,negative regulation of multi-organism process,GO_NEGATIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS
C1157221,coenzyme biosynthetic process,GO_COENZYME_A_BIOSYNTHETIC_PROCESS
C2610608,negative regulation of digestive system process,GO_NEGATIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS
C1159731,nucleoside transport,GO_NUCLEOSIDE_TRANSPORT
C4235596,planar cell polarity pathway involved in midbrain dopaminergic neuron differentiation,GO_NEURON_DIFFERENTIATION
C1157015,flavonoid metabolic process,GO_FLAVONOID_METABOLIC_PROCESS
C2265632,proteasomal protein catabolic process,GO_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS
C1156887,UDP-N-acetylglucosamine metabolic process,GO_UDP_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS
C0015914,Fertilization,GO_FERTILIZATION
C1819567,positive regulation of interleukin-2 production,GO_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION
C1660008,Golgi localization,GO_GOLGI_LOCALIZATION
C1659770,G2 DNA damage checkpoint,GO_G2_DNA_DAMAGE_CHECKPOINT
C1817388,innate immune response activating cell surface receptor signaling pathway,GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE
C2752715,regulation of cell projection assembly,GO_REGULATION_OF_CELL_PROJECTION_ASSEMBLY
C4327121,regulation of epidermal growth factor receptor signaling pathway involved in heart process,GO_REGULATION_OF_HEART_GROWTH
C1523684,ionotropic glutamate receptor signaling pathway,GO_IONOTROPIC_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY
C1818450,Notch signaling pathway involved in forebrain neuron fate commitment,GO_NEURON_FATE_COMMITMENT
C1656385,regulation of cellular respiration,GO_REGULATION_OF_CELLULAR_RESPIRATION
C4236163,positive regulation of telomere capping,GO_REGULATION_OF_TELOMERE_CAPPING
C1326118,trophectodermal cell differentiation,GO_TROPHECTODERMAL_CELL_DIFFERENTIATION
C1820177,spermatid differentiation,GO_SPERMATID_DIFFERENTIATION
C0887888,COPII-Coated Vesicles,GO_GOLGI_VESICLE_TRANSPORT
C1327589,response to X-ray,GO_RESPONSE_TO_X_RAY
C3820782,nucleophagy,GO_NUCLEOPHAGY
C3268720,apoptotic process involved in morphogenesis,GO_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS
C1160353,regulation of glial cell differentiation,GO_GLIAL_CELL_DIFFERENTIATION
C1158426,phosphatidylserine metabolic process,GO_PHOSPHATIDYLSERINE_METABOLIC_PROCESS
C1160083,Neurulation,GO_NEURAL_TUBE_FORMATION
C3544486,regulation of cell cycle phase transition,GO_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION
C2611309,protein K63-linked deubiquitination,GO_PROTEIN_K63_LINKED_DEUBIQUITINATION
C4236770,ATP hydrolysis coupled transmembrane transport,GO_ATP_HYDROLYSIS_COUPLED_TRANSMEMBRANE_TRANSPORT
C2754732,semaphorin-plexin signaling pathway,GO_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY
C3894463,regulation of reactive oxygen species biosynthetic process,GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS
C4236556,regulation of neurotransmitter receptor activity,GO_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY
C1158376,positive regulation of fatty acid metabolic process,GO_POSITIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS
C1818252,cerebellar cortex formation,GO_CEREBELLAR_CORTEX_FORMATION
C1819803,regulation of peptide secretion,GO_REGULATION_OF_PEPTIDE_SECRETION
C1158037,pyrimidine nucleoside catabolic process,GO_PYRIMIDINE_NUCLEOSIDE_CATABOLIC_PROCESS
C2246217,negative regulation of organic acid transport,GO_NEGATIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT
C3821794,ketone body metabolic process,GO_KETONE_BODY_METABOLIC_PROCESS
C1819560,positive regulation of interleukin-13 production,GO_POSITIVE_REGULATION_OF_INTERLEUKIN_13_PRODUCTION
C1155530,regulation of tyrosine phosphorylation of Stat3 protein,GO_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT3_PROTEIN
C2753533,fibroblast growth factor receptor signaling pathway involved in heart induction,GO_HEART_GROWTH
C3156756,lymphocyte migration,GO_LYMPHOCYTE_MIGRATION
C2612475,low-density lipoprotein particle remodeling,GO_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING
C2246643,positive regulation of protein sumoylation,GO_POSITIVE_REGULATION_OF_PROTEIN_SUMOYLATION
C1160273,adult heart development,GO_ADULT_HEART_DEVELOPMENT
C3546789,negative regulation of protein acetylation,GO_NEGATIVE_REGULATION_OF_PROTEIN_ACETYLATION
C1816392,positive regulation of developmental process,GO_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS
C1154986,response to biotic stimulus,GO_RESPONSE_TO_BIOTIC_STIMULUS
C2754733,semaphorin-plexin signaling pathway involved in outflow tract morphogenesis,GO_OUTFLOW_TRACT_MORPHOGENESIS
C0887840,Nuclear Export,GO_NUCLEAR_EXPORT
C1817588,membrane invagination,GO_MEMBRANE_INVAGINATION
C4236222,negative regulation of ERAD pathway,GO_NEGATIVE_REGULATION_OF_ERAD_PATHWAY
C2265280,aromatic amino acid family catabolic process to alcohol via Ehrlich pathway,GO_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS
C3824475,response to transition metal nanoparticle,GO_RESPONSE_TO_TRANSITION_METAL_NANOPARTICLE
C3157427,regulation of actin cytoskeleton reorganization,GO_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION
C0596735,hydrogen transport,GO_HYDROGEN_TRANSPORT
C3894017,regulation of oxidative stress-induced neuron death,GO_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_NEURON_DEATH
C1159344,ER to Golgi vesicle-mediated transport,GO_ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT
C3548551,cellular response to toxic substance,GO_RESPONSE_TO_TOXIC_SUBSTANCE
C2245200,regulation of protein modification process,GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS
C2754555,cellular response to interleukin-6,GO_CELLULAR_RESPONSE_TO_INTERLEUKIN_6
C1155759,positive regulation of transcription from RNA polymerase I promoter during mitotic cell cycle,GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_I_PROMOTER
C2610241,cell morphogenesis involved in neuron differentiation,GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION
C1818322,striatum development,GO_STRIATUM_DEVELOPMENT
C1817896,neutrophil mediated immunity,GO_NEUTROPHIL_MEDIATED_IMMUNITY
C3894190,negative regulation of chromatin modification,GO_NEGATIVE_REGULATION_OF_CHROMATIN_MODIFICATION
C2262740,cellular chemical homeostasis,GO_CELLULAR_CHEMICAL_HOMEOSTASIS
C3159200,cellular response to leptin stimulus,GO_CELLULAR_RESPONSE_TO_LEPTIN_STIMULUS
C1326158,positive regulation of epithelial cell proliferation,GO_EPITHELIAL_CELL_PROLIFERATION
C2246539,negative regulation of peptidyl-serine phosphorylation,GO_NEGATIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION
C1327341,regulation of lipoprotein metabolic process,GO_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS
C1654770,positive regulation of nuclear division,GO_POSITIVE_REGULATION_OF_NUCLEAR_DIVISION
C1523213,regulation of cofactor metabolic process,GO_REGULATION_OF_COFACTOR_METABOLIC_PROCESS
C2265916,myotube cell development,GO_MYOTUBE_CELL_DEVELOPMENT
C3271638,phosphatidylglycerol acyl-chain remodeling,GO_PHOSPHATIDYLGLYCEROL_ACYL_CHAIN_REMODELING
C1517172,Fibrinolysis Pathway,GO_FIBRINOLYSIS
C3156287,monocarboxylic acid catabolic process,GO_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS
C2752302,thioester biosynthetic process,GO_THIOESTER_BIOSYNTHETIC_PROCESS
C0022566,"Keratinization, function",GO_KERATINIZATION
C2612019,positive regulation of cell development,GO_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT
C1156447,monosaccharide metabolic process,GO_MONOSACCHARIDE_METABOLIC_PROCESS
C2753534,negative regulation of heart induction by canonical Wnt signaling pathway,GO_REGULATION_OF_CELL_FATE_SPECIFICATION
C2612754,cellular carbohydrate biosynthetic process,GO_CELLULAR_CARBOHYDRATE_BIOSYNTHETIC_PROCESS
C1155378,transmembrane receptor protein tyrosine kinase signaling pathway,GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY
C1155202,regulation of interleukin-6 biosynthetic process,GO_REGULATION_OF_INTERLEUKIN_6_BIOSYNTHETIC_PROCESS
C2265799,negative regulation of muscle hypertrophy,GO_NEGATIVE_REGULATION_OF_MUSCLE_HYPERTROPHY
C3158591,positive regulation of catenin import into nucleus,GO_POSITIVE_REGULATION_OF_CATENIN_IMPORT_INTO_NUCLEUS
C1158512,recombinational repair,GO_RECOMBINATIONAL_REPAIR
C3159025,reciprocal DNA recombination,GO_RECIPROCAL_DNA_RECOMBINATION
C1621460,positive regulation of cell killing,GO_POSITIVE_REGULATION_OF_CELL_KILLING
C1818933,positive regulation of nuclease activity,GO_POSITIVE_REGULATION_OF_NUCLEASE_ACTIVITY
C1621981,regulation of microtubule polymerization or depolymerization,GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION
C1160407,negative regulation of ossification,GO_NEGATIVE_REGULATION_OF_OSSIFICATION
C2265828,regulation of skeletal muscle contraction,GO_REGULATION_OF_SKELETAL_MUSCLE_CONTRACTION
C3547104,cellular response to peptide,GO_CELLULAR_RESPONSE_TO_PEPTIDE
C1155665,regulation of DNA replication,GO_REGULATION_OF_DNA_REPLICATION
C3158165,C-terminal protein amino acid modification,GO_C_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION
C3821573,regulation of organelle assembly,GO_REGULATION_OF_ORGANELLE_ASSEMBLY
C1158013,Nonsense Mediated mRNA Decay,GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY
C1154399,negative regulation of cell adhesion,GO_NEGATIVE_REGULATION_OF_CELL_ADHESION
C1155016,negative regulation of alpha-beta T cell differentiation,GO_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION
C1326226,cellular transition metal ion homeostasis,GO_CELLULAR_TRANSITION_METAL_ION_HOMEOSTASIS
C1819761,cell surface pattern recognition receptor signaling pathway,GO_CELL_CELL_RECOGNITION
C1523078,negative regulation of DNA metabolic process,GO_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS
C3271368,skeletal muscle cell differentiation,GO_SKELETAL_MUSCLE_CELL_DIFFERENTIATION
C0949764,RNA 3' End Processing,GO_RNA_3_END_PROCESSING
C1154706,response to antibiotic,GO_RESPONSE_TO_ANTIBIOTIC
C2256447,regulation of systemic arterial blood pressure by renin-angiotensin,GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN
C1327074,positive regulation of lipid biosynthesis,GO_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS
C1512810,Focal adhesion pathway,GO_CELL_ADHESION_MEDIATED_BY_INTEGRIN
C2753031,BMP signaling pathway involved in mesodermal cell fate specification,GO_CELL_FATE_SPECIFICATION
C1155333,cellular response to glucose starvation,GO_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION
C3269546,regulation of endoplasmic reticulum unfolded protein response,GO_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE
C3158846,"Wnt signaling pathway involved in wound healing, spreading of epidermal cells",GO_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS
C1326444,positive regulation of nucleocytoplasmic transport,GO_POSITIVE_REGULATION_OF_TRANSPORT
C1276855,Monocyte chemotaxis,GO_MONOCYTE_CHEMOTAXIS
C1818361,cerebral cortex cell migration,GO_CEREBRAL_CORTEX_CELL_MIGRATION
C1155493,positive regulation of Wnt signaling pathway,GO_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY
C1157069,folic acid-containing compound metabolic process,GO_FOLIC_ACID_CONTAINING_COMPOUND_METABOLIC_PROCESS
C1328656,myeloid dendritic cell differentiation,GO_MYELOID_CELL_DIFFERENTIATION
C1523284,regulation of cellular component movement,GO_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT
C1818553,telencephalon regionalization,GO_TELENCEPHALON_REGIONALIZATION
C2754676,cellular response to osmotic stress,GO_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS
C3823128,regulation of interferon-gamma secretion,GO_REGULATION_OF_INTERFERON_GAMMA_SECRETION
C2610460,regulation of response to interferon-gamma,GO_REGULATION_OF_RESPONSE_TO_INTERFERON_GAMMA
C2753228,regulation of dendritic spine morphogenesis,GO_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS
C2263137,cellular copper ion homeostasis,GO_CELLULAR_COPPER_ION_HOMEOSTASIS
C2265581,response to acidic pH,GO_RESPONSE_TO_ACIDIC_PH
C3893738,regulation of renal system process,GO_REGULATION_OF_RENAL_SYSTEM_PROCESS
C1818797,negative regulation of immune system process,GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS
C1160369,peripheral nervous system development,GO_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT
C2753605,cardiac chamber formation,GO_CARDIAC_CHAMBER_FORMATION
C0032058,Placentation,GO_PLACENTA_DEVELOPMENT
C2248555,positive regulation of JUN kinase activity,GO_POSITIVE_REGULATION_OF_JUN_KINASE_ACTIVITY
C1155017,positive regulation of alpha-beta T cell differentiation,GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION
C1817357,lens morphogenesis in camera-type eye,GO_LENS_MORPHOGENESIS_IN_CAMERA_TYPE_EYE
C3178997,Endoplasmic Reticulum-Associated Degradation,GO_ERAD_PATHWAY
C1523857,myelin maintenance,GO_MYELIN_MAINTENANCE
C1155957,cell-cell junction assembly,GO_CELL_CELL_JUNCTION_ASSEMBLY
C1159705,lipid storage,GO_LIPID_STORAGE
C1158408,membrane lipid metabolic process,GO_MEMBRANE_LIPID_METABOLIC_PROCESS
C3268732,regulation of extent of cell growth,GO_REGULATION_OF_EXTENT_OF_CELL_GROWTH
C1155968,actin filament organization,GO_ACTIN_FILAMENT_ORGANIZATION
C1155210,regulation of interleukin-8 biosynthetic process,GO_REGULATION_OF_INTERLEUKIN_8_BIOSYNTHETIC_PROCESS
C1156291,cell volume homeostasis,GO_CELL_VOLUME_HOMEOSTASIS
C1655268,regulation of release of sequestered calcium ion into cytosol,GO_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL
C1158659,GMP metabolic process,GO_GMP_METABOLIC_PROCESS
C2610986,Renal Reabsorption,GO_RENAL_ABSORPTION
C3271719,positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway,GO_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS
C3547682,positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY
C2611965,epithelial structure maintenance,GO_EPITHELIAL_STRUCTURE_MAINTENANCE
C2612317,peptidyl-lysine trimethylation,GO_PEPTIDYL_LYSINE_TRIMETHYLATION
C1158944,Protein Refolding,GO_PROTEIN_REFOLDING
C1158016,rRNA catabolic process,GO_RRNA_CATABOLIC_PROCESS
C2611891,negative regulation of endothelial cell migration,GO_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION
C1621767,positive regulation of leukocyte degranulation,GO_REGULATION_OF_LEUKOCYTE_DEGRANULATION
C2246983,unsaturated fatty acid metabolic process,GO_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS
C3821446,response to salt,GO_RESPONSE_TO_SALT
C3270392,regulation of cytoplasmic translation,GO_REGULATION_OF_CYTOPLASMIC_TRANSLATION
C1155306,response to fungus,GO_RESPONSE_TO_FUNGUS
C2610492,endochondral bone morphogenesis,GO_ENDOCHONDRAL_BONE_MORPHOGENESIS
C1657618,detection of temperature stimulus involved in sensory perception of pain,GO_DETECTION_OF_TEMPERATURE_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION
C1158271,generation of precursor metabolites and energy,GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY
C3157556,positive regulation of endothelial cell apoptotic process,GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS
C1156859,sulfur amino acid metabolic process,GO_SULFUR_AMINO_ACID_METABOLIC_PROCESS
C1155319,response to oxygen radical,GO_RESPONSE_TO_OXYGEN_RADICAL
C3548540,activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY
C2610895,positive regulation of T cell apoptotic process,GO_POSITIVE_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS
C1819263,regulation of hormone metabolic process,GO_REGULATION_OF_HORMONE_METABOLIC_PROCESS
C1655066,protein acylation,GO_PROTEIN_ACYLATION
C3269040,craniofacial suture morphogenesis,GO_CRANIOFACIAL_SUTURE_MORPHOGENESIS
C1523022,regulation of lipid catabolic process,GO_REGULATION_OF_LIPID_CATABOLIC_PROCESS
C2753220,kidney morphogenesis,GO_KIDNEY_MORPHOGENESIS
C1658979,localization within membrane,GO_LOCALIZATION_WITHIN_MEMBRANE
C4234918,signaling pathway involved in mitotic cytokinesis checkpoint,GO_CYTOKINESIS
C2753938,regulation of protein exit from endoplasmic reticulum,GO_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM
C0599175,heme biosynthetic process,GO_HEME_BIOSYNTHETIC_PROCESS
C3821953,semaphorin-plexin signaling pathway involved in neuron projection guidance,GO_NEURON_PROJECTION_GUIDANCE
C1523069,positive regulation of membrane protein ectodomain proteolysis,GO_POSITIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS
C1327145,chondroitin sulfate proteoglycan metabolic process,GO_CHONDROITIN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS
C2752970,epithelial cell differentiation involved in prostate gland development,GO_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_PROSTATE_GLAND_DEVELOPMENT
C1157492,protein palmitoylation,GO_PROTEIN_PALMITOYLATION
C3157164,regulation of Wnt signaling pathway involved in dorsal/ventral axis specification,GO_DORSAL_VENTRAL_AXIS_SPECIFICATION
C1159316,protein-chromophore linkage,GO_PROTEIN_CHROMOPHORE_LINKAGE
C3547944,positive regulation of p38MAPK cascade,GO_REGULATION_OF_P38MAPK_CASCADE
C0015745,Feeding behaviors,GO_FEEDING_BEHAVIOR
C3156113,regulation of protein serine/threonine kinase activity,GO_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY
C1327424,regulation of interleukin-1 secretion,GO_REGULATION_OF_INTERLEUKIN_1_SECRETION
C1523074,regulation of transport,GO_REGULATION_OF_TRANSPORT
C3155780,establishment or maintenance of bipolar cell polarity,GO_ESTABLISHMENT_OR_MAINTENANCE_OF_BIPOLAR_CELL_POLARITY
C1818450,Notch signaling pathway involved in forebrain neuron fate commitment,GO_FOREBRAIN_NEURON_FATE_COMMITMENT
C1156649,sulfur amino acid biosynthetic process,GO_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS
C1657129,response to folic acid,GO_CELLULAR_RESPONSE_TO_VITAMIN
C1158353,peptide hormone processing,GO_PEPTIDE_HORMONE_PROCESSING
C2754506,cellular response to vitamin D,GO_CELLULAR_RESPONSE_TO_VITAMIN_D
C1327459,negative regulation of immune response,GO_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE
C3821683,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,GO_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS
C1326431,positive regulation of protein export from nucleus,GO_POSITIVE_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS
C1158670,GTP metabolic process,GO_GTP_METABOLIC_PROCESS
C2754020,protein K48-linked ubiquitination,GO_PROTEIN_K48_LINKED_UBIQUITINATION
C1820120,macromitophagy,GO_MACROMITOPHAGY
C1158550,"nucleotide-excision repair, DNA duplex unwinding",GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_DUPLEX_UNWINDING
C1817907,T cell mediated immunity,GO_T_CELL_MEDIATED_IMMUNITY
C1327531,"DNA damage response, detection of DNA damage",GO_DNA_DAMAGE_RESPONSE_DETECTION_OF_DNA_DAMAGE
C1657244,mitochondrion localization,GO_MITOCHONDRION_LOCALIZATION
C3547356,regulation of potassium ion transmembrane transport,GO_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT
C1156796,aspartate metabolic process,GO_ASPARTATE_METABOLIC_PROCESS
C3895349,regulation of dendrite extension,GO_REGULATION_OF_DENDRITE_EXTENSION
C1154348,mechanosensory behavior,GO_MECHANOSENSORY_BEHAVIOR
C0005974,Bone Resorption,GO_BONE_RESORPTION
C2613175,axoneme assembly,GO_AXONEME_ASSEMBLY
C1818811,regulation of immune effector process,GO_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS
C3820888,ganglion development,GO_GANGLION_DEVELOPMENT
C1623508,regulation of secondary metabolic process,GO_REGULATION_OF_SECONDARY_METABOLIC_PROCESS
C1158685,regulation of nucleotide metabolic process,GO_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS
C2753344,calcium ion transmembrane transport,GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT
C1154395,homophilic cell adhesion via plasma membrane adhesion molecules,GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES
C2752783,developmental growth involved in morphogenesis,GO_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS
C2610560,cardiac septum morphogenesis,GO_CARDIAC_SEPTUM_MORPHOGENESIS
C2753078,regulation of transcription involved in cell fate commitment,GO_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_CELL_FATE_COMMITMENT
C1818529,central nervous system neuron development,GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT
C1818825,positive regulation of T cell mediated immunity,GO_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY
C0015283,Exocytosis,GO_EXOCYTOSIS
C2755658,regulation of histone H4 acetylation,GO_REGULATION_OF_HISTONE_H4_ACETYLATION
C2612188,positive regulation of lipid storage,GO_POSITIVE_REGULATION_OF_LIPID_STORAGE
C1158603,pyrimidine nucleoside metabolic process,GO_PYRIMIDINE_NUCLEOSIDE_METABOLIC_PROCESS
C1155637,regulation of sister chromatid cohesion,GO_REGULATION_OF_SISTER_CHROMATID_COHESION
C1157217,heparan sulfate proteoglycan biosynthetic process,GO_HEPARAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS
C3546280,adrenergic receptor signaling pathway involved in positive regulation of cardiac muscle contraction via ryanodine receptor phosphorylation,GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION
C2262735,zinc ion homeostasis,GO_ZINC_ION_HOMEOSTASIS
C1523770,positive regulation of I-kappaB kinase/NF-kappaB signaling,GO_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING
C1159983,eye photoreceptor cell development,GO_EYE_PHOTORECEPTOR_CELL_DEVELOPMENT
C4327928,negative regulation of canonical Wnt signaling pathway involved in osteoblast differentiation,GO_NEGATIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION
C3271894,regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway,GO_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY
C1512235,Glycosylation of N-linked Oligosaccarides Pathway,GO_GLYCOSYLATION
C2262788,angiogenesis involved in wound healing,GO_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING
C1523374,regulation of receptor recycling,GO_REGULATION_OF_RECEPTOR_RECYCLING
C1819487,regulation of interleukin-2 production,GO_REGULATION_OF_INTERLEUKIN_2_PRODUCTION
C1523882,regulation of protein complex disassembly,GO_REGULATION_OF_PROTEIN_COMPLEX_DISASSEMBLY
C1659548,negative regulation of myeloid cell differentiation,GO_NEGATIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION
C1522824,positive regulation of smoothened signaling pathway,GO_POSITIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY
C3155008,neutrophil activation involved in immune response,GO_NEUTROPHIL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE
C3270978,positive regulation of extrinsic apoptotic signaling pathway,GO_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY
C2755676,regulation of muscle system process,GO_REGULATION_OF_MUSCLE_SYSTEM_PROCESS
C3895728,arachidonate transport,GO_ARACHIDONATE_TRANSPORT
C1159696,long-chain fatty acid transport,GO_LONG_CHAIN_FATTY_ACID_TRANSPORT
C1155976,actin nucleation,GO_ACTIN_NUCLEATION
C1516510,Chromatin Remodeling Complex and Coactivator Pathway,GO_CHROMATIN_REMODELING
C3888108,Import into cell,GO_IMPORT_INTO_CELL
C1154388,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules,GO_CALCIUM_INDEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES
C1157950,phospholipid catabolism,GO_PHOSPHOLIPID_CATABOLIC_PROCESS
C2612013,regulation of extracellular matrix disassembly,GO_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY
C3823618,regulation of pri-miRNA transcription from RNA polymerase II promoter,GO_REGULATION_OF_PRI_MIRNA_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER
C2755061,collecting duct development,GO_COLLECTING_DUCT_DEVELOPMENT
C1156448,hexose metabolic process,GO_HEXOSE_METABOLIC_PROCESS
C2612168,regulation of triglyceride biosynthetic process,GO_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS
C2752987,regulation of response to cytokine stimulus,GO_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS
C1327473,neuromuscular process,GO_NEUROMUSCULAR_PROCESS
C1326829,actin cytoskeleton reorganization,GO_ACTIN_CYTOSKELETON_REORGANIZATION
C3156575,purine-containing compound metabolic process,GO_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS
C3157778,"negative regulation of CD4-positive, alpha-beta T cell activation",GO_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION
C2612178,lipid localization,GO_LIPID_LOCALIZATION
C2753902,heterochromatin organization,GO_HETEROCHROMATIN_ORGANIZATION
