id,name,chembl_id,mechanism
DB06219,Dalbavancin,CHEMBL3301669,"Dalbavancin has a spectrum and mechanism of action similar to vancomycin, a naturally formed glycopeptide antimicrobial. The bactericidal action of dalbavancin results primarily from inhibition of cell-wall biosynthesis. Specifically, dalbavancin prevents incorporation of N-acetylmuramic acid (NAM)- and N-acetylglucosamine (NAG)-peptide subunits from being incorporated into the peptidoglycan matrix; which forms the major structural component of Gram-positive cell walls. The large hydrophilic molecule is able to form hydrogen bond interactions with the terminal D-alanyl-D-alanine moieties of the NAM/NAG-peptides, which is normally a five-point interaction. Binding of dalbavancin to the D-Ala-D-Ala prevents the incorporation of the NAM/NAG-peptide subunits into the peptidoglycan matrix. In addition, dalbavancin alters bacterial-cell-membrane permeability and RNA synthesis. 
"
DB06228,Rivaroxaban,CHEMBL198362,"Rivaroxaban competitively inhibits free and clot bound factor Xa. Factor Xa is needed to activate prothrombin (factor II) to thrombin (factor IIa). Thrombin is a serine protease that is required to activate fibrinogen to fibrin, which is the loose meshwork that completes the clotting process. Since one molecule of factor Xa can generate more than 1000 molecules of thrombin, selective inhibitors of factor Xa are profoundly useful in terminating the amplification of thrombin generation. The action of rivaroxaban is irreversible.
 
"
DB06235,Vadimezan,CHEMBL71263,"ASA404 (DMXAA) is a small-molecule vascular disrupting agent which targets the blood vessels that nourish tumours. The proposed mechanism of action for ASA404 is directly increasing  permeability of the tumor's endothelial cells. Vasoactive mediators such as tumor necrosis factor (TNF) may also be implicated. Increased permeability of tumor cell vasculature may allow increased permeation of anticancer treatments such as cytotoxic drugs, antibodies, drug conjugates and gene therapy."
DB06237,Avanafil,CHEMBL1963681,"Avanafil is a selective phosphodiesterase 5 (PDE5) enzyme inhibitor used for the treatment of erectile dysfunction caused by diabetes, age induced oxidative stress or other complications. Avanafil inhibits the cGMP specific phosphodiesterase type 5 (PDE5) which is responsible for degradation of cGMP in the corpus cavernosum located around the penis. Penile erection during sexual stimulation is caused by increased penile blood flow resulting from the relaxation of penile arteries and corpus cavernosal smooth muscle. This response is mediated by the release of nitric oxide (NO) from nerve terminals and endothelial cells, which stimulates the synthesis of cGMP in smooth muscle cells. Cyclic GMP causes smooth muscle relaxation and increased blood flow into the corpus cavernosum. The inhibition of phosphodiesterase type 5 (PDE5) by avanafil enhances erectile function by increasing the amount of cGMP."
DB06243,Eflornithine,CHEMBL830,Eflornithine prevents hair growth by inhibiting the anagen phase of hair production. This occurs by eflornithine irreversibly binding (also called suicide inhibition) to ornithine decarboxylase (ODC) and physically preventing the natural substrate ornithine from accessing the active site. 
DB06255,Incadronic acid,CHEMBL53950,"Incadronate suppresses bone resorption by inhibiting osteoclasts. Incadronate was found to induce apoptosis in myeloma cells by S-phase cell cycle arrest via inhibition of the mevalonate (MVA) pathway and activation of the MAPK pathway. [1] Similarly, in studies looking at the potential role of incadronate as a treatment for adult T-cell leukemia, incadronate has been shown to inhibit the growth of T-cell lines infected with the human T-cell leukaemia virus by inducing apoptosis and S-phase cell cycle arrest by inhibiting the mevalonate pathway.  

Nitrogen containing bisphosphonates such as incandronate are known to induce apoptosis of hematopoietic tumor cells by inhibiting the Ras signaling pathway, as well as activating the Bim-mediated mitochondrial intrinsic apoptotic pathway. [5] They also induce apoptosis by inhibiting the prenylation of small G-proteins. [5]"
DB06261,Hexaminolevulinate,CHEMBL1201784,"Hexaminolevulinate is an ester of the heme precursor, aminolevulinic acid. After bladder instillation, hexaminolevulinate enters the bladder mucosa and is proposed to enter the intracellular space of mucosal cells where it is used as a precursor in the formation of the photoactive intermediate protoporphyrin IX (PpIX) and other photoactive porphyrins (PAPs). PpIX and PAPs are reported to accumulate preferentially in neoplastic cells as compared to normal urothelium, partly due to altered enzymatic activity in the neoplastic cells. After excitation with light at wavelengths between 360 and 450 nm, PpIX and other PAPs return to a lower energy level by fluorescing, which can be detected and used for cystoscopic detection of lesions. The fluorescence from tumor tissue appears bright red and demarcated, whereas the background normal tissue appears dark blue. Similar processes may occur in inflamed cells."
DB06262,Droxidopa,CHEMBL2103827,Droxidopa crosses the blood-brain barrier where it is converted to norepinephrine via decarboxylation by L-aromatic-amino-acid decarboxylase. Increased levels of norepinephrine in the central nervous system (CNS) may be beneficial to patients in a wide range of indications. Norephinephrine acts at alpha-adrenergic receptors as a vasoconstrictor and at beta-adrenergic receptors as a heart stimulator and artery dilator.
DB06263,Amrubicin,CHEMBL1186894,"As an anthracycline, amrubicin has antimitotic and cytotoxic activity through a number of proposed mechanisms of action: amrubicin forms complexes with DNA by intercalation between base pairs, and it inhibits topoisomerase II activity by stabilizing the DNA-topoisomerase II complex, preventing the religation portion of the ligation-religation reaction that topoisomerase II catalyzes."
DB06267,Udenafil,CHEMBL2103849,"Udenafil inhibits the cGMP specific phosphodiesterase type 5 (PDE5) which is responsible for degradation of cGMP in the corpus cavernosum located around the penis. Penile erection during sexual stimulation is caused by increased penile blood flow resulting from the relaxation of penile arteries and corpus cavernosal smooth muscle. This response is mediated by the release of nitric oxide (NO) from nerve terminals and endothelial cells, which stimulates the synthesis of cGMP in smooth muscle cells. Cyclic GMP causes smooth muscle relaxation and increased blood flow into the corpus cavernosum. The inhibition of phosphodiesterase type 5 (PDE5) by udenafil enhances erectile function by increasing the amount of cGMP."
DB06268,Sitaxentan,CHEMBL282724,"Sitaxentan is a competitive antagonist of endothelin-1 at the endothelin-A (ET-A) and endothelin-B (ET-B) receptors. Under normal conditions, endothelin-1 binding of ET-A or ET-B receptors causes pulmonary vasoconstriction. By blocking this interaction, Sitaxentan decreases pulmonary vascular resistance. Sitaxentan has a higher affinity for ET-A than ET-B."
DB06271,Sulodexide,CHEMBL2108086,"Thrombin inhibition produced by sulodexide is due to the additive effect of its components, namely, heparin cofactor II (HCII) catalysis by dermatan sulfate  and antithrombin-III catalysis by fast moving heparin (FMH)."
DB06273,Tocilizumab,CHEMBL1237022,"Interleukin (IL)-6 plays essential roles not only in the immune response, but also in haematopoiesis and the central nervous system. Unregulated production of IL-6 has been found in chronic inflammatory autoimmune diseases, such as rheumatoid arthritis (RA), systemic onset juvenile idiopathic arthritis (soJIA), Crohn's disease (CD), systemic lupus erythematosus (SLE) and vasculitis. Furthermore, IL-6 activities can explain many symptoms of these diseases. More importantly, serum levels of IL-6 are correlated with disease activity. Tocilizumab binds specifically to both soluble and membrane-bound IL-6 receptors (sIL-6R and mIL-6R), and has been shown to inhibit IL-6-mediated signaling through these receptors."
DB06274,Alvimopan,CHEMBL270190,"Alvimopan competitively binds to mu-opioid receptor in the gastrointestinal tract. Unlike methylnaltrexone (another peripherally acting mu-receptor antagonist) that bears a quaternary amine, alvimopan owes its selectivity for peripheral receptors to its kinetics. Alvimopan binds to peripheral mu-receptors with a Ki of 0.2 ng/mL and dissociates slower than most other ligands."
DB06282,Levocetirizine,CHEMBL1201191,"Levocetirizine, the active enantiomer of cetirizine, is an anti-histamine; its principal effects are mediated via selective inhibition of H1 receptors. The antihistaminic activity of levocetirizine has been documented in a variety of animal and human models. In vitro binding studies revealed that levocetirizine has an affinity for the human H1-receptor 2-fold higher than that of cetirizine (Ki = 3 nmol/L vs. 6 nmol/L, respectively). This increased affinity has unknown clinical relevance. "
DB06283,Ziconotide,CHEMBL2103752,"Ziconotide is a hydrophilic molecule that is freely soluble in water and is practically insoluble in methyl t-butyl ether. Ziconotide acts as a selective N-type voltage-gated calcium channel blocker. This action inhibits the release of pro-nociceptive neurochemicals like glutamate, calcitonin gene-related peptide (CGRP), and substance P in the brain and spinal cord, resulting in pain relief."
DB06285,Teriparatide,CHEMBL525610,"Teriparatide is the portion of human parathyroid hormone (PTH),amino acid sequence 1 through 34 of the complete molecule which contains amino acid sequence 1 to 84. Endogenous PTH is the primary regulator of calcium and phosphate metabolism in bone and kidney. Daily injections of teriparatide stimulate new bone formation leading to increased bone mineral density."
DB06287,Temsirolimus,CHEMBL1201182,"Temsirolimus is an inhibitor of mTOR (mammalian target of rapamycin). Temsirolimus binds to an intracellular protein (FKBP-12), and the protein-drug complex inhibits the activity of mTOR that controls cell division. Inhibition of mTOR activity resulted in a G1 growth arrest in treated tumor cells. When mTOR was inhibited, its ability to phosphorylate p70S6k and S6 ribosomal protein, which are downstream of mTOR in the PI3 kinase/AKT pathway was blocked. In in vitro studies using renal cell carcinoma cell lines, temsirolimus inhibited the activity of mTOR and resulted in reduced levels of the hypoxia-inducible factors HIF-1 and HIF-2 alpha, and the vascular endothelial growth factor."
DB06288,Amisulpride,CHEMBL243712,"Amisulpride binds selectively to dopamine D(2) and D(3) receptors in the limbic system. Low doses of amisulpride preferentially block presynaptic D(2)/D(3)-dopamine autoreceptors, thereby enhancing dopaminergic transmission, whereas higher doses block postsynaptic receptors, thus inhibiting dopaminergic hyperactivity. It may also have 5-ht7 antagonistic effect, useful in depression treatment."
DB06290,Simeprevir,CHEMBL501849,"Simeprevir is accumulated in the liver after uptake into hepatocytes via OATP1B1/3. NS3/4A heterodimeric complex is composed of the cofactor N4A subunit and N3 subunit which contains the proteolytic site. The NS3/4A protease cleaves the HCV polyprotein downstream of the NS3 site, generating non-structural viral proteins NS3, NS4A, NS4B, NS5A and NS5A and subsequently formation of mature proteins [A19630, A19632]. Simeprevir exerts an inhibitory action on HCV polyprotein cleavage via induced-fit binding to an extended S2 subsite located in the NS3 catalytic site [A19633]. NS3/4A inhibitors usually depend on few interactions located in the substrate binding groove of the viral serine protease, thus are susceptible to resistance and failed treatment from few critical mutations in these sites. 
At higher concentration above their antiviral half-maximal effective concentration (EC50), simeprevir and other NS3/4A inhibitors also restore interferon (IFN)-signaling pathways that are thought to be disrupted by NS3/4A protease and recover innate immune processes. NS3/4A protease cleaves two essential adaptor proteins that initiate signaling leading to activation of IFN regulatory factor 3 and IFN-α/β synthesis, which are mitochondrial antiviral-signaling proteins (MAVS otherwise known as IPS-1, VISA, or Cardif) and toll/interleukin-1 receptor (TIR)- domain-containing adaptor-inducing IFN-β (TRIF). Blocking the function of these adaptor proteins results in impaired interferon induction. NS3/4A inhibitors recover the proper IFN-signaling pathways [A19630, A19632]. "
DB06292,Dapagliflozin,CHEMBL429910,"A competitive inhibitor of the sodium-glucose transport subtype 2 protein, dapagliflozin blocks glucose reabsorption into the kidney, resulting in the elimination of blood glucose through the urine. "
DB06317,Elotuzumab,CHEMBL1743010,"Elotuzumab is a humanized IgG1 monoclonal antibody that specifically targets the SLAMF7 (Signaling Lymphocytic Activation Molecule Family member 7) protein. SLAMF7 is expressed on myeloma cells independent of cytogenetic abnormalities. SLAMF7 is also expressed on Natural Killer cells, plasma cells, and at lower levels on specific immune cell subsets of differentiated cells within the hematopoietic lineage. Elotuzumab directly activates Natural Killer cells through both the SLAMF7 pathway and Fc receptors. Elotuzumab also targets SLAMF7 on myeloma cells and facilitates the interaction with Natural Killer cells to mediate the killing of myeloma cells through antibody-dependent cellular cytotoxicity (ADCC). In preclinical models, the combination of elotuzumab and lenalidomide resulted in enhanced activation of Natural Killer cells that was greater than the effects of either agent alone and increased anti-tumor activity in vitro and in vivo."
DB06335,Saxagliptin,CHEMBL385517,"Saxagliptin is a dipeptidyl peptidase-4 (DPP-4) inhibitor antidiabetic for the treatment of type 2 diabetes. DPP-4 inhibitors are a class of compounds that work by affecting the action of natural hormones in the body called incretins. Incretins decrease blood sugar by increasing consumption of sugar by the body, mainly through increasing insulin production in the pancreas, and by reducing production of sugar by the liver. [Bristol-Myers Squibb Press Release]
DPP-4 is a membrane associated peptidase which is found in many tissues, lymphocytes and plasma. DPP-4 has two main mechanisms of action, an enzymatic function and another mechanism where DPP-4 binds adenosine deaminase, which conveys intracellular signals via dimerization when activated. Saxagliptin forms a reversible, histidine-assisted covalent bond between its nitrile group and the S630 hydroxyl oxygen on DPP-4. The inhibition of DPP-4 increases levels active of glucagon like peptide 1 (GLP-1), which inhibits glucagon production from pancreatic alpha cells and increases production of insulin from pancreatic beta cells.
"
DB06366,Pertuzumab,CHEMBL2007641,"Pertuzumab is a humanized monoclonal antibody designed to bind to the HER2 receptor and inhibit the ability of HER2 to interact with other HER family members (HER1, HER2, HER3, and HER4) on the surface of cancer cells. The HER signaling pathway plays a role in the formation and growth of numerous cancers, and previous clinical trials of pertuzumab in a single agent setting had suggested clinical activity - including stable disease - in heavily pretreated patients with advanced ovarian and breast cancers. "
DB06372,Rilonacept,CHEMBL1201830,"CAPS refer to rare genetic syndromes generally caused by mutations in the NLRP-3 [Nucleotide-binding domain, leucine rich family (NLR), pyrin domain containing 3] gene (also known as Cold-Induced Auto-inflammatory Syndtrome-1 [CIAS1]). CAPS disorders are inherited in an autosomal dominant pattern with male and female offspring equally affected. Fever, urticaria-like rash, arthralgia, myalgia, fatigue, and conjunctivitis are features common to all disorders. In most cases, inflammation in CAPS is associated with mutations in the NLRP-3 gene which encodes the protein cryopyrin, an important component of the inflammasome. Cryopyrin regulates the protease caspase-1 and controls the activation of interleukin-1 beta (IL-1β). Mutations in NLRP-3 result in an overactive inflammasome resulting in excessive release of activated IL-1β that drives inflammation. Rilonacept blocks IL-1β signaling by acting as a soluble decoy receptor that binds IL-1β and prevents its interaction with cell surface receptors. Rilonacept also binds IL-1α and IL-1 receptor antagonist (IL-1ra) with reduced affinity. By binding IL-1, rilonacept prevents the activation of IL-1 receptors, thus reducing inflammatory responses and other effects related to an excess of IL-1."
DB06395,Abafungin,,"Abafungin has been shown to have fungicidal and fungistatic effects on a wide variety of pathogens, including dermatophytes, yeasts (Candida) and moulds. The drug acts on the infecting organisms in two ways: by interfering with the formation of a vital sterol in the fungal cell membrane, thereby preventing cell growth, and also by direct interaction with another membrane component resulting in membrane disruption, leakage of cellular contents and death of the cell and independent of whether it is in a non-metabolising (`resting') phase of development or actively growing. These features of abafungin, combined with the attainment of microbicidal concentrations in the skin from a 1% preparation, its long residence at the site of dermal application and the lack of significant systemic absorption, mean that Abasol(tm) is particularly attractive for the topical treatment of dermatomycoses, which is the first indication under review for marketing approval."
DB06401,Bazedoxifene,CHEMBL46740,"Bazedoxifene belongs to a class of compounds known as selective estrogen receptor modulators (SERMs). Bazedoxifene acts as both an oestrogen-receptor agonist and/or antagonist, depending upon the cell and tissue type and target genes. Bazedoxifene decreases bone resorption and reduces biochemical markers of bone turnover to the premenopausal range. These effects on bone remodelling lead to an increase in bone mineral density (BMD), which in turn contributes to a reduction in the risk of fractures. Bazedoxifene functions primarily as an oestrogen-receptor antagonist in uterine and breast tissues."
DB06402,Telavancin,CHEMBL507870,"Telavancin is a bactericidal lipoglycopeptide that is active against a broad range of gram-positive bacteria. Telavancin prevents polymerization of N-acetylmuramic acid (NAM) and N-acetylglucosamine (NAG) and cross-linking of peptidoglycan by binding to D-Ala-D-Ala. As a result, inhibition of bacterial cell wall synthesis occurs. Furthermore, telavancin disrupts membrane potential and cell permeability as a result of the lipophillic side chain moiety. This additional bactericidal mechanism is what sets telavancin apart from vancomycin. "
DB06403,Ambrisentan,CHEMBL1111,"Endothelin-1 (ET-1) is an endogenous peptide that acts on the endothelin type A (ETA) and endothelin type B (ETB) receptors in vascular smooth muscle and endothelium. ETA-mediated actions include vasoconstriction and cell proliferation, whereas ETB predominantly mediates vasodilation, anti-proliferation, and ET-1 clearance. In patients with pulmonary arterial hypertension, ET-1 levels are increased and correlate with increased right arterial pressure and severity of disease.
Ambrisentan is one of several newly developed vasodilator drugs that selectively target the endothelin type A (ETA) receptor, inhibiting its action and preventing vasoconstriction. Selective inhibition of the ETA receptor prevents phospholipase C-mediated vasoconstriction and protein kinase C-mediated cell proliferation. Endothelin type B (ETB) receptor function is not significantly inhibited, and nitric oxide and prostacyclin production, cyclic GMP- and cyclic AMP-mediated vasodilation, and endothelin-1 (ET-1) clearance is preserved."
DB06404,Human C1-esterase inhibitor,,"C1 inhibitor is a normal constituent of human blood and is one of the serine proteinase inhibitors (serpins). The primary function of C1 inhibitor is to regulate the activation of the complement and intrinsic coagulation (contact system) pathway. C1 inhibitor also regulates the fibrinolytic system. Regulation of these systems is performed through the formation of complexes between the proteinases and the inhibitor, resulting in inactivation of both and consumption of the C1 inhibitor. HAE patients have low levels of endogenous or functional C1 inhibitor. Although the events that induce attacks of angioedema in HAE patients are not well defined, it is thought by some that increased vascular permeability and the clinical manifestation of HAE attacks are primarily mediated through contact system activation. Suppression of contact system activation by C1 inhibitor through the inactivation of plasma kallikrein and factor XIIa is thought to modulate this vascular permeability by preventing the generation of bradykinin1. Administration of C1 Esterase Inhibitor increases plasma levels of C1 inhibitor activity."
DB06410,Doxercalciferol,CHEMBL1200810,"Calcitriol (1α,25-(OH)2D3) and 1α,25-(OH)2D2 regulate blood calcium at levels required for essential body functions. Specifically, the biologically active vitamin D metabolites control the intestinal absorption of dietary calcium, the tubular reabsorption of calcium by the kidney and, in conjunction with parathyroid hormone (PTH), the mobilization of calcium from the skeleton. They act directly on bone cells (osteoblasts) to stimulate skeletal growth, and on the parathyroid glands to suppress PTH (parathyroid hormone) synthesis and secretion. These functions are mediated by the interaction of these biologically active metabolites with specific receptor proteins in the various target tissues. In patients with chronic kidney disease (CKD), deficient production of biologically active vitamin D metabolites (due to lack of or insufficient 25-hydroxyvitamin D-1-alpha-hydroxylase activity) leads to secondary hyperparathyroidism, which contributes to the development of metabolic bone disease. "
DB06412,Oxymetholone,CHEMBL1200585,"Oxymethalone is a 17 alpha-alkylated anabolic-androgenic steroid and a synthetic derivative of testosterone, whose anabolic effects are used to treat muscle wasting in HIV patients. The effects of testosterone in humans and other vertebrates occur by way of two main mechanisms: by activation of the androgen receptor (directly or as DHT), and by conversion to estradiol and activation of certain estrogen receptors. Free testosterone (T) is transported into the cytoplasm of target tissue cells, where it can bind to the androgen receptor, or can be reduced to 5α-dihydrotestosterone (DHT) by the cytoplasmic enzyme 5α-reductase. DHT binds to the same androgen receptor even more strongly than T, so that its androgenic potency is about 2.5 times that of T. The T-receptor or DHT-receptor complex undergoes a structural change that allows it to move into the cell nucleus and bind directly to specific nucleotide sequences of the chromosomal DNA. The areas of binding are called hormone response elements (HREs), and influence transcriptional activity of certain genes, producing the androgen effects."
DB06413,Armodafinil,CHEMBL1201192,"Nuvigil (armodafinil) is a single-isomer of modafini. The exact mechanism of action is unknown. Armodafinil belongs to a class of drugs known as eugeroics, which are stimulants that provide long-lasting mental arousal. Pharmacologically, armodafinil does not bind to or inhibit several receptors and enzymes potentially relevant for sleep/wake regulation. Armodafinil is not a direct- or indirect-acting dopamine receptor agonist. However, in vitro, both armodafinil and modafinil bind to the dopamine transporter and inhibit dopamine reuptake. [Medilexicon]"
DB06414,Etravirine,CHEMBL308954,"Etravirine exerts its effects via direct inhibition of the reverse transcriptase enzyme of human immunodeficiency virus type 1 (HIV-1).  It directly binds reverse transcriptase and consequently blocks DNA-dependent and RNA-dependent polymerase activity. Etravirine does not inhibit human DNA polymerase alpha, beta or gamma. 
"
DB06415,Calfactant,CHEMBL1201447,"Pulmonary surfactant is an endogenous substance produced in the lungs that functions to decrease surface tension at the air:fluid interface on the alveolar surface. In premature infants with pulmonary surfactant deficiency, surface tension can increase to the point where sections of lung collapse and respiratory distress syndrome (RDS) develops. Calfactant adsorbs rapidly to the surface of the alveolar air:fluid interface and modifies surface tension to a minimum of less than 3 mN/m. It acts in a manner similar to natural lung surfactant, thus preventing or treating respiratory distress syndrome."
DB06419,Cethromycin,,"Cethromycin is a ketolide antibiotic derived from erythromycin A with a 14 membered macrolide group. Its greater potency than macrolide antibiotics such as erythromycin, clrithromycin and azithromycin may be due to increased ribosomal binding affinity, increasing accumulation and decreasing efflux. Ketolide antibiotics 
lack the 3-O-cladinose (replaced by a keto group), a 11,12- or 6,11-cyclic moiety and a heteroaryl-alkyl side chain attached to the macrocyclic ring contained in macrolide antibiotics. They bind at two distinct binding sites in the 23S rRNA. "
DB06436,Semaxanib,CHEMBL276711,
DB06439,Tyloxapol,CHEMBL1201548,"Tyloxapol, when injected IP, blocks plasma lipolytic activity, and thus the breakdown of triglyceride-rich lipoproteins. It has also been shown to be inhibitor of lipoprotein lipase, thus preventing triglyceride uptake.

"
DB06440,Ravuconazole,CHEMBL294029,
DB06441,Cangrelor,CHEMBL334966,"Cangrelor is a selective, reversible, P2Y12 platelet receptor antagonist which inhibits ADP platelet aggregation. ADP is typically released by damaged blood vessels, red blood cells, and/or platelets due to agonists stimulating platelet activity. ADP binds to P2Y12 to stimulate and complete platelet aggregation by inhibiting adenylyl cyclase by a Gi protein, thus potentiating dense granule secretion and increasing coagulation activity. Cangrelor acts on the same target as oral irreversible inhibitors clopidogrel and ticlopidine and has a similar mechanism of action, but is reversible and provides a fast onset and offset of action. "
DB06444,Dexanabinol,CHEMBL334533,
DB06470,clomethiazole,CHEMBL315795,"clomethiazole interacts with the GABAA receptor complex. It inhibits the binding of [35S]butyl-bicyclophosphorothionate (TBPS), an effect indicative of GABAA receptor-channel activation, by increasing the rate of [35S]TBPS dissociation and decreasing the binding affinity. Gamma-aminobutyric acid (GABA), acting at GABAA receptors, is the main fast inhibitory neurotransmitter in mammalian central nervous system"
DB06471,Naxifylline,CHEMBL2107805,
DB06480,Prucalopride,CHEMBL117287,"Prucalopride (PRU) is a selective high affinity 5-HT4 agonist, which are involved in initiating peristalsis. Prucalopride alters colonic motility patterns via serotonin 5-HT4 receptor stimulation: it stimulates colonic mass movements, which provide the main propulsive force for defecation."
DB06512,Deramciclane,CHEMBL2104698,Deramciclane is a new putative non-benzodiazepine-type anxiolytic compound. It is a selective serotonin 5-HT(2A) and 5-HT(2C) receptor antagonist and has also inverse agonist properties.
DB06543,Astaxanthin,CHEMBL1255871,
DB06554,Gaboxadol,CHEMBL312443,
DB06579,Adipiplon,CHEMBL2103791,
DB06581,Bevirimat,CHEMBL404519,"Bevirimat has a novel mechanism of action, specifically inhibiting cleavage of spacer peptide 1 (SP1) from the C-terminus of capsid which results in defective core condensation. Specifically, bevirimat binds at the SP1/capsid junction, preventing cleavage by HIV protease."
DB06589,Pazopanib,CHEMBL477772,"Pazopanib is a second-generation multitargeted tyrosine kinase inhibitor against vascular endothelial growth factor receptor-1, -2, and -3, platelet-derived growth factor receptor-alpha, platelet-derived growth factor receptor-beta, and c-kit. These receptor targets are part of the angiogenesis pathway that facilitates the formation of tumour blood vessel for tumour survival and growth. "
DB06590,Ceftaroline fosamil,CHEMBL501122,Ceftaroline fosamil is an antibacterial drug. 
DB06594,Agomelatine,CHEMBL10878,"The novel antidepressant agent, agomelatine, behaves as an agonist at melatonin receptors (MT1 and MT2) and as an antagonist at serotonin (5-HT)(2C) receptors."
DB06595,Midostaurin,CHEMBL608533,"It potently inhibits multiple receptor tyrosine kinases. Midostaurin and its major active metabolites CGP62221 and CGP52421 inhibit the activity of protein kinase C alpha (PKCalpha), VEGFR2, KIT, PDGFR and WT and/or mutant FLT3 tyrosine kinases. Inhibition of FLT3 receptor signalling cascades induces apoptosis of target leukemia cells expressing target receptors and mast cells, in addition to its antiproliferative activity toward multiple cancer cell lines [A19108]. 
Midostaurin also interacts with organic anion transporter (OATP) 1A1 and multidrug resistance protein (MRP)-2 according to preliminary in vitro studies."
DB06602,Reslizumab,,
DB06603,Panobinostat,CHEMBL483254,"Panobinostat is a deacetylase (DAC) inhibitor. DACs, also known as histone DACs (HDAC), are responsible for regulating the acetylation of about 1750 proteins in the body; their functions are involved in many biological processes including DNA replication and repair, chromatin remodelling, transcription of genes, progression of the cell-cycle, protein degradation and cytoskeletal reorganization. In multiple myeloma, there is an overexpression of DAC proteins. Panobinostat inhibits class I (HDACs 1, 2, 3, 8), class II (HDACs 4, 5, 6, 7, 9, 10) and class IV (HDAC 11) proteins. Panobinostat's antitumor activity is believed to be attributed to epigenetic modulation of gene expression and inhibition of protein metabolism. Panobinostat also exhibits cytotoxic synergy with bortezomib, a proteasome inhibitor concurrently used in treatment of multiple myeloma. "
DB06605,Apixaban,CHEMBL231779,"Apixaban acts by directly inhibiting, in a reversible manner, free and clot-bound factor Xa to inhibit coagulation."
DB06612,Mepolizumab,,"Mepolizumab is an interleukin-5 antagonist (IgG1 kappa). IL-5 is the major cytokine responsible for the growth and differentiation, recruitment, activation, and survival of eosinophils. Mepolizumab binds to IL-5 with a dissociation constant of 100 pM, inhibiting the bioactivity of IL-5 by blocking its binding to the alpha chain of the IL-5 receptor complex expressed on the eosinophil cell surface. Inflammation is an important component in the pathogenesis of asthma. Multiple cell types (e.g., mast cells, eosinophils, neutrophils, macrophages, lymphocytes) and mediators (e.g., histamine, eicosanoids, leukotrienes, cytokines) are involved in inflammation. Mepolizumab, by inhibiting IL-5 signaling, reduces the production and survival of eosinophils; however, the mechanism of mepolizumab action in asthma has not been definitively established."
DB06614,Peramivir,CHEMBL139367,"Peramivir is a neuraminidase inhibitor, acting as a transition-state analogue inhibitor of influenza neuraminidase and thereby preventing new viruses from emerging from infected cells."
DB06616,Bosutinib,CHEMBL288441,"Bosutinib is a tyrosine kinase inhibitor. Although it is able to inhibit several tyrosine kinases such as Src, Lyn, and Hck, which are members of the Src-family of kinases, its primary target is the Bcr-Abl kinase. The Bcr-Abl gene is a chimeric oncogene created from the fusion of the breakpoint-cluster (Bcr) gene and Abelson (Abl) tyrosine gene. This chromosomal abnormality results in the formation of what is commonly known as the Philadelphia chromosome or Philadelphia translocation. The Bcr-Abl gene expresses a particular kinase that promotes the progression of CML. A decrease in the growth and size of the CML tumour has been observed following administration of bosutinib. Bosutinib did not inhibit the T315I and V299L mutant cells. "
DB06623,Flupirtine,CHEMBL255044,"Flupirtine upregulates Bcl-2, increases glutathione levels, activates an inwardly rectifying potassium channel, and delays loss of intermitochondrial membrane calcium retention capacity. Flupirtine acts like a NMDA receptor antagonists, but does not bind to the receptor. One study concluded that the discriminative effects of flupirtine are neither of opioid nor of alpha-1 adrenergic type, but are primarily mediated through alpha-2 adrenergic mechanisms [PMID: 2901483]."
DB06626,Axitinib,CHEMBL1289926,"Axitinib selectively blocks the tyrosine kinase receptors VEGFR-1 (vascular endothelial growth factor receptor), VEGFR-2, and VEGFR-3."
DB06636,Isavuconazonium,CHEMBL1183349,"Antifungals in the triazole class, such as isavuconazonium, target and inhibit the sterol 14-α-demethylase (Erg11p) which is a key player in the demethylation step of the ergosterol biosynthetic pathway. This inhibition results in a halt in production of ergosterol, a molecule typically found in the membranes of fungi such as Aspergillus, Candida, and Mucorales that plays a role in regulation of membrane integrity, fluidity and permeability. The inhibition of Erg11p also causes the buildup of ergosterol precursors, which are toxic and cause cell death. "
DB06637,Dalfampridine,CHEMBL284348,"In MS, axons are progressively demyelinated which exposes potassium channels. As a result, there is a leak of potassium ions which results in the repolarization of cells and a decrease in neuronal excitability. The overall impact is the impairment of neuromuscular transmission as it is harder to trigger an action potential. 
Dalfampridine inhibits voltage-gated potassium channels in the CNS to maintain the transmembrane potential and prolong action potential. In other words, dalfampridine works to make sure that the current available is high enough to stimulate conduction in demyelinated axons that are exposed in MS patients. Furthermore, it facilitates neuromuscular and synaptic transmission by relieving conduction blocks in demyelinated axons. "
DB06643,Denosumab,CHEMBL1237023,"Denosumab is designed to target RANKL (RANK ligand), a protein that acts as the primary signal to promote bone removal/resorption. In many bone loss conditions, RANKL overwhelms the body's natural defense against bone destruction. Denosumab prevents RANKL from activating its receptor, RANK, on the surface of osteoclasts and their precursors. Prevention of the RANKL/RANK interaction inhibits osteoclast formation, function, and survival, thereby decreasing bone resorption and increasing bone mass and strength in both cortical and trabecular bone."
