hgnc_id	approved_symbol	approved_name	synonyms	accession_numbers	entrez_gene_id	ensembl_gene_id	refseq_ids
HGNC:4808	HAND2	heart and neural crest derivatives expressed 2	dHand, Thing2, Hed, bHLHa26	AF087941	9464	ENSG00000164107	
HGNC:48080	RNU6-1117P	RNA, U6 small nuclear 1117, pseudogene			106481532	ENSG00000207255	
HGNC:48081	RNU6-1118P	RNA, U6 small nuclear 1118, pseudogene			106480058	ENSG00000222314	
HGNC:48082	RNU6-1119P	RNA, U6 small nuclear 1119, pseudogene			106481533	ENSG00000207077	
HGNC:48083	RNU6-1120P	RNA, U6 small nuclear 1120, pseudogene			106480059	ENSG00000199858	
HGNC:48084	RNU6-1121P	RNA, U6 small nuclear 1121, pseudogene			106481780	ENSG00000252611	
HGNC:48085	RNU6-1122P	RNA, U6 small nuclear 1122, pseudogene			106481936	ENSG00000207178	
HGNC:48086	RNU6-1123P	RNA, U6 small nuclear 1123, pseudogene			106480060	ENSG00000199217	
HGNC:48087	RNU6-1124P	RNA, U6 small nuclear 1124, pseudogene			106481534	ENSG00000206896	
HGNC:48088	RNU6-1125P	RNA, U6 small nuclear 1125, pseudogene			106480061	ENSG00000200471	
HGNC:48089	RNU6-1126P	RNA, U6 small nuclear 1126, pseudogene			106481535	ENSG00000206729	
HGNC:4809	HAO1	hydroxyacid oxidase 1	GOX	AL021879	54363	ENSG00000101323	
HGNC:48090	RNU6-1127P	RNA, U6 small nuclear 1127, pseudogene			106480640	ENSG00000207310	
HGNC:48091	RNU6-1128P	RNA, U6 small nuclear 1128, pseudogene			106480062	ENSG00000199695	
HGNC:48092	RNU6-1129P	RNA, U6 small nuclear 1129, pseudogene			106481536	ENSG00000251773	
HGNC:48093	RNU6-1130P	RNA, U6 small nuclear 1130, pseudogene			106480063	ENSG00000202304	
HGNC:48094	RNU6-1131P	RNA, U6 small nuclear 1131, pseudogene			106480064	ENSG00000201825	
HGNC:48095	RNU6-1132P	RNA, U6 small nuclear 1132, pseudogene			106481937	ENSG00000239108	
HGNC:48096	RNU6-1133P	RNA, U6 small nuclear 1133, pseudogene			106481537	ENSG00000222895	
HGNC:48097	RNU6-1134P	RNA, U6 small nuclear 1134, pseudogene			106480065	ENSG00000202026	
HGNC:48098	RNU6-1135P	RNA, U6 small nuclear 1135, pseudogene			106481538	ENSG00000223015	
HGNC:48099	RNU6-1136P	RNA, U6 small nuclear 1136, pseudogene			106480066	ENSG00000252643	
HGNC:481	AN2~withdrawn	symbol withdrawn, see PAX6					
HGNC:4810	HAO2	hydroxyacid oxidase 2	HAOX2, GIG16	AF231917	51179	ENSG00000116882	NM_001005783
HGNC:48100	RNU6-1137P	RNA, U6 small nuclear 1137, pseudogene			106480067	ENSG00000252882	
HGNC:48101	RNU6-1138P	RNA, U6 small nuclear 1138, pseudogene			106480641	ENSG00000202229	
HGNC:48102	RNU6-1139P	RNA, U6 small nuclear 1139, pseudogene			106481539	ENSG00000223119	
HGNC:48103	RNU6-1140P	RNA, U6 small nuclear 1140, pseudogene			106480068	ENSG00000222449	
HGNC:48104	RNU6-1141P	RNA, U6 small nuclear 1141, pseudogene			106481540	ENSG00000201390	
HGNC:48105	RNU6-1142P~withdrawn	entry withdrawn					
HGNC:48106	RNU6-1143P	RNA, U6 small nuclear 1143, pseudogene			106480069	ENSG00000251934	
HGNC:48107	RNU6-1144P	RNA, U6 small nuclear 1144, pseudogene			106481938	ENSG00000206974	
HGNC:48108	RNU6-1145P	RNA, U6 small nuclear 1145, pseudogene			106481541	ENSG00000206973	
HGNC:48109	RNU6-1146P	RNA, U6 small nuclear 1146, pseudogene			106480070	ENSG00000252091	
HGNC:4811	HAO3~withdrawn	entry withdrawn					
HGNC:48110	RNU6-1147P	RNA, U6 small nuclear 1147, pseudogene			106480071	ENSG00000200250	
HGNC:48111	RNU6-1148P	RNA, U6 small nuclear 1148, pseudogene			106480642	ENSG00000222924	
HGNC:48112	RNU6-1149P	RNA, U6 small nuclear 1149, pseudogene			106481542	ENSG00000252619	
HGNC:48113	RNU6-1150P	RNA, U6 small nuclear 1150, pseudogene			106480072	ENSG00000252606	
HGNC:48114	RNU6-1151P	RNA, U6 small nuclear 1151, pseudogene			106481543	ENSG00000207415	
HGNC:48115	RNU6-1152P	RNA, U6 small nuclear 1152, pseudogene			106480073	ENSG00000207306	
HGNC:48116	RNU6-1153P	RNA, U6 small nuclear 1153, pseudogene			106480643	ENSG00000252569	
HGNC:48117	RNU6-1154P	RNA, U6 small nuclear 1154, pseudogene			106480074	ENSG00000212303	
HGNC:48118	RNU6-1155P	RNA, U6 small nuclear 1155, pseudogene			106481544	ENSG00000200424	
HGNC:48119	RNU6-1156P	RNA, U6 small nuclear 1156, pseudogene			106480075	ENSG00000222297	
HGNC:4812	HAP1	huntingtin associated protein 1	HLP, hHLP1, HIP5	AF040723	9001	ENSG00000173805	NM_003949
HGNC:48120	RNU6-1157P	RNA, U6 small nuclear 1157, pseudogene			106481545	ENSG00000207185	
HGNC:48121	RNU6-1158P	RNA, U6 small nuclear 1158, pseudogene			106480076	ENSG00000212469	
HGNC:48122	RNU6-1159P	RNA, U6 small nuclear 1159, pseudogene			106481939	ENSG00000199803	
HGNC:48123	RNU6-1160P	RNA, U6 small nuclear 1160, pseudogene			106481546	ENSG00000207276	
HGNC:48124	RNU6-1161P	RNA, U6 small nuclear 1161, pseudogene			106480077	ENSG00000251985	
HGNC:48125	RNU6-1162P	RNA, U6 small nuclear 1162, pseudogene			106480078	ENSG00000207172	
HGNC:48126	RNU6-1163P	RNA, U6 small nuclear 1163, pseudogene			106481547	ENSG00000201386	
HGNC:48127	RNU6-1164P	RNA, U6 small nuclear 1164, pseudogene			106480644	ENSG00000201298	
HGNC:48128	RNU6-1165P	RNA, U6 small nuclear 1165, pseudogene			106480079	ENSG00000222051	
HGNC:48129	RNU6-1166P~withdrawn	entry withdrawn					
HGNC:4813	HAP2~withdrawn	symbol withdrawn, see HAP1					
HGNC:48130	RNU6-1167P	RNA, U6 small nuclear 1167, pseudogene			106480407	ENSG00000200097	
HGNC:48131	RNU6-1168P	RNA, U6 small nuclear 1168, pseudogene			106481548	ENSG00000212133	
HGNC:48132	RNU6-1169P	RNA, U6 small nuclear 1169, pseudogene			106480080	ENSG00000200407	
HGNC:48133	RNU6-1170P	RNA, U6 small nuclear 1170, pseudogene			106480081	ENSG00000251783	
HGNC:48134	RNU6-1171P	RNA, U6 small nuclear 1171, pseudogene			106481940	ENSG00000252515	
HGNC:48135	RNU6-1172P	RNA, U6 small nuclear 1172, pseudogene			106481549	ENSG00000202095	
HGNC:48136	RNU6-1173P~withdrawn	symbol withdrawn, see RNU6-930P					
HGNC:48137	RNU6-1174P	RNA, U6 small nuclear 1174, pseudogene			106481550	ENSG00000253087	
HGNC:48138	RNU6-1175P	RNA, U6 small nuclear 1175, pseudogene			106480082	ENSG00000202070	
HGNC:48139	RNU6-1176P	RNA, U6 small nuclear 1176, pseudogene			106481551	ENSG00000212257	
HGNC:4814	KALRN	kalirin RhoGEF kinase	duo, Hs.8004, TRAD, DUET, Kalirin, ARHGEF24	U94190	8997	ENSG00000160145	NM_003947
HGNC:48140	RNU6-1177P	RNA, U6 small nuclear 1177, pseudogene			106480645	ENSG00000212360	
HGNC:48141	RNU6-1178P	RNA, U6 small nuclear 1178, pseudogene			106480083	ENSG00000252483	
HGNC:48142	RNU6-1179P	RNA, U6 small nuclear 1179, pseudogene			106480084	ENSG00000207397	
HGNC:48143	RNU6-1180P	RNA, U6 small nuclear 1180, pseudogene			106481552	ENSG00000201805	
HGNC:48144	RNU6-1181P	RNA, U6 small nuclear 1181, pseudogene			106480085	ENSG00000206918	
HGNC:48145	RNU6-1182P~withdrawn	entry withdrawn					
HGNC:48146	RNU6-1183P	RNA, U6 small nuclear 1183, pseudogene			106481941	ENSG00000252863	
HGNC:48147	RNU6-1184P	RNA, U6 small nuclear 1184, pseudogene			106481553	ENSG00000207318	
HGNC:48148	RNU6-1185P~withdrawn	symbol withdrawn, see RNU6-771P					
HGNC:48149	RNU6-1186P	RNA, U6 small nuclear 1186, pseudogene			106480086	ENSG00000222361	
HGNC:4815	HAPP~withdrawn	entry withdrawn					
HGNC:48150	RNU6-1187P	RNA, U6 small nuclear 1187, pseudogene			106481554	ENSG00000201641	
HGNC:48151	RNU6-1188P	RNA, U6 small nuclear 1188, pseudogene			106480408	ENSG00000200665	
HGNC:48152	RNU6-1189P	RNA, U6 small nuclear 1189, pseudogene			106480646	ENSG00000206685	
HGNC:48153	RNU6-1190P	RNA, U6 small nuclear 1190, pseudogene			106480087	ENSG00000222743	
HGNC:48154	RNU6-1191P	RNA, U6 small nuclear 1191, pseudogene			106481555	ENSG00000252608	
HGNC:48155	RNU6-1192P	RNA, U6 small nuclear 1192, pseudogene			106480088	ENSG00000277029	
HGNC:48156	RNU6-1193P	RNA, U6 small nuclear 1193, pseudogene			106481556	ENSG00000238551	
HGNC:48157	RNU6-1194P	RNA, U6 small nuclear 1194, pseudogene			106481557	ENSG00000252017	
HGNC:48158	RNU6-1195P	RNA, U6 small nuclear 1195, pseudogene			106480647	ENSG00000207198	
HGNC:48159	RNU6-1196P	RNA, U6 small nuclear 1196, pseudogene			106480089	ENSG00000252030	
HGNC:4816	HARS	histidyl-tRNA synthetase		AK000498	3035	ENSG00000170445	NM_002109
HGNC:48160	RNU6-1197P	RNA, U6 small nuclear 1197, pseudogene			106481558	ENSG00000212485	
HGNC:48161	RNU6-1198P	RNA, U6 small nuclear 1198, pseudogene			106480090	ENSG00000252713	
HGNC:48162	RNU6-1199P	RNA, U6 small nuclear 1199, pseudogene			106480091	ENSG00000223181	
HGNC:48163	RNU6-1200P	RNA, U6 small nuclear 1200, pseudogene			106481559	ENSG00000206889	
HGNC:48164	RNU6-1201P	RNA, U6 small nuclear 1201, pseudogene			106481942	ENSG00000206954	
HGNC:48165	RNU6-1202P~withdrawn	entry withdrawn					
HGNC:48166	RNU6-1203P	RNA, U6 small nuclear 1203, pseudogene			106480092	ENSG00000222635	
HGNC:48167	RNU6-1204P	RNA, U6 small nuclear 1204, pseudogene			106481560	ENSG00000200818	
HGNC:48168	RNU6-1205P	RNA, U6 small nuclear 1205, pseudogene			106480093	ENSG00000200495	
HGNC:48169	RNU6-1206P	RNA, U6 small nuclear 1206, pseudogene			106481561	ENSG00000252148	
HGNC:4817	HARS2	histidyl-tRNA synthetase 2, mitochondrial	HO3, HARSR	U18937	23438	ENSG00000112855	NM_012208
HGNC:48170	RNU6-1207P	RNA, U6 small nuclear 1207, pseudogene			106480648	ENSG00000207071	
HGNC:48171	RNU6-1208P	RNA, U6 small nuclear 1208, pseudogene			106480094	ENSG00000238482	
HGNC:48172	RNU6-1209P	RNA, U6 small nuclear 1209, pseudogene			106480095	ENSG00000200525	
HGNC:48173	RNU6-1210P	RNA, U6 small nuclear 1210, pseudogene			106481562	ENSG00000200645	
HGNC:48174	RNU6-1211P	RNA, U6 small nuclear 1211, pseudogene			106480096	ENSG00000238382	
HGNC:48175	RNU6-1212P	RNA, U6 small nuclear 1212, pseudogene			106481943	ENSG00000252832	
HGNC:48176	RNU6-1213P	RNA, U6 small nuclear 1213, pseudogene			106481563	ENSG00000252884	
HGNC:48177	RNU6-1214P	RNA, U6 small nuclear 1214, pseudogene			106481781	ENSG00000200520	
HGNC:48178	RNU6-1215P	RNA, U6 small nuclear 1215, pseudogene			106480097	ENSG00000207170	
HGNC:48179	RNU6-1216P	RNA, U6 small nuclear 1216, pseudogene			106480098	ENSG00000199460	
HGNC:4818	HAS1	hyaluronan synthase 1		U59269	3036	ENSG00000105509	NM_001523
HGNC:48180	RNU6-1217P	RNA, U6 small nuclear 1217, pseudogene			106481564	ENSG00000223208	
HGNC:48181	RNU6-1218P	RNA, U6 small nuclear 1218, pseudogene			106480099	ENSG00000239175	
HGNC:48182	RNU6-1219P	RNA, U6 small nuclear 1219, pseudogene			106480649	ENSG00000251952	
HGNC:48183	RNU6-1220P	RNA, U6 small nuclear 1220, pseudogene			106481565	ENSG00000252935	
HGNC:48184	RNU6-1221P~withdrawn	symbol withdrawn, see RNU6-280P					
HGNC:48185	RNU6-1222P	RNA, U6 small nuclear 1222, pseudogene			106480100	ENSG00000207345	
HGNC:48186	RNU6-1223P	RNA, U6 small nuclear 1223, pseudogene			106481566	ENSG00000252933	
HGNC:48187	RNU6-1224P	RNA, U6 small nuclear 1224, pseudogene			106480101	ENSG00000252593	
HGNC:48188	RNU6-1225P	RNA, U6 small nuclear 1225, pseudogene			106480650	ENSG00000252145	
HGNC:48189	RNU6-1226P	RNA, U6 small nuclear 1226, pseudogene			106480102	ENSG00000207044	
HGNC:4819	HAS2	hyaluronan synthase 2		U54804	3037	ENSG00000170961	NM_005328
HGNC:48190	RNU6-1227P	RNA, U6 small nuclear 1227, pseudogene			106481567	ENSG00000206708	
HGNC:48191	RNU6-1228P	RNA, U6 small nuclear 1228, pseudogene			106480103	ENSG00000212316	
HGNC:48192	RNU6-1229P	RNA, U6 small nuclear 1229, pseudogene			106481568	ENSG00000201165	
HGNC:48193	RNU6-1230P	RNA, U6 small nuclear 1230, pseudogene			106481944	ENSG00000207121	
HGNC:48194	RNU6-1231P	RNA, U6 small nuclear 1231, pseudogene			106480104	ENSG00000252994	
HGNC:48195	RNU6-1232P	RNA, U6 small nuclear 1232, pseudogene			106480105	ENSG00000252108	
HGNC:48196	RNU6-1233P	RNA, U6 small nuclear 1233, pseudogene			106481569	ENSG00000199792	
HGNC:48197	RNU6-1234P	RNA, U6 small nuclear 1234, pseudogene			106480106	ENSG00000252686	
HGNC:48198	RNU6-1235P	RNA, U6 small nuclear 1235, pseudogene			106480701	ENSG00000207289	
HGNC:48199	RNU6-1236P	RNA, U6 small nuclear 1236, pseudogene			106481570	ENSG00000252889	
HGNC:482	ANCR	Angelman syndrome chromosome region					
HGNC:4820	HAS3	hyaluronan synthase 3		BC021853	3038	ENSG00000103044	NM_138612
HGNC:48200	RNU6-1237P	RNA, U6 small nuclear 1237, pseudogene			106480651	ENSG00000207508	
HGNC:48201	RNU6-1238P	RNA, U6 small nuclear 1238, pseudogene			106480107	ENSG00000253024	
HGNC:48202	RNU6-1239P	RNA, U6 small nuclear 1239, pseudogene			106481571	ENSG00000212612	
HGNC:48203	RNU6-1240P	RNA, U6 small nuclear 1240, pseudogene			106866914	ENSG00000202025	
HGNC:48204	RNU6-1241P	RNA, U6 small nuclear 1241, pseudogene			106481572	ENSG00000207266	
HGNC:48205	RNU6-1242P	RNA, U6 small nuclear 1242, pseudogene			106480108	ENSG00000212354	
HGNC:48206	RNU6-1243P	RNA, U6 small nuclear 1243, pseudogene			106481573	ENSG00000200898	
HGNC:48207	RNU6-1244P	RNA, U6 small nuclear 1244, pseudogene			106481945	ENSG00000200484	
HGNC:48208	RNU6-1245P	RNA, U6 small nuclear 1245, pseudogene			106480109	ENSG00000223062	
HGNC:48209	RNU6-1246P	RNA, U6 small nuclear 1246, pseudogene			106480110	ENSG00000212366	
HGNC:4821	HAT1	histone acetyltransferase 1	KAT1	AF030424	8520	ENSG00000128708	NM_003642
HGNC:48210	RNU6-1247P	RNA, U6 small nuclear 1247, pseudogene			106481574	ENSG00000252431	
HGNC:48211	RNU6-1248P	RNA, U6 small nuclear 1248, pseudogene			106480111	ENSG00000212398	
HGNC:48212	RNU6-1249P	RNA, U6 small nuclear 1249, pseudogene			106480652	ENSG00000200107	
HGNC:48213	RNU6-1250P	RNA, U6 small nuclear 1250, pseudogene			106481575	ENSG00000212520	
HGNC:48214	RNU6-1251P	RNA, U6 small nuclear 1251, pseudogene			106480112	ENSG00000201372	
HGNC:48215	RNU6-1252P	RNA, U6 small nuclear 1252, pseudogene			106480113	ENSG00000199924	
HGNC:48216	RNU6-1253P~withdrawn	entry withdrawn					
HGNC:48217	RNU6-1254P	RNA, U6 small nuclear 1254, pseudogene			106481576	ENSG00000212568	
HGNC:48218	RNU6-1255P	RNA, U6 small nuclear 1255, pseudogene			106481946	ENSG00000200304	
HGNC:48219	RNU6-1256P	RNA, U6 small nuclear 1256, pseudogene			106480114	ENSG00000252348	
HGNC:4822	HAUSP~withdrawn	symbol withdrawn, see USP7					
HGNC:48220	RNU6-1257P	RNA, U6 small nuclear 1257, pseudogene			106481577	ENSG00000207355	
HGNC:48221	RNU6-1258P	RNA, U6 small nuclear 1258, pseudogene			106480115	ENSG00000252720	
HGNC:48222	RNU6-1259P~withdrawn	entry withdrawn					
HGNC:48223	RNU6-1260P	RNA, U6 small nuclear 1260, pseudogene			106481578	ENSG00000199814	
HGNC:48224	RNU6-1261P	RNA, U6 small nuclear 1261, pseudogene			106480116	ENSG00000253003	
HGNC:48225	RNU6-1262P	RNA, U6 small nuclear 1262, pseudogene			106480409	ENSG00000252026	
HGNC:48226	RNU6-1263P	RNA, U6 small nuclear 1263, pseudogene			106480653	ENSG00000207331	
HGNC:48227	RNU6-1264P	RNA, U6 small nuclear 1264, pseudogene			106480117	ENSG00000206618	
HGNC:48228	RNU6-1265P	RNA, U6 small nuclear 1265, pseudogene			106481579	ENSG00000252151	
HGNC:48229	RNU6-1266P	RNA, U6 small nuclear 1266, pseudogene			106480118	ENSG00000199664	
HGNC:4823	HBA1	hemoglobin subunit alpha 1	HBA-T3	AF349571	3039	ENSG00000206172	NM_000558
HGNC:48230	RNU6-1267P	RNA, U6 small nuclear 1267, pseudogene			106481580	ENSG00000222679	
HGNC:48231	RNU6-1268P	RNA, U6 small nuclear 1268, pseudogene			106480654	ENSG00000212516	
HGNC:48232	RNU6-1269P	RNA, U6 small nuclear 1269, pseudogene			106480119	ENSG00000212441	
HGNC:48233	RNU6-1270P	RNA, U6 small nuclear 1270, pseudogene			106481581	ENSG00000252937	
HGNC:48234	RNU6-1271P	RNA, U6 small nuclear 1271, pseudogene			106480120	ENSG00000252858	
HGNC:48235	RNU6-1272P	RNA, U6 small nuclear 1272, pseudogene			106480121	ENSG00000199646	
HGNC:48236	RNU6-1273P	RNA, U6 small nuclear 1273, pseudogene			106481947	ENSG00000199903	
HGNC:48237	RNU6-1274P	RNA, U6 small nuclear 1274, pseudogene			106481582	ENSG00000207287	
HGNC:48238	RNU6-1275P	RNA, U6 small nuclear 1275, pseudogene			106480122	ENSG00000212389	
HGNC:48239	RNU6-1276P	RNA, U6 small nuclear 1276, pseudogene			106481583	ENSG00000202242	
HGNC:4824	HBA2	hemoglobin subunit alpha 2	HBA-T2	BC008572	3040	ENSG00000188536	NM_000517
HGNC:48240	RNU6-1277P	RNA, U6 small nuclear 1277, pseudogene			106480123	ENSG00000201431	
HGNC:48241	RNU6-1278P	RNA, U6 small nuclear 1278, pseudogene			106480124	ENSG00000251939	
HGNC:48242	RNU6-1279P	RNA, U6 small nuclear 1279, pseudogene			106480655	ENSG00000206644	
HGNC:48243	RNU6-1280P	RNA, U6 small nuclear 1280, pseudogene			106481584	ENSG00000202081	
HGNC:48244	RNU6-1281P	RNA, U6 small nuclear 1281, pseudogene			106480125	ENSG00000252032	
HGNC:48245	RNU6-1282P	RNA, U6 small nuclear 1282, pseudogene			106481585	ENSG00000252544	
HGNC:48246	RNU6-1283P	RNA, U6 small nuclear 1283, pseudogene			106481782	ENSG00000202184	
HGNC:48247	RNU6-1284P	RNA, U6 small nuclear 1284, pseudogene			106480126	ENSG00000200571	
HGNC:48248	RNU6-1285P	RNA, U6 small nuclear 1285, pseudogene			106481948	ENSG00000200350	
HGNC:48249	RNU6-1286P	RNA, U6 small nuclear 1286, pseudogene			106481586	ENSG00000206598	
HGNC:4825	HBAP1	hemoglobin subunit alpha pseudogene 1	HBA-T1, HBA3, HBA3P	M22813	3041		
HGNC:48250	RNU6-1287P	RNA, U6 small nuclear 1287, pseudogene			106480127	ENSG00000199784	
HGNC:48251	RNU6-1288P	RNA, U6 small nuclear 1288, pseudogene			106480128	ENSG00000251859	
HGNC:48252	RNU6-1289P	RNA, U6 small nuclear 1289, pseudogene			106481587	ENSG00000207160	
HGNC:48253	RNU6-1290P	RNA, U6 small nuclear 1290, pseudogene			106480129	ENSG00000199827	
HGNC:48254	RNU6-1291P	RNA, U6 small nuclear 1291, pseudogene			106481588	ENSG00000252400	
HGNC:48255	RNU6-1292P	RNA, U6 small nuclear 1292, pseudogene			106480656	ENSG00000206583	
HGNC:48256	RNU6-1293P	RNA, U6 small nuclear 1293, pseudogene			106480130	ENSG00000206804	
HGNC:48257	RNU6-1294P	RNA, U6 small nuclear 1294, pseudogene			106480131	ENSG00000251804	
HGNC:48258	RNU6-1295P~withdrawn	symbol withdrawn, see RNU6-318P					
HGNC:48259	RNU6-1296P	RNA, U6 small nuclear 1296, pseudogene			106480132	ENSG00000206606	
HGNC:4826	HBM	hemoglobin subunit mu	HBK	BC035682	3042	ENSG00000206177	NM_001003938
HGNC:48260	RNU6-1297P	RNA, U6 small nuclear 1297, pseudogene			106480657	ENSG00000207144	
HGNC:48261	RNU6-1298P	RNA, U6 small nuclear 1298, pseudogene			106481590	ENSG00000199326	
HGNC:48262	RNU6-1299P	RNA, U6 small nuclear 1299, pseudogene			106480133	ENSG00000252125	
HGNC:48263	RNU6-1300P	RNA, U6 small nuclear 1300, pseudogene			106480134	ENSG00000212348	
HGNC:48264	RNU6-1301P	RNA, U6 small nuclear 1301, pseudogene			106481591	ENSG00000199594	
HGNC:48265	RNU6-1302P~withdrawn	entry withdrawn					
HGNC:48266	RNU6-1303P	RNA, U6 small nuclear 1303, pseudogene			106481949	ENSG00000201711	
HGNC:48267	RNU6-1304P	RNA, U6 small nuclear 1304, pseudogene			106480135	ENSG00000223306	
HGNC:48268	RNU6-1305P	RNA, U6 small nuclear 1305, pseudogene			106481592	ENSG00000201223	
HGNC:48269	RNU6-1306P	RNA, U6 small nuclear 1306, pseudogene			106480136	ENSG00000202089	
HGNC:4827	HBB	hemoglobin subunit beta	CD113t-C, beta-globin	J00173	3043	ENSG00000244734	NM_000518
HGNC:48270	RNU6-1307P	RNA, U6 small nuclear 1307, pseudogene			106481593	ENSG00000212314	
HGNC:48271	RNU6-1308P	RNA, U6 small nuclear 1308, pseudogene			106480137	ENSG00000252626	
HGNC:48272	RNU6-1309P	RNA, U6 small nuclear 1309, pseudogene			106480410	ENSG00000200175	
HGNC:48273	RNU6-1310P	RNA, U6 small nuclear 1310, pseudogene			106480658	ENSG00000206880	
HGNC:48274	RNU6-1311P	RNA, U6 small nuclear 1311, pseudogene			106480138	ENSG00000207459	
HGNC:48275	RNU6-1312P	RNA, U6 small nuclear 1312, pseudogene			106481594	ENSG00000199295	
HGNC:48276	RNU6-1313P	RNA, U6 small nuclear 1313, pseudogene			106480139	ENSG00000199492	
HGNC:48277	RNU6-1314P	RNA, U6 small nuclear 1314, pseudogene			106481595	ENSG00000252948	
HGNC:48278	RNU6-1315P	RNA, U6 small nuclear 1315, pseudogene			106481950	ENSG00000252996	
HGNC:48279	RNU6-1316P	RNA, U6 small nuclear 1316, pseudogene			106480140	ENSG00000206969	
HGNC:4828	HBBP1	hemoglobin subunit beta pseudogene 1	HBH1, HBHP	X02133	3044	ENSG00000229988	NR_001589
HGNC:48280	RNU6-1317P	RNA, U6 small nuclear 1317, pseudogene			106481596	ENSG00000201452	
HGNC:48281	RNU6-1318P	RNA, U6 small nuclear 1318, pseudogene			106480141	ENSG00000202259	
HGNC:48282	RNU6-1319P	RNA, U6 small nuclear 1319, pseudogene			106480142	ENSG00000212157	
HGNC:48283	RNU6-1320P	RNA, U6 small nuclear 1320, pseudogene			106480659	ENSG00000212140	
HGNC:48284	RNU6-1321P	RNA, U6 small nuclear 1321, pseudogene			106481597	ENSG00000212207	
HGNC:48285	RNU6-1322P	RNA, U6 small nuclear 1322, pseudogene			106480143	ENSG00000201179	
HGNC:48286	RNU6-1323P	RNA, U6 small nuclear 1323, pseudogene			106481598	ENSG00000206752	
HGNC:48287	RNU6-1324P	RNA, U6 small nuclear 1324, pseudogene			106480144	ENSG00000206949	
HGNC:48288	RNU6-1325P	RNA, U6 small nuclear 1325, pseudogene			106480145	ENSG00000201775	
HGNC:48289	RNU6-1326P	RNA, U6 small nuclear 1326, pseudogene			106481951	ENSG00000212564	
HGNC:4829	HBD	hemoglobin subunit delta		AY034468	3045	ENSG00000223609	NM_000519
HGNC:48290	RNU6-1327P	RNA, U6 small nuclear 1327, pseudogene			106481599	ENSG00000202172	
HGNC:48291	RNU6-1328P	RNA, U6 small nuclear 1328, pseudogene			106480146	ENSG00000222870	
HGNC:48292	RNU6-1329P	RNA, U6 small nuclear 1329, pseudogene			106481600	ENSG00000202534	
HGNC:48293	RNU6-1330P	RNA, U6 small nuclear 1330, pseudogene			106480411	ENSG00000199645	
HGNC:48294	RNU6-1331P	RNA, U6 small nuclear 1331, pseudogene			106480147	ENSG00000200528	
HGNC:48295	RNU6-1332P	RNA, U6 small nuclear 1332, pseudogene			106480660	ENSG00000252475	
HGNC:48296	RNU6-1333P	RNA, U6 small nuclear 1333, pseudogene			106481601	ENSG00000251971	
HGNC:48297	RNU6-1334P	RNA, U6 small nuclear 1334, pseudogene			106480148	ENSG00000251841	
HGNC:48298	RNU6-1335P	RNA, U6 small nuclear 1335, pseudogene			106480149	ENSG00000202296	
HGNC:48299	RNU6-1336P	RNA, U6 small nuclear 1336, pseudogene			106480661	ENSG00000206613	
HGNC:483	ANG	angiogenin	RNASE5, RAA1		283	ENSG00000214274	NM_001097577
HGNC:4830	HBE1	hemoglobin subunit epsilon 1	HBE	BC015537	3046	ENSG00000213931	NM_005330
HGNC:48300	RNU6-1337P	RNA, U6 small nuclear 1337, pseudogene			106481602	ENSG00000252334	
HGNC:48301	RNU6-1338P	RNA, U6 small nuclear 1338, pseudogene			106480150	ENSG00000252137	
HGNC:48302	RNU6-1339P	RNA, U6 small nuclear 1339, pseudogene			106481603	ENSG00000200444	
HGNC:48303	RNU6-1340P	RNA, U6 small nuclear 1340, pseudogene			106480151	ENSG00000207167	
HGNC:48304	RNU1-5P	RNA, U1 small nuclear 5, pseudogene			107105261	ENSG00000277234	
HGNC:48305	RNU1-6P	RNA, U1 small nuclear 6, pseudogene			106480152	ENSG00000277344	
HGNC:48306	RNU1-7P	RNA, U1 small nuclear 7, pseudogene			106481952	ENSG00000200975	
HGNC:48307	RNU1-8P	RNA, U1 small nuclear 8, pseudogene			106481604	ENSG00000207056	
HGNC:48308	RNVU1-2	RNA, variant U1 small nuclear 2	vU1.2, RNU1-71	JQ988795		ENSG00000252135	
HGNC:4831	HBG1	hemoglobin subunit gamma 1	HBG-T2	M91036	3047	ENSG00000213934	NM_000559
HGNC:48310	LINC00875~withdrawn	symbol withdrawn, see LINC01138					
HGNC:48311	RNVU1-3	RNA, variant U1 small nuclear 3	vU1.3, RNU1-113, vU1.12, RNU1-151		101954272		NR_104081
HGNC:48312	RNVU1-4	RNA, variant U1 small nuclear 4	vU1.4, RNU1-102, vU1.5, RNU1-50		101954264	ENSG00000277610	NR_104073
HGNC:48313	RNVU1-5~withdrawn	symbol withdrawn, see RNVU1-4					
HGNC:48314	RNVU1-6	RNA, variant U1 small nuclear 6	vU1.6, RNU1-99		101954276	ENSG00000201558	NR_104085
HGNC:48315	RNVU1-8	RNA, variant U1 small nuclear 8	vU1.8, RNU1-145	JQ988802	101447996		NR_121645
HGNC:48316	RNVU1-10~withdrawn	symbol withdrawn, see RNVU1-1					
HGNC:48317	RNVU1-12~withdrawn	symbol withdrawn, see RNVU1-3					
HGNC:48318	RNVU1-13~withdrawn	symbol withdrawn, see RNVU1-19					
HGNC:48319	RNVU1-14	RNA, variant U1 small nuclear 14	vU1.14, RNU1-37		101954266	ENSG00000207501	NR_104075
HGNC:4832	HBG2	hemoglobin subunit gamma 2	HBG-T1	BC029387	3048	ENSG00000196565	NM_000184
