DrugID	Name	Action	TargetID	Symbol	HGNC
DB07145	(2R)-N-HYDROXY-2-[(3S)-3-METHYL-3-{4-[(2-METHYLQUINOLIN-4-YL)METHOXY]PHENYL}-2-OXOPYRROLIDIN-1-YL]PROPANAMIDE		BE0003754	ADAM17	HGNC:195
DB07146	2,3-DIPHENYL-N-(2-PIPERAZIN-1-YLETHYL)FURO[2,3-B]PYRIDIN-4-AMINE		BE0000842	LCK	HGNC:6524
DB07147	methyl (1R,2S)-2-(hydroxycarbamoyl)-1-{4-[(2-methylquinolin-4-yl)methoxy]benzyl}cyclopropanecarboxylate		BE0003754	ADAM17	HGNC:195
DB07148	(6S)-1-chloro-3-[(4-fluorobenzyl)oxy]-6-(pyrrolidin-1-ylcarbonyl)pyrrolo[1,2-a]pyrazin-4(6H)-one		BE0002148	PREP	HGNC:9358
DB07149	(7S)-2-(2-aminopyrimidin-4-yl)-7-(2-fluoroethyl)-1,5,6,7-tetrahydro-4H-pyrrolo[3,2-c]pyridin-4-one		BE0001065	GSK3B	HGNC:4617
DB07150	4-(4-HYDROXYPHENYL)-1-NAPHTHALDEHYDE OXIME		BE0003728	NCOA1	HGNC:7668
DB07150	4-(4-HYDROXYPHENYL)-1-NAPHTHALDEHYDE OXIME		BE0000792	ESR2	HGNC:3468
DB07151	4-(4-hydroxy-3-methylphenyl)-6-phenylpyrimidin-2(5H)-one		BE0001277	PIM1	HGNC:8986
DB07152	N-[4-(5-fluoro-6-methylpyridin-2-yl)-5-quinoxalin-6-yl-1H-imidazol-2-yl]acetamide		BE0003782	TGFBR1	HGNC:11772
DB07154	(3R)-4-[(3R)-3-AMINO-4-(2,4,5-TRIFLUOROPHENYL)BUTANOYL]-3-METHYL-1,4-DIAZEPAN-2-ONE		BE0000854	DPP4	HGNC:3009
DB07156	(4Z)-6-bromo-4-({[4-(pyrrolidin-1-ylmethyl)phenyl]amino}methylidene)isoquinoline-1,3(2H,4H)-dione		BE0000858	IGF1R	HGNC:5465
DB07157	(5R,6S,8S)-8-[3-(AMINOMETHYL)PHENYL]-6-HYDROXY-5-ISOPROPYL-3-OXO-1-PHENYL-2,7-DIOXA-4-AZA-6-PHOSPHANONAN-9-OIC ACID 6-OXIDE		BE0003257	CPB1	HGNC:2299
DB07158	5-ETHYL-3-METHYL-1,5-DIHYDRO-4H-PYRAZOLO[4,3-C]QUINOLIN-4-ONE		BE0003382	CHEK1	HGNC:1925
DB07159	6-({5-fluoro-2-[(3,4,5-trimethoxyphenyl)amino]pyrimidin-4-yl}amino)-2,2-dimethyl-2H-pyrido[3,2-b][1,4]oxazin-3(4H)-one		BE0001316	SYK	HGNC:11491
DB07160	N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCINE		BE0000939	CTSB	HGNC:2527
DB07161	5-phenyl-1H-indazol-3-amine		BE0002408	JAK2	HGNC:6192
DB07162	4-(3-amino-1H-indazol-5-yl)-N-tert-butylbenzenesulfonamide		BE0002408	JAK2	HGNC:6192
DB07163	5-[(2-AMINOETHYL)AMINO]-6-FLUORO-3-(1H-PYRROL-2-YL)BENZO[CD]INDOL-2(1H)-ONE		BE0001072	CDK2	HGNC:1771
DB07164	N-cyclopropyl-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine		BE0003734	CCNA2	HGNC:1578
DB07164	N-cyclopropyl-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine		BE0001072	CDK2	HGNC:1771
DB07165	N-(5-CHLORO-BENZO[B]THIOPHEN-3-YLMETHYL)-2-[6-CHLORO-OXO-3-(2-PYRIDIN-2-YL-ETHYLAMINO)-2H-PYRAZIN-1-YL]-ACETAMIDE		BE0000048	F2	HGNC:3535
DB07167	5-CYANO-FURAN-2-CARBOXYLIC ACID [5-HYDROXYMETHYL-2-(4-METHYL-PIPERIDIN-1-YL)-PHENYL]-AMIDE		BE0000853	CSF1R	HGNC:2433
DB07168	[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]-6-(methylamino)pyrimidin-2-yl}amino)phenyl]acetonitrile		BE0003792	CAMK2B	HGNC:1461
DB07171	5-(2-hydroxyethyl)nonane-1,9-diol		BE0003793	ECE1	HGNC:3146
DB07172	(5R,6E,8Z,11Z,14Z,17Z)-5-hydroxyicosa-6,8,11,14,17-pentaenoic acid		BE0000215	PPARG	HGNC:9236
DB07173	7-(5-DEOXY-BETA-D-RIBOFURANOSYL)-5-IODO-7H-PYRROLO[2,3-D]PYRIMIDIN-4-AMINE		BE0003540	ADK	HGNC:257
DB07174	6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-4-(3-METHOXYPROPYL)-2,2-DIMETHYL-2H-1,4-BENZOXAZIN-3(4H)-ONE		BE0000270	REN	HGNC:9958
DB07175	N-{2-methyl-5-[(6-phenylpyrimidin-4-yl)amino]phenyl}methanesulfonamide		BE0000988	BACE1	HGNC:933
DB07177	(5E,13E)-11-HYDROXY-9,15-DIOXOPROSTA-5,13-DIEN-1-OIC ACID		BE0003795	PTGR1	HGNC:18429
DB07177	(5E,13E)-11-HYDROXY-9,15-DIOXOPROSTA-5,13-DIEN-1-OIC ACID		BE0003560	PTGR2	HGNC:20149
DB07179	3-((3-bromo-5-o-tolylpyrazolo[1,5-a]pyrimidin-7-ylamino)methyl)pyridine 1-oxide		BE0001072	CDK2	HGNC:1771
DB07180	5-[(Z)-(5-CHLORO-2-OXO-1,2-DIHYDRO-3H-INDOL-3-YLIDENE)METHYL]-N-(DIETHYLAMINO)ETHYL]-2,4-DIMETHYL-1H-PYRROLE-3-CARBOXAMIDE		BE0003796	NEK2	HGNC:7745
DB07181	4'-[(1R)-1-amino-2-(2,5-difluorophenyl)ethyl]biphenyl-3-carboxamide		BE0000854	DPP4	HGNC:3009
DB07182	(2S)-2-(3-{[AMINO(IMINO)METHYL]AMINO}PHENYL)-3-[(S)-HYDROXY(3-PHENYLPROPYL)PHOSPHORYL]PROPANOIC ACID		BE0003257	CPB1	HGNC:2299
DB07183	N-(4-phenoxyphenyl)-2-[(pyridin-4-ylmethyl)amino]nicotinamide		BE0000369	KDR	HGNC:6307
DB07186	4-(4-METHYLPIPERAZIN-1-YL)-N-[5-(2-THIENYLACETYL)-1,5-DIHYDROPYRROLO[3,4-C]PYRAZOL-3-YL]BENZAMIDE		BE0000991	AURKA	HGNC:11393
DB07186	4-(4-METHYLPIPERAZIN-1-YL)-N-[5-(2-THIENYLACETYL)-1,5-DIHYDROPYRROLO[3,4-C]PYRAZOL-3-YL]BENZAMIDE		BE0003745	PLK1	HGNC:9077
DB07187	6-[(5-CHLORO-3-METHYL-1-BENZOFURAN-2-YL)SULFONYL]PYRIDAZIN-3(2H)-ONE		BE0000747	AKR1B1	HGNC:381
DB07189	(1S,3R,6S)-4-oxo-6-{4-[(2-phenylquinolin-4-yl)methoxy]phenyl}-5-azaspiro[2.4]heptane-1-carboxylic acid		BE0003754	ADAM17	HGNC:195
DB07190	3-cyclohexyl-D-alanyl-N-(3-chlorobenzyl)-L-prolinamide		BE0000048	F2	HGNC:3535
DB07193	(2R,3R)-7-(methylsulfonyl)-3-(2,4,5-trifluorophenyl)-1,2,3,4-tetrahydropyrido[1,2-a]benzimidazol-2-amine		BE0000854	DPP4	HGNC:3009
DB07194	2-{2-[(3,5-dimethylphenyl)amino]pyrimidin-4-yl}-N-[(1S)-2-hydroxy-1-methylethyl]-4-methyl-1,3-thiazole-5-carboxamide		BE0001316	SYK	HGNC:11491
DB07195	4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-6,8,9-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL		BE0000123	ESR1	HGNC:3467
DB07195	4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-6,8,9-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL		BE0003740	NCOA2	HGNC:7669
DB07196	N-methyl-1-(2-thiophen-2-ylphenyl)methanamine		BE0001680	LTA4H	HGNC:6710
DB07197	4-BROMO-3-(CARBOXYMETHOXY)-5-(4-HYDROXYPHENYL)THIOPHENE-2-CARBOXYLIC ACID		BE0000623	PTPN1	HGNC:9642
DB07198	5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-CARBONITRILE		BE0000792	ESR2	HGNC:3468
DB07198	5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-CARBONITRILE		BE0003728	NCOA1	HGNC:7668
DB07202	6-CHLORO-3-(3-METHYLISOXAZOL-5-YL)-4-PHENYLQUINOLIN-2(1H)-ONE		BE0000853	CSF1R	HGNC:2433
DB07203	6-CYCLOHEXYLMETHOXY-2-(3'-CHLOROANILINO) PURINE		BE0003734	CCNA2	HGNC:1578
DB07203	6-CYCLOHEXYLMETHOXY-2-(3'-CHLOROANILINO) PURINE		BE0001072	CDK2	HGNC:1771
DB07204	(1S)-1-(1H-INDOL-3-YLMETHYL)-2-(2-PYRIDIN-4-YL-[1,7]NAPHTYRIDIN-5-YLOXY)-EHYLAMINE		BE0003762	PKIA	HGNC:9017
DB07204	(1S)-1-(1H-INDOL-3-YLMETHYL)-2-(2-PYRIDIN-4-YL-[1,7]NAPHTYRIDIN-5-YLOXY)-EHYLAMINE		BE0003761	PRKACA	HGNC:9380
DB07205	N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE		BE0000230	YARS	HGNC:12840
DB07206	6-[2-(1H-INDOL-6-YL)ETHYL]PYRIDIN-2-AMINE		BE0000988	BACE1	HGNC:933
DB07207	2-(4-HYDROXY-5-PHENYL-1H-PYRAZOL-3-YL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE		BE0000333	F7	HGNC:3544
DB07207	2-(4-HYDROXY-5-PHENYL-1H-PYRAZOL-3-YL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE		BE0001178	F3	HGNC:3541
DB07208	(8E,10S,12Z)-10-hydroxy-6-oxooctadeca-8,12-dienoic acid		BE0000215	PPARG	HGNC:9236
DB07209	(8R,9Z,12Z)-8-hydroxy-6-oxooctadeca-9,12-dienoic acid		BE0000215	PPARG	HGNC:9236
DB07210	3-bromo-5-phenyl-N-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine		BE0001072	CDK2	HGNC:1771
DB07211	(2R)-2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}PROPENE-1-SULFONAMIDE		BE0000048	F2	HGNC:3535
DB07211	(2R)-2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}PROPENE-1-SULFONAMIDE		BE0000216	F10	HGNC:3528
DB07212	N-(7-CARBAMIMIDOYL-NAPHTHALEN-1-YL)-3-HYDROXY-2-METHYL-BENZAMIDE		BE0001021	F11	HGNC:3529
DB07213	(5-{3-[5-(PIPERIDIN-1-YLMETHYL)-1H-INDOL-2-YL]-1H-INDAZOL-6-YL}-2H-1,2,3-TRIAZOL-4-YL)METHANOL		BE0003382	CHEK1	HGNC:1925
DB07215	2-METHYL-2-(4-{[({4-METHYL-2-[4-(TRIFLUOROMETHYL)PHENYL]-1,3-THIAZOL-5-YL}CARBONYL)AMINO]METHYL}PHENOXY)PROPANOIC ACID		BE0003728	NCOA1	HGNC:7668
DB07215	2-METHYL-2-(4-{[({4-METHYL-2-[4-(TRIFLUOROMETHYL)PHENYL]-1,3-THIAZOL-5-YL}CARBONYL)AMINO]METHYL}PHENOXY)PROPANOIC ACID		BE0000071	PPARA	HGNC:9232
DB07216	(11S)-8-CHLORO-11-[1-(METHYLSULFONYL)PIPERIDIN-4-YL]-6-PIPERAZIN-1-YL-11H-BENZO[5,6]CYCLOHEPTA[1,2-B]PYRIDINE		BE0002373	FNTA	HGNC:3782
DB07216	(11S)-8-CHLORO-11-[1-(METHYLSULFONYL)PIPERIDIN-4-YL]-6-PIPERAZIN-1-YL-11H-BENZO[5,6]CYCLOHEPTA[1,2-B]PYRIDINE		BE0002372	FNTB	HGNC:3785
DB07217	N-(3-cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)-2-fluorobenzamide		BE0001097	MAPK10	HGNC:6872
DB07218	6-CHLORO-9-HYDROXY-1,3-DIMETHYL-1,9-DIHYDRO-4H-PYRAZOLO[3,4-B]QUINOLIN-4-ONE		BE0003789	MAPK8IP1	HGNC:6882
DB07218	6-CHLORO-9-HYDROXY-1,3-DIMETHYL-1,9-DIHYDRO-4H-PYRAZOLO[3,4-B]QUINOLIN-4-ONE		BE0003790	MAPK8	HGNC:6881
DB07219	BENZYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE		BE0000939	CTSB	HGNC:2527
DB07220	N-[5-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-1H-INDAZOL-3-YL]-2-(4-PIPERIDIN-1-YLPHENYL)ACETAMIDE		BE0001072	CDK2	HGNC:1771
DB07221	(2,2-DIPHOSPHONOETHYL)(DODECYL)DIMETHYLPHOSPHONIUM		BE0003570	GGPS1	HGNC:4249
DB07223	METHYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE		BE0000939	CTSB	HGNC:2527
DB07224	N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ALANINE		BE0000939	CTSB	HGNC:2527
DB07225	N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ISOLEUCINE		BE0000939	CTSB	HGNC:2527
DB07226	N-[4-(2-CHLOROPHENYL)-1,3-DIOXO-1,2,3,6-TETRAHYDROPYRROLO[3,4-C]CARBAZOL-9-YL]FORMAMIDE		BE0003335	WEE1	HGNC:12761
DB07227	4-[(5-{[4-(3-CHLOROPHENYL)-3-OXOPIPERAZIN-1-YL]METHYL}-1H-IMIDAZOL-1-YL)METHYL]BENZONITRILE		BE0002373	FNTA	HGNC:3782
DB07227	4-[(5-{[4-(3-CHLOROPHENYL)-3-OXOPIPERAZIN-1-YL]METHYL}-1H-IMIDAZOL-1-YL)METHYL]BENZONITRILE		BE0002372	FNTB	HGNC:3785
DB07227	4-[(5-{[4-(3-CHLOROPHENYL)-3-OXOPIPERAZIN-1-YL]METHYL}-1H-IMIDAZOL-1-YL)METHYL]BENZONITRILE		BE0001142	PGGT1B	HGNC:8895
DB07228	1-(5-CHLORO-2-METHOXYPHENYL)-3-{6-[2-(DIMETHYLAMINO)-1-METHYLETHOXY]PYRAZIN-2-YL}UREA		BE0003382	CHEK1	HGNC:1925
DB07229	3-{5-[AMINO(IMINIO)METHYL]-1H-INDOL-2-YL}-5-METHOXY-1,1'-BIPHENYL-2-OLATE		BE0001739	PRSS1	HGNC:9475
DB07230	3-BROMO-6-HYDROXY-2-(4-HYDROXYPHENYL)-1H-INDEN-1-ONE		BE0000792	ESR2	HGNC:3468
DB07230	3-BROMO-6-HYDROXY-2-(4-HYDROXYPHENYL)-1H-INDEN-1-ONE		BE0003728	NCOA1	HGNC:7668
DB07231	N-({(2S,3S)-3-[(BENZYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINE		BE0000939	CTSB	HGNC:2527
DB07232	Veliparib		BE0001717	PARP1	HGNC:270
DB07232	Veliparib		BE0003798	PARP2	HGNC:272
DB07233	N-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}-5-methyl-D-tryptophan		BE0003754	ADAM17	HGNC:195
DB07234	3-{[(1R)-1-phenylethyl]amino}-4-(pyridin-4-ylamino)cyclobut-3-ene-1,2-dione		BE0001373	MAPKAPK2	HGNC:6887
DB07235	N-[(1S)-2-AMINO-1-(2,4-DICHLOROBENZYL)ETHYL]-5-[2-(METHYLAMINO)PYRIMIDIN-4-YL]THIOPHENE-2-CARBOXAMIDE		BE0003761	PRKACA	HGNC:9380
DB07236	3-(6-HYDROXY-NAPHTHALEN-2-YL)-BENZO[D]ISOOXAZOL-6-OL		BE0000792	ESR2	HGNC:3468
DB07236	3-(6-HYDROXY-NAPHTHALEN-2-YL)-BENZO[D]ISOOXAZOL-6-OL		BE0003728	NCOA1	HGNC:7668
DB07237	{4-[(2R)-pyrrolidin-2-ylmethoxy]phenyl}(4-thiophen-3-ylphenyl)methanone		BE0001680	LTA4H	HGNC:6710
DB07239	7-(aminomethyl)-6-(2-chlorophenyl)-1-methyl-1H-benzimidazole-5-carbonitrile		BE0000854	DPP4	HGNC:3009
DB07242	(4R)-7,8-dichloro-1',9-dimethyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile		BE0003788	DAPK3	HGNC:2676
DB07242	(4R)-7,8-dichloro-1',9-dimethyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile		BE0001277	PIM1	HGNC:8986
DB07243	(3-ENDO)-8-METHYL-8-AZABICYCLO[3.2.1]OCT-3-YL 1H-PYRROLO[2,3-B]PYRIDINE-3-CARBOXYLATE		BE0003382	CHEK1	HGNC:1925
DB07244	5-{4-[(3,5-DIFLUOROBENZYL)AMINO]PHENYL}-6-ETHYLPYRIMIDINE-2,4-DIAMINE		BE0000263	NOS3	HGNC:7876
DB07244	5-{4-[(3,5-DIFLUOROBENZYL)AMINO]PHENYL}-6-ETHYLPYRIMIDINE-2,4-DIAMINE		BE0000270	REN	HGNC:9958
DB07245	6-[2-(3'-METHOXYBIPHENYL-3-YL)ETHYL]PYRIDIN-2-AMINE		BE0000988	BACE1	HGNC:933
DB07246	(2R)-2-AMINO-3,3,3-TRIFLUORO-N-HYDROXY-2-{[(4-PHENOXYPHENYL)SULFONYL]METHYL}PROPANAMIDE		BE0000058	MMP9	HGNC:7176
DB07247	[2'-HYDROXY-3'-(1H-PYRROLO[3,2-C]PYRIDIN-2-YL)-BIPHENYL-3-YLMETHYL]-UREA		BE0000333	F7	HGNC:3544
DB07247	[2'-HYDROXY-3'-(1H-PYRROLO[3,2-C]PYRIDIN-2-YL)-BIPHENYL-3-YLMETHYL]-UREA		BE0001178	F3	HGNC:3541
DB07248	7-PYRIDIN-2-YL-N-(3,4,5-TRIMETHOXYPHENYL)-7H-PYRROLO[2,3-D]PYRIMIDIN-2-AMINE		BE0003090	PTK2	HGNC:9611
DB07249	N-(5-chloro-1,3-benzodioxol-4-yl)-6-methoxy-7-(3-piperidin-1-ylpropoxy)quinazolin-4-amine		BE0002453	EPHB4	HGNC:3395
DB07250	N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3,4,5- TRIMETHOXYPHENYL)PYRIMIDINE-2,4-DIAMINE		BE0002453	EPHB4	HGNC:3395
DB07251	N'-(3-CHLORO-4-METHOXY-PHENYL)-N-(3,4,5-TRIMETHOXYPHENYL)-1,3,5-TRIAZINE-2,4-DIAMINE		BE0002453	EPHB4	HGNC:3395
DB07252	3-({4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl}amino)benzenesulfonamide		BE0002453	EPHB4	HGNC:3395
DB07253	N'-(5-chloro-1,3-benzodioxol-4-yl)-N-(3-methylsulfonylphenyl)pyrimidine-2,4-diamine		BE0002453	EPHB4	HGNC:3395
DB07254	N-[3-[[4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL]AMINO]PHENYL]METHANESULFONAMIDE		BE0002453	EPHB4	HGNC:3395
DB07255	N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3-MORPHOLIN-4-YLPHENYL)PYRIMIDINE-2,4-DIAMINE		BE0002453	EPHB4	HGNC:3395
DB07256	3-({4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL}AMINO)BENZAMIDE		BE0002453	EPHB4	HGNC:3395
DB07257	4-(2-chlorophenyl)-8-(2-hydroxyethyl)-6-methylpyrrolo[3,4-e]indole-1,3(2H,6H)-dione		BE0003335	WEE1	HGNC:12761
DB07258	(R)-pyridin-4-yl[4-(2-pyrrolidin-1-ylethoxy)phenyl]methanol		BE0001680	LTA4H	HGNC:6710
DB07259	1-(4-thiophen-2-ylphenyl)methanamine		BE0001680	LTA4H	HGNC:6710
DB07260	N-benzyl-4-[(2R)-pyrrolidin-2-ylmethoxy]aniline		BE0001680	LTA4H	HGNC:6710
DB07261	THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [1-(1-AMINO-ISOQUINOLIN-7-YLMETHYL)-2-OXO-PYRROLDIN-3-YL]-AMIDE		BE0000216	F10	HGNC:3528
DB07263	[{2-bromo-4-[(2R)-3-oxo-2,3-diphenylpropyl]phenyl}(difluoro)methyl]phosphonic acid		BE0000623	PTPN1	HGNC:9642
DB07264	(S)-N-(1-(3-CHLORO-4-FLUOROPHENYL)-2-HYDROXYETHYL)-4-(4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE		BE0000923	MAPK1	HGNC:6871
DB07265	3-(9-HYDROXY-1,3-DIOXO-4-PHENYL-2,3-DIHYDROPYRROLO[3,4-C]CARBAZOL-6(1H)-YL)PROPANOIC ACID		BE0003335	WEE1	HGNC:12761
DB07266	8-ethyl-3,10,10-trimethyl-4,5,6,8,10,12-hexahydropyrazolo[4',3':6,7]cyclohepta[1,2-b]pyrrolo[2,3-f]indol-9(1H)-one		BE0000991	AURKA	HGNC:11393
DB07267	2-(6-methylpyridin-2-yl)-N-pyridin-4-ylquinazolin-4-amine		BE0003782	TGFBR1	HGNC:11772
DB07268	2-({2-[(3-HYDROXYPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)BENZAMIDE		BE0003790	MAPK8	HGNC:6881
DB07269	(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-[(1R)-1-{[(BENZYLOXY)CARBONYL]AMINO}-2-METHYLPROPYL](HYDROXY)PHOSPHORYL]PROPANOIC ACID		BE0003257	CPB1	HGNC:2299
DB07270	N-[7-(3-AMINOPHENYL)-5-METHOXY-1,3-BENZOXAZOL-2-YL]-2,5-DICHLOROBENZENESULFONAMIDE		BE0002431	FBP1	HGNC:3606
DB07271	(3R)-4-[(3R)-3-AMINO-4-(2,4,5-TRIFLUOROPHENYL)BUTANOYL]-3-(2,2,2-TRIFLUOROETHYL)-1,4-DIAZEPAN-2-ONE		BE0000854	DPP4	HGNC:3009
DB07272	N-(4-AMINO-5-CYANO-6-ETHOXYPYRIDIN-2-YL)-2-(4-BROMO-2,5-DIMETHOXYPHENYL)ACETAMIDE		BE0003789	MAPK8IP1	HGNC:6882
DB07272	N-(4-AMINO-5-CYANO-6-ETHOXYPYRIDIN-2-YL)-2-(4-BROMO-2,5-DIMETHOXYPHENYL)ACETAMIDE		BE0003790	MAPK8	HGNC:6881
DB07274	N-cyclopropyl-6-[(6,7-dimethoxyquinolin-4-yl)oxy]naphthalene-1-carboxamide		BE0000369	KDR	HGNC:6307
DB07276	5-CYANO-N-(2,5-DIMETHOXYBENZYL)-6-ETHOXYPYRIDINE-2-CARBOXAMIDE		BE0003789	MAPK8IP1	HGNC:6882
DB07276	5-CYANO-N-(2,5-DIMETHOXYBENZYL)-6-ETHOXYPYRIDINE-2-CARBOXAMIDE		BE0003790	MAPK8	HGNC:6881
DB07277	2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHANESULFONAMIDE		BE0000048	F2	HGNC:3535
DB07277	2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHANESULFONAMIDE		BE0000216	F10	HGNC:3528
DB07278	2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHENESULFONAMIDE		BE0000048	F2	HGNC:3535
DB07278	2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHENESULFONAMIDE		BE0000216	F10	HGNC:3528
DB07279	N-ETHYL-N-ISOPROPYL-3-METHYL-5-{[(2S)-2-(PYRIDIN-4-YLAMINO)PROPYL]OXY}BENZAMIDE		BE0000048	F2	HGNC:3535
DB07280	5-[4-(DIMETHYLAMINO)PHENYL]-6-[(6-MORPHOLIN-4-YLPYRIDIN-3-YL)ETHYNYL]PYRIMIDIN-4-AMINE		BE0003540	ADK	HGNC:257
DB07281	N~3~-BENZYLPYRIDINE-2,3-DIAMINE		BE0000988	BACE1	HGNC:933
DB07284	N~3~-(3-PYRIDIN-3-YLBENZYL)PYRIDINE-2,3-DIAMINE		BE0000988	BACE1	HGNC:933
DB07285	(3R)-4,4-DIFLUORO-3-[(4-METHOXYPHENYL)SULFONYL]BUTANOIC ACID		BE0000058	MMP9	HGNC:7176
DB07286	2-CHLORO-4-[(7R,7AS)-7-HYDROXY-1,3-DIOXOTETRAHYDRO-1H-PYRROLO[1,2-C]IMIDAZOL-2(3H)-YL]-3-METHYLBENZONITRILE		BE0000132	AR	HGNC:644
DB07288	N-(4-chlorophenyl)-2-[(pyridin-4-ylmethyl)amino]benzamide		BE0000029	FLT1	HGNC:3763
DB07289	5-[3-(BENZYLAMINO)PHENYL]-4-BROMO-3-(CARBOXYMETHOXY)THIOPHENE-2-CARBOXYLIC ACID		BE0000623	PTPN1	HGNC:9642
DB07292	4-(2-amino-1,3-thiazol-4-yl)phenol		BE0001680	LTA4H	HGNC:6710
DB07294	3-fluoro-4-[2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8,-tetrahydro-naphtalen-2-yl)-acetylamino]-benzoic acid		BE0000144	RARG	HGNC:9866
DB07295	2-[(7-HYDROXY-NAPHTHALEN-1-YL)-OXALYL-AMINO]-BENZOIC ACID		BE0000623	PTPN1	HGNC:9642
DB07297	5,6-DIPHENYL-N-(2-PIPERAZIN-1-YLETHYL)FURO[2,3-D]PYRIMIDIN-4-AMINE		BE0000842	LCK	HGNC:6524
DB07298	3-(CARBOXYMETHOXY)THIENO[2,3-B]PYRIDINE-2-CARBOXYLIC ACID		BE0000623	PTPN1	HGNC:9642
DB07299	4-METHYL-PENTANOIC ACID {1-[4-GUANIDINO-1-(THIAZOLE-2-CARBONYL)-BUTYLCARBAMOYL]-2-METHYL-PROPYL}-AMIDE		BE0001021	F11	HGNC:3529
DB07300	2-(1H-imidazol-1-yl)-9-methoxy-8-(2-methoxyethoxy)benzo[c][2,7]naphthyridin-4-amine		BE0001193	PDPK1	HGNC:8816
DB07302	(9S,10E,12Z)-9-hydroxyoctadeca-10,12-dienoic acid		BE0000215	PPARG	HGNC:9236
DB07303	N~3~-[3-(5-METHOXYPYRIDIN-3-YL)BENZYL]PYRIDINE-2,3-DIAMINE		BE0000988	BACE1	HGNC:933
DB07306	ETHYL 4-[(4-CHLOROPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE		BE0000005	NOS2	HGNC:7873
