DrugID	Name	Action	TargetID	UniProt	Target
DB08215	2-T-BUTYLAMINO-4-ETHYLAMINO-6-METHYLTHIO-S-TRIAZINE		BE0003852	P06010	Reaction center protein M chain
DB08215	2-T-BUTYLAMINO-4-ETHYLAMINO-6-METHYLTHIO-S-TRIAZINE		BE0003952	P0C0Y8	Reaction center protein L chain
DB08215	2-T-BUTYLAMINO-4-ETHYLAMINO-6-METHYLTHIO-S-TRIAZINE		BE0003953	P0C0Y9	Reaction center protein M chain
DB08215	2-T-BUTYLAMINO-4-ETHYLAMINO-6-METHYLTHIO-S-TRIAZINE		BE0003954	P0C0Y7	Reaction center protein H chain
DB08216	2-((3'-TERTBUTYL-4'-HYDROXYPHENYL)AZO)BENZOIC ACID		BE0001668	P22629	Streptavidin
DB08217	2,2,5,5-TETRAMETHYL-3-(SULFANYLMETHYL)-2,5-DIHYDRO-1H-PYRROL-1-OL		BE0000957	P06730	Eukaryotic translation initiation factor 4E
DB08217	2,2,5,5-TETRAMETHYL-3-(SULFANYLMETHYL)-2,5-DIHYDRO-1H-PYRROL-1-OL		BE0004223	O06796	Uncharacterized protein
DB08217	2,2,5,5-TETRAMETHYL-3-(SULFANYLMETHYL)-2,5-DIHYDRO-1H-PYRROL-1-OL		BE0004224	P06731	Carcinoembryonic antigen-related cell adhesion molecule 5
DB08217	2,2,5,5-TETRAMETHYL-3-(SULFANYLMETHYL)-2,5-DIHYDRO-1H-PYRROL-1-OL		BE0004225	Q57254	Afimbrial adhesin AFA-III
DB08218	HYDROXY(OXO)(3-{[(2Z)-4-[3-(1H-1,2,4-TRIAZOL-1-YLMETHYL)PHENYL]PYRIMIDIN-2(5H)-YLIDENE]AMINO}PHENYL)AMMONIUM		BE0003734	P20248	Cyclin-A2
DB08218	HYDROXY(OXO)(3-{[(2Z)-4-[3-(1H-1,2,4-TRIAZOL-1-YLMETHYL)PHENYL]PYRIMIDIN-2(5H)-YLIDENE]AMINO}PHENYL)AMMONIUM		BE0001072	P24941	Cyclin-dependent kinase 2
DB08219	4-METHYL-5-{(2E)-2-[(4-MORPHOLIN-4-YLPHENYL)IMINO]-2,5-DIHYDROPYRIMIDIN-4-YL}-1,3-THIAZOL-2-AMINE		BE0003734	P20248	Cyclin-A2
DB08219	4-METHYL-5-{(2E)-2-[(4-MORPHOLIN-4-YLPHENYL)IMINO]-2,5-DIHYDROPYRIMIDIN-4-YL}-1,3-THIAZOL-2-AMINE		BE0001072	P24941	Cyclin-dependent kinase 2
DB08220	(8alpha,10alpha,13alpha,17beta)-17-[(4-hydroxyphenyl)carbonyl]androsta-3,5-diene-3-carboxylic acid		BE0003728	Q15788	Nuclear receptor coactivator 1
DB08220	(8alpha,10alpha,13alpha,17beta)-17-[(4-hydroxyphenyl)carbonyl]androsta-3,5-diene-3-carboxylic acid		BE0001777	Q96RI1	Bile acid receptor
DB08221	N-{4-METHYL-3-[(3-PYRIMIDIN-4-YLPYRIDIN-2-YL)AMINO]PHENYL}-3-(TRIFLUOROMETHYL)BENZAMIDE		BE0003379	Q02763	Angiopoietin-1 receptor
DB08222	METHOXYUNDECYLPHOSPHINIC ACID		BE0003898	P04118	Colipase
DB08222	METHOXYUNDECYLPHOSPHINIC ACID		BE0000683	P16233	Pancreatic triacylglycerol lipase
DB08224	(1S,7S,8S,8AR)-1,2,3,7,8,8A-HEXAHYDRO-7-METHYL-8-[2-[(2R,4R)-TETRAHYDRO-4-HY DROXY-6-OXO-2H-PYRAN-2-YL]ETHYL]-1-NAPHTHALENOL		BE0002705	P23141	Liver carboxylesterase 1
DB08226	Myxopyronin B		BE0003366	Q9Z9H6	DNA-directed RNA polymerase subunit alpha
DB08226	Myxopyronin B		BE0003367	Q8RQE9	DNA-directed RNA polymerase subunit beta
DB08226	Myxopyronin B		BE0003368	Q8RQE8	DNA-directed RNA polymerase subunit beta'
DB08226	Myxopyronin B		BE0003369	Q8RQE7	DNA-directed RNA polymerase subunit omega
DB08226	Myxopyronin B		BE0003370	Q5SKW1	RNA polymerase sigma factor
DB08227	1-(1-HYDROXY-2,2,6,6-TETRAMETHYLPIPERIDIN-4-YL)PYRROLIDINE-2,5-DIONE		BE0001996	P0AEX9	Maltose-binding periplasmic protein
DB08228	5,8-dimethoxy-1,4-dimethylquinolin-2(1H)-one		BE0000220	P16083	Ribosyldihydronicotinamide dehydrogenase [quinone]
DB08229	[N-(3-DIBENZYLCARBAMOYL-OXIRANECARBONYL)-HYDRAZINO]-ACETIC ACID		BE0001162	P42574	Caspase-3
DB08230	5,7-DIHYDROXY-2-(3,4,5-TRIHYDROXYPHENYL)-4H-CHROMEN-4-ONE		BE0001277	P11309	Serine/threonine-protein kinase pim-1
DB08231	MYRISTIC ACID		BE0001612	P03300	Genome polyprotein
DB08231	MYRISTIC ACID		BE0004017	Q82122	Genome polyprotein
DB08231	MYRISTIC ACID		BE0004018	P23008	Genome polyprotein
DB08231	MYRISTIC ACID		BE0004226	P12915	Genome polyprotein
DB08231	MYRISTIC ACID		BE0003762	P61925	cAMP-dependent protein kinase inhibitor alpha
DB08231	MYRISTIC ACID		BE0003761	P17612	cAMP-dependent protein kinase catalytic subunit alpha
DB08231	MYRISTIC ACID		BE0004227	Q66282	Genome polyprotein
DB08231	MYRISTIC ACID		BE0004228	P21404	Genome polyprotein
DB08231	MYRISTIC ACID		BE0004229	P06210	Genome polyprotein
DB08231	MYRISTIC ACID		BE0004230	O91734	Genome polyprotein
DB08231	MYRISTIC ACID		BE0004231	P29813	Genome polyprotein
DB08231	MYRISTIC ACID		BE0004232	P0A8V6	Fatty acid metabolism regulator protein
DB08231	MYRISTIC ACID		BE0004233	O75521	Enoyl-CoA delta isomerase 2, mitochondrial
DB08231	MYRISTIC ACID		BE0004234	P35243	Recoverin
DB08231	MYRISTIC ACID		BE0000418	P0DP23	Calmodulin
DB08231	MYRISTIC ACID		BE0004235	P09142	Non-fluorescent flavoprotein
DB08231	MYRISTIC ACID		BE0004236	P13900	Genome polyprotein
DB08231	MYRISTIC ACID		BE0000014	P00519	Tyrosine-protein kinase ABL1
DB08231	MYRISTIC ACID		BE0001333	O67648	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
DB08231	MYRISTIC ACID		BE0004148	P03302	Genome polyprotein
DB08231	MYRISTIC ACID		BE0004019	P41235	Hepatocyte nuclear factor 4-alpha
DB08231	MYRISTIC ACID		BE0003728	Q15788	Nuclear receptor coactivator 1
DB08231	MYRISTIC ACID		BE0004237	P04324	Protein Nef
DB08231	MYRISTIC ACID		BE0001326	P06971	Ferrichrome-iron receptor
DB08231	MYRISTIC ACID		BE0000695	P62942	Peptidyl-prolyl cis-trans isomerase FKBP1A
DB08231	MYRISTIC ACID		BE0000358	P63098	Calcineurin subunit B type 1
DB08231	MYRISTIC ACID		BE0004238	Q08209	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform
DB08231	MYRISTIC ACID		BE0004239	Q7D8I1	Alpha-pyrone synthesis polyketide synthase-like Pks18
DB08231	MYRISTIC ACID		BE0001210	P12497	Gag-Pol polyprotein
DB08231	MYRISTIC ACID		BE0003181	O43617	Trafficking protein particle complex subunit 3
DB08231	MYRISTIC ACID		BE0003491	P01308	Insulin
DB08231	MYRISTIC ACID		BE0004240	P22055	Genome polyprotein
DB08231	MYRISTIC ACID		BE0004241	Q71LY2	Polyprotein
DB08231	MYRISTIC ACID		BE0001432	P17900	Ganglioside GM2 activator
DB08231	MYRISTIC ACID		BE0004242	P62330	ADP-ribosylation factor 6
DB08231	MYRISTIC ACID		BE0004024	Q9Y6Y9	Lymphocyte antigen 96
DB08231	MYRISTIC ACID		BE0004021	P02929	Protein TonB
DB08231	MYRISTIC ACID		BE0004243	Q72497	Gag polyprotein
DB08231	MYRISTIC ACID		BE0001732	P04584	Gag-Pol polyprotein
DB08231	MYRISTIC ACID		BE0003814	P84077	ADP-ribosylation factor 1
DB08231	MYRISTIC ACID		BE0004244	P43080	Guanylyl cyclase-activating protein 1
DB08231	MYRISTIC ACID		BE0004246	P96416	R2-like ligand binding oxidase
DB08231	MYRISTIC ACID		BE0004247	P15151	Poliovirus receptor
DB08231	MYRISTIC ACID		BE0002442	O00206	Toll-like receptor 4
DB08232	{5-(5-AMINO-1H-PYRROLO[3,2-B]PYRIDIN-2-YL)-6-HYDROXY-3'-NITRO-BIPHENYL-3-YL]-ACETIC ACID		BE0000333	P08709	Coagulation factor VII
DB08232	{5-(5-AMINO-1H-PYRROLO[3,2-B]PYRIDIN-2-YL)-6-HYDROXY-3'-NITRO-BIPHENYL-3-YL]-ACETIC ACID		BE0001178	P13726	Tissue factor
DB08233	6-CYCLOHEXYLMETHYLOXY-2-(4'-HYDROXYANILINO)PURINE		BE0003734	P20248	Cyclin-A2
DB08233	6-CYCLOHEXYLMETHYLOXY-2-(4'-HYDROXYANILINO)PURINE		BE0001072	P24941	Cyclin-dependent kinase 2
DB08234	5-[3-(2,5-dimethoxyphenyl)prop-1-yn-1-yl]-6-ethylpyrimidine-2,4-diamine		BE0004248	Q81R22	Dihydrofolate reductase
DB08234	5-[3-(2,5-dimethoxyphenyl)prop-1-yn-1-yl]-6-ethylpyrimidine-2,4-diamine		BE0000330	P00374	Dihydrofolate reductase
DB08234	5-[3-(2,5-dimethoxyphenyl)prop-1-yn-1-yl]-6-ethylpyrimidine-2,4-diamine		BE0003735	Q2YY41	Dihydrofolate reductase
DB08234	5-[3-(2,5-dimethoxyphenyl)prop-1-yn-1-yl]-6-ethylpyrimidine-2,4-diamine		BE0004138	P0A017	Dihydrofolate reductase
DB08235	N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide		BE0004249	O15143	Actin-related protein 2/3 complex subunit 1B
DB08235	N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide		BE0004250	P61160	Actin-related protein 2
DB08235	N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide		BE0004251	P61158	Actin-related protein 3
DB08235	N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide		BE0004252	O15144	Actin-related protein 2/3 complex subunit 2
DB08235	N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide		BE0004253	O15145	Actin-related protein 2/3 complex subunit 3
DB08235	N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide		BE0004254	P59998	Actin-related protein 2/3 complex subunit 4
DB08235	N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide		BE0004255	O15511	Actin-related protein 2/3 complex subunit 5
DB08236	(2S)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one		BE0004249	O15143	Actin-related protein 2/3 complex subunit 1B
DB08236	(2S)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one		BE0004250	P61160	Actin-related protein 2
DB08236	(2S)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one		BE0004251	P61158	Actin-related protein 3
DB08236	(2S)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one		BE0004252	O15144	Actin-related protein 2/3 complex subunit 2
DB08236	(2S)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one		BE0004253	O15145	Actin-related protein 2/3 complex subunit 3
DB08236	(2S)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one		BE0004254	P59998	Actin-related protein 2/3 complex subunit 4
DB08236	(2S)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one		BE0004255	O15511	Actin-related protein 2/3 complex subunit 5
DB08237	2'-deoxy-N-(naphthalen-1-ylmethyl)guanosine 5'-(dihydrogen phosphate)		BE0003870	Q9UBT6	DNA polymerase kappa
DB08238	5-AMINO-NAPHTALENE-2-MONOSULFONATE		BE0000689	P05230	Fibroblast growth factor 1
DB08239	(2S)-4-(2,5-DIFLUOROPHENYL)-N-METHYL-2-PHENYL-N-PIPERIDIN-4-YL-2,5-DIHYDRO-1H-PYRROLE-1-CARBOXAMIDE		BE0001852	P52732	Kinesin-like protein KIF11
DB08240	N-(4-CHLOROPHENYL)-3-(PHOSPHONOOXY)NAPHTHALENE-2-CARBOXAMIDE		BE0001683	P04075	Fructose-bisphosphate aldolase A
DB08241	4-(6-CYCLOHEXYLMETHOXY-9H-PURIN-2-YLAMINO)--BENZAMIDE		BE0003734	P20248	Cyclin-A2
DB08241	4-(6-CYCLOHEXYLMETHOXY-9H-PURIN-2-YLAMINO)--BENZAMIDE		BE0001072	P24941	Cyclin-dependent kinase 2
DB08242	N,4-dimethyl-3-[(1-phenyl-1H-pyrazolo[3,4-d]pyrimidin-4-yl)amino]benzamide		BE0001019	Q16539	Mitogen-activated protein kinase 14
DB08244	(1S)-1-CYCLOPROPYL-2-[(2S)-4-(2,5-DIFLUOROPHENYL)-2-PHENYL-2,5-DIHYDRO-1H-PYRROL-1-YL]-2-OXOETHANAMINE		BE0001852	P52732	Kinesin-like protein KIF11
DB08245	1-(2-DEOXY-5-O-PHOSPHONO-BETA-D-ERYTHRO-PENTOFURANOSYL)-5-NITRO-1H-INDOLE		BE0001360	Q38087	DNA polymerase
DB08246	(2S)-4-(2,5-DIFLUOROPHENYL)-N,N-DIMETHYL-2-PHENYL-2,5-DIHYDRO-1H-PYRROLE-1-CARBOXAMIDE		BE0001852	P52732	Kinesin-like protein KIF11
DB08247	6-(CYCLOHEXYLMETHOXY)-8-ISOPROPYL-9H-PURIN-2-AMINE		BE0001072	P24941	Cyclin-dependent kinase 2
DB08248	3-(6-CYCLOHEXYLMETHOXY-9H-PURIN-2-YLAMINO)-BENZENESULFONAMIDE		BE0003734	P20248	Cyclin-A2
DB08248	3-(6-CYCLOHEXYLMETHOXY-9H-PURIN-2-YLAMINO)-BENZENESULFONAMIDE		BE0001072	P24941	Cyclin-dependent kinase 2
DB08249	3,6,9,12,15-PENTAOXATRICOSAN-1-OL		BE0000382	Q02127	Dihydroorotate dehydrogenase (quinone), mitochondrial
DB08249	3,6,9,12,15-PENTAOXATRICOSAN-1-OL		BE0004256	P28793	Fatty acid oxidation complex subunit alpha
DB08249	3,6,9,12,15-PENTAOXATRICOSAN-1-OL		BE0004257	P28790	3-ketoacyl-CoA thiolase
DB08249	3,6,9,12,15-PENTAOXATRICOSAN-1-OL		BE0001305	P48632	Ferripyoverdine receptor
DB08250	(5S)-5-(3-AMINOPROPYL)-3-(2,5-DIFLUOROPHENYL)-N-ETHYL-5-PHENYL-4,5-DIHYDRO-1H-PYRAZOLE-1-CARBOXAMIDE		BE0001852	P52732	Kinesin-like protein KIF11
DB08251	4-[5-(2-CARBOXY-1-FORMYL-ETHYLCARBAMOYL)-PYRIDIN-3-YL]-BENZOIC ACID		BE0001162	P42574	Caspase-3
DB08252	2-((4'-HYDROXYNAPHTHYL)-AZO)BENZOIC ACID		BE0001668	P22629	Streptavidin
DB08253	NAM NAPTHYLAMINOALANINE		BE0001400	P16088	Pol polyprotein
DB08254	2-NAPHTHALENESULFONIC ACID		BE0000048	P00734	Prothrombin
DB08254	2-NAPHTHALENESULFONIC ACID		BE0001739	P07477	Trypsin-1
DB08255	(3AR,5R,6S,7R,7AR)-5-(HYDROXYMETHYL)-2-PROPYL-5,6,7,7A-TETRAHYDRO-3AH-PYRANO[3,2-D][1,3]THIAZOLE-6,7-DIOL		BE0004258	Q89ZI2	O-GlcNAcase BT_4395
DB08256	N-[(CYCLOHEXYLAMINO)CARBONYL]GLYCINE		BE0000950	P34913	Bifunctional epoxide hydrolase 2
DB08257	4-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}BUTANOIC ACID		BE0000950	P34913	Bifunctional epoxide hydrolase 2
DB08258	6-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEXANOIC ACID		BE0000950	P34913	Bifunctional epoxide hydrolase 2
DB08259	7-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEPTANOIC ACID		BE0000950	P34913	Bifunctional epoxide hydrolase 2
DB08260	(1S,2R,3S,4R,5R)-2,3,4-trihydroxy-N-octyl-6-oxa-8-azabicyclo[3.2.1]octane-8-carbothioamide		BE0001810	Q08638	Beta-glucosidase A
DB08261	2-hydroxy-7-methoxy-5-methyl-naphthalene-1-carboxylic acid meso-2,5-dihydroxy-cyclopent-3-enyl ester		BE0004080	P0A3R9	Neocarzinostatin
DB08262	2,6-dicarboxynaphthalene		BE0000130	P69905	Hemoglobin subunit alpha
DB08262	2,6-dicarboxynaphthalene		BE0000629	P68871	Hemoglobin subunit beta
DB08263	N-(carboxycarbonyl)-D-phenylalanine		BE0002503	Q9NWT6	Hypoxia-inducible factor 1-alpha inhibitor
DB08264	(1R, 2S)-cis 1,2 dihydroxy-1,2-dihydronaphthalene		BE0004259	P0A110	Naphthalene 1,2-dioxygenase subunit alpha
DB08264	(1R, 2S)-cis 1,2 dihydroxy-1,2-dihydronaphthalene		BE0004260	P0A112	Naphthalene 1,2-dioxygenase subunit beta
DB08265	2-(TOLUENE-4-SULFONYL)-2H-BENZO[D][1,2,3]DIAZABORININ-1-OL		BE0002006	P0AEK4	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
DB08266	methyl [(1E,5R)-5-{(3S)-3-[(2E,4E)-2,5-dimethylocta-2,4-dienoyl]-2,4-dioxo-3,4-dihydro-2H-pyran-6-yl}hexylidene]carbamate		BE0004261	Q5SHR6	DNA-directed RNA polymerase subunit alpha
DB08266	methyl [(1E,5R)-5-{(3S)-3-[(2E,4E)-2,5-dimethylocta-2,4-dienoyl]-2,4-dioxo-3,4-dihydro-2H-pyran-6-yl}hexylidene]carbamate		BE0003367	Q8RQE9	DNA-directed RNA polymerase subunit beta
DB08266	methyl [(1E,5R)-5-{(3S)-3-[(2E,4E)-2,5-dimethylocta-2,4-dienoyl]-2,4-dioxo-3,4-dihydro-2H-pyran-6-yl}hexylidene]carbamate		BE0003368	Q8RQE8	DNA-directed RNA polymerase subunit beta'
DB08266	methyl [(1E,5R)-5-{(3S)-3-[(2E,4E)-2,5-dimethylocta-2,4-dienoyl]-2,4-dioxo-3,4-dihydro-2H-pyran-6-yl}hexylidene]carbamate		BE0003369	Q8RQE7	DNA-directed RNA polymerase subunit omega
DB08266	methyl [(1E,5R)-5-{(3S)-3-[(2E,4E)-2,5-dimethylocta-2,4-dienoyl]-2,4-dioxo-3,4-dihydro-2H-pyran-6-yl}hexylidene]carbamate		BE0003370	Q5SKW1	RNA polymerase sigma factor
DB08267	6-amino-4-(2-phenylethyl)-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one		BE0001405	P28720	Queuine tRNA-ribosyltransferase
DB08268	6-AMINO-4-[2-(4-METHYLPHENYL)ETHYL]-1,7-DIHYDRO-8H-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE		BE0001405	P28720	Queuine tRNA-ribosyltransferase
DB08270	N-(2-AMINOETHYL)-N~2~-{(1S)-1-[4'-(AMINOSULFONYL)BIPHENYL-4-YL]-2,2,2-TRIFLUOROETHYL}-L-LEUCINAMIDE		BE0003417	P43235	Cathepsin K
DB08271	N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID		BE0003689	P09238	Stromelysin-2
DB08271	N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID		BE0001198	P39900	Macrophage metalloelastase
DB08271	N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID		BE0001116	P08254	Stromelysin-1
DB08271	N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID		BE0003696	O60882	Matrix metalloproteinase-20
DB08272	(4S)-4-(2-NAPHTHYLMETHYL)-D-GLUTAMIC ACID		BE0004263	Q9A1B7	Glutamate racemase
DB08273	4-HYDROXY-5-IODO-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID ANION		BE0004264	P23083	Ig heavy chain V-I region ND
DB08273	4-HYDROXY-5-IODO-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID ANION		BE0004265	P04211	Ig lambda chain V region 4A
DB08274	6,7,8,9-TETRAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOHEPTA[B]PYRAN-2-ONE		BE0001732	P04584	Gag-Pol polyprotein
DB08275	N-DODECANOYL-L-TYROSINE		BE0004266	Q8KNZ7	Long-chain N-acyl amino acid synthase
DB08276	trifluoro-[hydroxy-[hydroxy-[2-(N-methyl-2-nitro-anilino)ethoxy]phosphoryl]oxy-phosphoryl]oxy-beryllium(1-)		BE0003893	Q7Z406	Myosin-14
DB08277	2-(2-CHLORO-4-FLUOROPHENOXY)-2-METHYL-N-[(1R,2S,3S,5S,7S)-5-(METHYLSULFONYL)-2-ADAMANTYL]PROPANAMIDE		BE0000329	P28845	Corticosteroid 11-beta-dehydrogenase isozyme 1
DB08278	1-(2-CYCLOPROPYLETHYL)-3-(1,1-DIOXIDO-2H-1,2,4-BENZOTHIADIAZIN-3-YL)-6-FLUORO-4-HYDROXYQUINOLIN-2(1H)-ONE		BE0001478	P26663	Genome polyprotein
DB08279	3-{ISOPROPYL[(TRANS-4-METHYLCYCLOHEXYL)CARBONYL]AMINO}-5-PHENYLTHIOPHENE-2-CARBOXYLIC ACID		BE0001478	P26663	Genome polyprotein
DB08280	(1S,3R,4S,5S,7S)-4-{[2-(4-METHOXYPHENOXY)-2-METHYLPROPANOYL]AMINO}ADAMANTANE-1-CARBOXAMIDE		BE0000329	P28845	Corticosteroid 11-beta-dehydrogenase isozyme 1
DB08281	O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-bromophenyl)thiocarbamate		BE0002050	P03366	Gag-Pol polyprotein
DB08282	O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-chlorophenyl)thiocarbamate		BE0002050	P03366	Gag-Pol polyprotein
DB08283	(2R,3R,4R,5S)-2-(HYDROXYMETHYL)-1-NONYLPIPERIDINE-3,4,5-TRIOL		BE0000978	P04062	Glucosylceramidase
DB08284	O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-iodophenyl)thiocarbamate		BE0002050	P03366	Gag-Pol polyprotein
DB08285	(2R)-2-{[4-(benzylamino)-8-(1-methylethyl)pyrazolo[1,5-a][1,3,5]triazin-2-yl]amino}butan-1-ol		BE0001072	P24941	Cyclin-dependent kinase 2
DB08285	(2R)-2-{[4-(benzylamino)-8-(1-methylethyl)pyrazolo[1,5-a][1,3,5]triazin-2-yl]amino}butan-1-ol		BE0003734	P20248	Cyclin-A2
DB08286	NAPHTHYLOXYACETIC ACID		BE0001594	P04585	Gag-Pol polyprotein
DB08286	NAPHTHYLOXYACETIC ACID		BE0001732	P04584	Gag-Pol polyprotein
DB08287	(1R,2R)-N-(2-AMINOETHYL)-2-{[(4-METHOXYPHENYL)SULFONYL]METHYL}CYCLOHEXANECARBOXAMIDE		BE0003417	P43235	Cathepsin K
DB08289	N-(PARA-GLUTARAMIDOPHENYL-ETHYL)-PIPERIDINIUM-N-OXIDE		BE0003836	P01834	Ig kappa chain C region
DB08291	N-(3-AMINOPROPYL)-2-NITROBENZENAMINE		BE0002683	Q92831	Histone acetyltransferase KAT2B
DB08292	(5Z)-12-CHLORO-13,15-DIHYDROXY-4,7,8,9-TETRAHYDRO-2-BENZOXACYCLOTRIDECINE-1,10(3H,11H)-DIONE		BE0001898	P08238	Heat shock protein HSP 90-beta
DB08293	(5E)-12-CHLORO-13,15-DIHYDROXY-4,7,8,9-TETRAHYDRO-2-BENZOXACYCLOTRIDECINE-1,10(3H,11H)-DIONE		BE0001898	P08238	Heat shock protein HSP 90-beta
DB08294	2-(4-HYDROXY-3-NITROPHENYL)ACETIC ACID		BE0004264	P23083	Ig heavy chain V-I region ND
DB08294	2-(4-HYDROXY-3-NITROPHENYL)ACETIC ACID		BE0002815	P01857	Ig gamma-1 chain C region
DB08295	4-HYDROXY-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID ANION		BE0004264	P23083	Ig heavy chain V-I region ND
DB08295	4-HYDROXY-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID ANION		BE0004265	P04211	Ig lambda chain V region 4A
DB08296	5-(PARA-NITROPHENYL PHOSPHONATE)-PENTANOIC ACID		BE0002815	P01857	Ig gamma-1 chain C region
DB08297	ORTHONITROPHENYL-BETA-D-FUCOPYRANOSIDE		BE0002567	P03023	Lactose operon repressor
DB08299	4-[8-(3-nitrophenyl)-1,7-naphthyridin-6-yl]benzoic acid		BE0001133	P27815	cAMP-specific 3',5'-cyclic phosphodiesterase 4A
DB08299	4-[8-(3-nitrophenyl)-1,7-naphthyridin-6-yl]benzoic acid		BE0000487	Q07343	cAMP-specific 3',5'-cyclic phosphodiesterase 4B
DB08299	4-[8-(3-nitrophenyl)-1,7-naphthyridin-6-yl]benzoic acid		BE0001287	Q08499	cAMP-specific 3',5'-cyclic phosphodiesterase 4D
DB08300	1-methyl-3-naphthalen-2-yl-1H-pyrazolo[3,4-d]pyrimidin-4-amine		BE0001315	P48736	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform
DB08301	N-({[4-(AMINOSULFONYL)PHENYL]AMINO}CARBONYL)-4-METHYLBENZENESULFONAMIDE		BE0000322	P00918	Carbonic anhydrase 2
DB08302	3-[5-(2-nitropent-1-en-1-yl)furan-2-yl]benzoic acid		BE0000215	P37231	Peroxisome proliferator-activated receptor gamma
DB08303	(3S)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2,4-benzothiadiazine 1,1-dioxide		BE0000829	P42262	Glutamate receptor 2
DB08304	(3R)-3-cyclopentyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2-benzothiazine 1,1-dioxide		BE0000829	P42262	Glutamate receptor 2
DB08305	(3R)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2-benzothiazine 1,1-dioxide		BE0000829	P42262	Glutamate receptor 2
DB08306	3-{[(3-NITROANILINE]SULFONYL}THIOPHENE-2-CARBOXYLIC ACID		BE0001358	P00811	Beta-lactamase
DB08307	2-{HYDROXY[2-NITRO-4-(TRIFLUOROMETHYL)PHENYL]METHYLENE}CYCLOHEXANE-1,3-DIONE		BE0004267	Q53586	4-hydroxyphenylpyruvate dioxygenase
DB08308	SUCCINIC ACID MONO-(13-METHYL-3-OXO-2,3,6,7,8,9,10,11,12,13,14,15,16,17-TETRADECAHYDRO-1H-CYCLOPENTA[A]PHENANTHREN-17-YL) ESTER		BE0001607	P00947	Steroid Delta-isomerase
DB08309	3-({2-[(4-{[6-(CYCLOHEXYLMETHOXY)-9H-PURIN-2-YL]AMINO}PHENYL)SULFONYL]ETHYL}AMINO)PROPAN-1-OL		BE0001072	P24941	Cyclin-dependent kinase 2
DB08309	3-({2-[(4-{[6-(CYCLOHEXYLMETHOXY)-9H-PURIN-2-YL]AMINO}PHENYL)SULFONYL]ETHYL}AMINO)PROPAN-1-OL		BE0003734	P20248	Cyclin-A2
DB08310	N-[(2R)-2-{[(2S)-2-(1,3-benzoxazol-2-yl)pyrrolidin-1-yl]carbonyl}hexyl]-N-hydroxyformamide		BE0004268	P96275	Peptide deformylase
