Symbol	GOID	GOTerm	qualifier	CLID	name
MLC1	GO:0005515	protein binding	occurs_in	CL:0000127	astrocyte
MLC1	GO:0005515	protein binding	occurs_in	CL:0000127	astrocyte
MLC1	GO:0005515	protein binding	occurs_in	CL:0000030	glioblast
MLC1	GO:0005515	protein binding	occurs_in	CL:0000030	glioblast
MLC1	GO:0005515	protein binding	occurs_in	CL:0000030	glioblast
MLC1	GO:0005515	protein binding	occurs_in	CL:0000030	glioblast
MLC1	GO:0032403	protein complex binding	occurs_in	CL:0000127	astrocyte
POSTN	GO:0005515	protein binding	occurs_in	CL:0002363	keratocyte
PDIA6	GO:0005515	protein binding	occurs_in	CL:0000084	T cell
PDIA6	GO:0005515	protein binding	occurs_in	CL:0000546	T-helper 2 cell
AGER	GO:0005044	scavenger receptor activity	occurs_in	CL:0000113	mononuclear phagocyte
AGER	GO:0005044	scavenger receptor activity	occurs_in	CL:0000129	microglial cell
AGER	GO:1900453	negative regulation of long term synaptic depression	occurs_in	CL:0000129	microglial cell
AGER	GO:1900744	regulation of p38MAPK cascade	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
PDCD1	GO:0070234	positive regulation of T cell apoptotic process	occurs_in	CL:0002540	mesenchymal stem cell of the bone marrow
PRKD1	GO:0001938	positive regulation of endothelial cell proliferation	occurs_in	CL:0002618	endothelial cell of umbilical vein
PRKD1	GO:0018105	peptidyl-serine phosphorylation	occurs_in	CL:0002618	endothelial cell of umbilical vein
PRKD1	GO:0032793	positive regulation of CREB transcription factor activity	occurs_in	CL:0002618	endothelial cell of umbilical vein
PRKD1	GO:0033138	positive regulation of peptidyl-serine phosphorylation	occurs_in	CL:0002618	endothelial cell of umbilical vein
PRKD1	GO:0033138	positive regulation of peptidyl-serine phosphorylation	occurs_in	CL:0002618	endothelial cell of umbilical vein
PRKD1	GO:0035556	intracellular signal transduction	occurs_in	CL:0002618	endothelial cell of umbilical vein
PRKD1	GO:0035556	intracellular signal transduction	occurs_in	CL:0002618	endothelial cell of umbilical vein
PRKD1	GO:0035924	cellular response to vascular endothelial growth factor stimulus	occurs_in	CL:0002618	endothelial cell of umbilical vein
PRKD1	GO:0035924	cellular response to vascular endothelial growth factor stimulus	occurs_in	CL:0002618	endothelial cell of umbilical vein
PRKD1	GO:0035924	cellular response to vascular endothelial growth factor stimulus	occurs_in	CL:0002618	endothelial cell of umbilical vein
PRKD1	GO:0038033	positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway	occurs_in	CL:0002618	endothelial cell of umbilical vein
PRKD1	GO:0038033	positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway	occurs_in	CL:0002618	endothelial cell of umbilical vein
PRKD1	GO:0043536	positive regulation of blood vessel endothelial cell migration	occurs_in	CL:0002618	endothelial cell of umbilical vein
PRKD1	GO:0043536	positive regulation of blood vessel endothelial cell migration	occurs_in	CL:0002618	endothelial cell of umbilical vein
PRKD1	GO:0045766	positive regulation of angiogenesis	occurs_in	CL:0002618	endothelial cell of umbilical vein
PRKD1	GO:0045766	positive regulation of angiogenesis	occurs_in	CL:0002618	endothelial cell of umbilical vein
PRKD1	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	occurs_in	CL:0002618	endothelial cell of umbilical vein
PRKD1	GO:0048010	vascular endothelial growth factor receptor signaling pathway	occurs_in	CL:0002618	endothelial cell of umbilical vein
PRKD1	GO:0089700	protein kinase D signaling	occurs_in	CL:0002618	endothelial cell of umbilical vein
PRKD1	GO:1901727	positive regulation of histone deacetylase activity	occurs_in	CL:0002618	endothelial cell of umbilical vein
PRKD1	GO:2001028	positive regulation of endothelial cell chemotaxis	occurs_in	CL:0002618	endothelial cell of umbilical vein
PCM1	GO:0071539	protein localization to centrosome	occurs_in	CL:1000497	kidney cell
PCM1	GO:1905515	non-motile cilium assembly	part_of	CL:0002586	retinal pigment epithelial cell
NONO	GO:0005515	protein binding	occurs_in	CL:0000031	neuroblast
RAB35	GO:0019882	antigen processing and presentation	occurs_in	CL:0000451	dendritic cell
RALBP1	GO:0022857	transmembrane transporter activity	occurs_in	CL:0000232	erythrocyte
RALBP1	GO:0043492	ATPase activity, coupled to movement of substances	occurs_in	CL:0000232	erythrocyte
RALBP1	GO:0055085	transmembrane transport	occurs_in	CL:0000232	erythrocyte
POU4F3	GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	occurs_in	CL:0000540	neuron
POU4F3	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	occurs_in	CL:0000540	neuron
ANKRD1	GO:0050714	positive regulation of protein secretion	occurs_in	CL:0002525	metanephric glomerular visceral epithelial cell
ANKRD1	GO:0071260	cellular response to mechanical stimulus	occurs_in	CL:0002525	metanephric glomerular visceral epithelial cell
ANGPT1	GO:0043536	positive regulation of blood vessel endothelial cell migration	results_in_movement_of	CL:0000071	blood vessel endothelial cell
ANGPT1	GO:0050918	positive chemotaxis	results_in_movement_of	CL:0000071	blood vessel endothelial cell
TLR1	GO:0034137	positive regulation of toll-like receptor 2 signaling pathway	occurs_in	CL:0002321	embryonic cell
TLR1	GO:0034137	positive regulation of toll-like receptor 2 signaling pathway	occurs_in	CL:1000497	kidney cell
TLR1	GO:2000484	positive regulation of interleukin-8 secretion	occurs_in	CL:0002321	embryonic cell
TLR1	GO:2000484	positive regulation of interleukin-8 secretion	occurs_in	CL:1000497	kidney cell
RSU1	GO:0010811	positive regulation of cell-substrate adhesion	occurs_in	CL:0000066	epithelial cell
RSU1	GO:0043547	positive regulation of GTPase activity	occurs_in	CL:0000066	epithelial cell
CNN3	GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of	CL:1000334	enterocyte of epithelium of small intestine
TERF2	GO:0010628	positive regulation of gene expression	occurs_in	CL:0002544	aortic endothelial cell
TERF2	GO:0010629	negative regulation of gene expression	occurs_in	CL:0002544	aortic endothelial cell
TERF2	GO:0051000	positive regulation of nitric-oxide synthase activity	occurs_in	CL:0002544	aortic endothelial cell
TERF2	GO:1903770	negative regulation of beta-galactosidase activity	occurs_in	CL:0002544	aortic endothelial cell
TERF2	GO:2000773	negative regulation of cellular senescence	occurs_in	CL:0002544	aortic endothelial cell
TGFBI	GO:0005515	protein binding	occurs_in	CL:0002363	keratocyte
MED1	GO:0000902	cell morphogenesis	occurs_in	CL:0000312	keratinocyte
MED1	GO:0010628	positive regulation of gene expression	occurs_in	CL:0000001	primary cultured cell
ELAVL1	GO:0060965	negative regulation of gene silencing by miRNA	occurs_in	CL:0002563	intestinal epithelial cell
NAB2	GO:1902949	positive regulation of tau-protein kinase activity	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
MAPK11	GO:0010628	positive regulation of gene expression	occurs_in	CL:0001056	dendritic cell, human
MAPK11	GO:0098586	cellular response to virus	occurs_in	CL:0001056	dendritic cell, human
MAPK11	GO:2001184	positive regulation of interleukin-12 secretion	occurs_in	CL:0001056	dendritic cell, human
SMAD2	GO:0035326	enhancer binding	part_of	CL:0002322	embryonic stem cell
ADIPOQ	GO:0010875	positive regulation of cholesterol efflux	occurs_in	CL:0000235	macrophage
ADIPOQ	GO:0032270	positive regulation of cellular protein metabolic process	occurs_in	CL:0000235	macrophage
ATP6AP1	GO:0070374	positive regulation of ERK1 and ERK2 cascade	results_in_acquisition_of_features_of	CL:0000092	osteoclast
RAB11B	GO:0005515	protein binding	occurs_in	CL:1001602	cerebral cortex endothelial cell
RAB11B	GO:0045056	transcytosis	occurs_in	CL:1001602	cerebral cortex endothelial cell
ZYX	GO:0007160	cell-matrix adhesion	occurs_in	CL:0002327	mammary gland epithelial cell
ZYX	GO:0007179	transforming growth factor beta receptor signaling pathway	occurs_in	CL:0002327	mammary gland epithelial cell
ZYX	GO:0007229	integrin-mediated signaling pathway	occurs_in	CL:0002327	mammary gland epithelial cell
ZYX	GO:0043149	stress fiber assembly	occurs_in	CL:0002327	mammary gland epithelial cell
SEPT7	GO:1902857	positive regulation of non-motile cilium assembly	occurs_in	CL:0002586	retinal pigment epithelial cell
NFE2L2	GO:0003677	DNA binding	occurs_in	CL:0000540	neuron
NFE2L2	GO:1902176	negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	occurs_in	CL:0002618	endothelial cell of umbilical vein
NFE2L2	GO:2000352	negative regulation of endothelial cell apoptotic process	occurs_in	CL:0002618	endothelial cell of umbilical vein
PDCD2	GO:1901532	regulation of hematopoietic progenitor cell differentiation	occurs_in	CL:0001059	common myeloid progenitor, CD34-positive
PDCD2	GO:1902035	positive regulation of hematopoietic stem cell proliferation	occurs_in	CL:0001059	common myeloid progenitor, CD34-positive
MAPK14	GO:0010628	positive regulation of gene expression	occurs_in	CL:0001056	dendritic cell, human
MAPK14	GO:0035924	cellular response to vascular endothelial growth factor stimulus	occurs_in	CL:0002618	endothelial cell of umbilical vein
MAPK14	GO:0048010	vascular endothelial growth factor receptor signaling pathway	occurs_in	CL:0002618	endothelial cell of umbilical vein
MAPK14	GO:0098586	cellular response to virus	occurs_in	CL:0001056	dendritic cell, human
MAPK14	GO:2001184	positive regulation of interleukin-12 secretion	occurs_in	CL:0001056	dendritic cell, human
HIF1A	GO:0010628	positive regulation of gene expression	occurs_in	CL:0010021	cardiac myoblast
HIF1A	GO:0010628	positive regulation of gene expression	occurs_in	CL:0000359	vascular associated smooth muscle cell
HIF1A	GO:0010629	negative regulation of gene expression	occurs_in	CL:0002139	endothelial cell of vascular tree
HIF1A	GO:0045766	positive regulation of angiogenesis	occurs_in	CL:0002139	endothelial cell of vascular tree
TST	GO:0030855	epithelial cell differentiation	results_in_acquisition_of_features_of	CL:1000334	enterocyte of epithelium of small intestine
LAMA3	GO:0035987	endodermal cell differentiation	acts_on_population_of	CL:0002322	embryonic stem cell
PTPRN	GO:0030073	insulin secretion	occurs_in	CL:0000169	type B pancreatic cell
PTPRN	GO:1990502	dense core granule maturation	occurs_in	CL:0000169	type B pancreatic cell
BBS9	GO:0061512	protein localization to cilium	occurs_in	CL:0002586	retinal pigment epithelial cell
ANO6	GO:0030501	positive regulation of bone mineralization	occurs_in	CL:0000062	osteoblast
ANO6	GO:0032060	bleb assembly	occurs_in	CL:0000235	macrophage
ANO6	GO:0043065	positive regulation of apoptotic process	occurs_in	CL:0000235	macrophage
ANO6	GO:0045794	negative regulation of cell volume	occurs_in	CL:0000235	macrophage
ANO6	GO:0090026	positive regulation of monocyte chemotaxis	occurs_in	CL:0000235	macrophage
PDCD4	GO:0030509	BMP signaling pathway	occurs_in	CL:0000359	vascular associated smooth muscle cell
SYT14P1	GO:0032793	positive regulation of CREB transcription factor activity	occurs_in	CL:0000148	melanocyte
SYT14P1	GO:0070374	positive regulation of ERK1 and ERK2 cascade	occurs_in	CL:0000148	melanocyte
SYT14P1	GO:1903861	positive regulation of dendrite extension	occurs_in	CL:0000148	melanocyte
ZC3H12A	GO:0010628	positive regulation of gene expression	occurs_in	CL:0002618	endothelial cell of umbilical vein
ZC3H12A	GO:2000379	positive regulation of reactive oxygen species metabolic process	occurs_in	CL:0002618	endothelial cell of umbilical vein
GNAS	GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	occurs_in	CL:0000233	platelet
GNAS	GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	occurs_in	CL:0000057	fibroblast
COLEC12	GO:0034138	toll-like receptor 3 signaling pathway	occurs_in	CL:0000115	endothelial cell
COLEC12	GO:0060355	positive regulation of cell adhesion molecule production	occurs_in	CL:0000115	endothelial cell
COLEC12	GO:0071360	cellular response to exogenous dsRNA	occurs_in	CL:0000115	endothelial cell
LRRK2	GO:0007005	mitochondrion organization	occurs_in	CL:0000540	neuron
LRRK2	GO:0010738	regulation of protein kinase A signaling	occurs_in	CL:0002609	neuron of cerebral cortex
LRRK2	GO:0034599	cellular response to oxidative stress	occurs_in	CL:0000700	dopaminergic neuron
LRRK2	GO:0035556	intracellular signal transduction	occurs_in	CL:0002609	neuron of cerebral cortex
LRRK2	GO:0051646	mitochondrion localization	occurs_in	CL:0000540	neuron
LRRK2	GO:0051966	regulation of synaptic transmission, glutamatergic	occurs_in	CL:0002613	striatum neuron
LRRK2	GO:0060079	excitatory postsynaptic potential	occurs_in	CL:0002613	striatum neuron
LRRK2	GO:0061001	regulation of dendritic spine morphogenesis	occurs_in	CL:0002613	striatum neuron
LRRK2	GO:0090394	negative regulation of excitatory postsynaptic potential	occurs_in	CL:0000598	pyramidal neuron
LRRK2	GO:1902803	regulation of synaptic vesicle transport	occurs_in	CL:0002609	neuron of cerebral cortex
LRRK2	GO:1905279	regulation of retrograde transport, endosome to Golgi	occurs_in	CL:0000700	dopaminergic neuron
LRRK2	GO:2000300	regulation of synaptic vesicle exocytosis	occurs_in	CL:0002608	hippocampal neuron
OBSCN	GO:0036309	protein localization to M-band	occurs_in	CL:0000746	cardiac muscle cell
ANO1	GO:0005254	chloride channel activity	occurs_in	CL:0000169	type B pancreatic cell
ANO1	GO:0007200	phospholipase C-activating G-protein coupled receptor signaling pathway	occurs_in	CL:1001451	sensory neuron of dorsal root ganglion
ANO1	GO:0034605	cellular response to heat	occurs_in	CL:1001451	sensory neuron of dorsal root ganglion
ANO1	GO:0035774	positive regulation of insulin secretion involved in cellular response to glucose stimulus	occurs_in	CL:0000169	type B pancreatic cell
ANO1	GO:0035774	positive regulation of insulin secretion involved in cellular response to glucose stimulus	occurs_in	CL:0000169	type B pancreatic cell
ANO1	GO:1902476	chloride transmembrane transport	occurs_in	CL:0000169	type B pancreatic cell
RAP1GAP2	GO:0008361	regulation of cell size	occurs_in	CL:0002518	kidney epithelial cell
RAP1GAP2	GO:0008361	regulation of cell size	occurs_in	CL:0002518	kidney epithelial cell
CCDC62	GO:0030374	ligand-dependent nuclear receptor transcription coactivator activity	occurs_in	CL:0002622	prostate stromal cell
CCDC62	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	occurs_in	CL:0002622	prostate stromal cell
CCDC62	GO:0071392	cellular response to estradiol stimulus	occurs_in	CL:0002622	prostate stromal cell
RICTOR	GO:0005515	protein binding	occurs_in	CL:0002327	mammary gland epithelial cell
RICTOR	GO:0005515	protein binding	occurs_in	CL:0002327	mammary gland epithelial cell
GBP6	GO:0006955	immune response	occurs_in	CL:0000235	macrophage
GBP6	GO:0042742	defense response to bacterium	occurs_in	CL:0000235	macrophage
GBP6	GO:0071346	cellular response to interferon-gamma	occurs_in	CL:0000235	macrophage
STOX1	GO:0010821	regulation of mitochondrion organization	occurs_in	CL:0000351	trophoblast cell
STOX1	GO:0051881	regulation of mitochondrial membrane potential	occurs_in	CL:0000351	trophoblast cell
STOX1	GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	occurs_in	CL:0000351	trophoblast cell
STOX1	GO:0071500	cellular response to nitrosative stress	occurs_in	CL:0000351	trophoblast cell
STOX1	GO:1901858	regulation of mitochondrial DNA metabolic process	occurs_in	CL:0000351	trophoblast cell
STOX1	GO:1902882	regulation of response to oxidative stress	occurs_in	CL:0000351	trophoblast cell
HFE2	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	occurs_in	CL:0000182	hepatocyte
HFE2	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	occurs_in	CL:0000091	Kupffer cell
HFE2	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	occurs_in	CL:1000398	endothelial cell of hepatic sinusoid
HFE2	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	occurs_in	CL:0000091	Kupffer cell
HFE2	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	occurs_in	CL:1000398	endothelial cell of hepatic sinusoid
HFE2	GO:0006879	cellular iron ion homeostasis	occurs_in	CL:0000182	hepatocyte
UNC13D	GO:1903307	positive regulation of regulated secretory pathway	occurs_in	CL:0002618	endothelial cell of umbilical vein
SND1	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
SND1	GO:0005515	protein binding	occurs_in	CL:0000169	type B pancreatic cell
ARC	GO:0061001	regulation of dendritic spine morphogenesis	regulates_o_occurs_in	CL:0002608	hippocampal neuron
CACNA2D4	GO:0050908	detection of light stimulus involved in visual perception	occurs_in	CL:0000573	retinal cone cell
CLASP1	GO:0006903	vesicle targeting	occurs_in	CL:0000066	epithelial cell
CLASP1	GO:0010470	regulation of gastrulation	occurs_in	CL:0000352	epiblast cell
CLASP1	GO:0010717	regulation of epithelial to mesenchymal transition	occurs_in	CL:0000352	epiblast cell
CLASP1	GO:0045921	positive regulation of exocytosis	occurs_in	CL:0000066	epithelial cell
CLASP1	GO:0051497	negative regulation of stress fiber assembly	occurs_in	CL:0000066	epithelial cell
CLASP1	GO:0051893	regulation of focal adhesion assembly	occurs_in	CL:0000066	epithelial cell
CLASP1	GO:0070507	regulation of microtubule cytoskeleton organization	occurs_in	CL:0000352	epiblast cell
CLASP1	GO:0090091	positive regulation of extracellular matrix disassembly	occurs_in	CL:0000066	epithelial cell
CLASP1	GO:0090162	establishment of epithelial cell polarity	occurs_in	CL:0000352	epiblast cell
ZNF804A	GO:0010628	positive regulation of gene expression	part_of	CL:0000047	neuronal stem cell
ZNF804A	GO:0010975	regulation of neuron projection development	part_of	CL:0000047	neuronal stem cell
ZNF804A	GO:0010976	positive regulation of neuron projection development	part_of	CL:0000047	neuronal stem cell
SPRED1	GO:0043409	negative regulation of MAPK cascade	occurs_in	CL:0002139	endothelial cell of vascular tree
PHLDB2	GO:0010470	regulation of gastrulation	occurs_in	CL:0000352	epiblast cell
PHLDB2	GO:0010717	regulation of epithelial to mesenchymal transition	occurs_in	CL:0000352	epiblast cell
PHLDB2	GO:0051497	negative regulation of stress fiber assembly	occurs_in	CL:0000066	epithelial cell
PHLDB2	GO:0051895	negative regulation of focal adhesion assembly	occurs_in	CL:0000066	epithelial cell
PHLDB2	GO:0070507	regulation of microtubule cytoskeleton organization	occurs_in	CL:0000352	epiblast cell
ABCA12	GO:0005319	lipid transporter activity	occurs_in	CL:0000312	keratinocyte
ABCA12	GO:0006869	lipid transport	occurs_in	CL:0000312	keratinocyte
ABCA12	GO:0032940	secretion by cell	occurs_in	CL:0000312	keratinocyte
ABCA12	GO:0033700	phospholipid efflux	occurs_in	CL:0000235	macrophage
ABCA12	GO:0034040	lipid-transporting ATPase activity	occurs_in	CL:0000312	keratinocyte
ABCA12	GO:0045055	regulated exocytosis	occurs_in	CL:0000312	keratinocyte
RIMS1	GO:0010628	positive regulation of gene expression	occurs_in	CL:0002608	hippocampal neuron
RIMS1	GO:0097151	positive regulation of inhibitory postsynaptic potential	occurs_in	CL:0002608	hippocampal neuron
RIMS1	GO:1903861	positive regulation of dendrite extension	occurs_in	CL:0000148	melanocyte
RIMS1	GO:2000463	positive regulation of excitatory postsynaptic potential	occurs_in	CL:0002608	hippocampal neuron
PHLDB1	GO:0010470	regulation of gastrulation	occurs_in	CL:0000352	epiblast cell
PHLDB1	GO:0010717	regulation of epithelial to mesenchymal transition	occurs_in	CL:0000352	epiblast cell
PHLDB1	GO:0070507	regulation of microtubule cytoskeleton organization	occurs_in	CL:0000352	epiblast cell
FERMT3	GO:0007229	integrin-mediated signaling pathway	occurs_in	CL:0000542	lymphocyte
FERMT3	GO:0034446	substrate adhesion-dependent cell spreading	occurs_in	CL:0000542	lymphocyte
FERMT3	GO:0034446	substrate adhesion-dependent cell spreading	occurs_in	CL:0000542	lymphocyte
ALYREF	GO:0001649	osteoblast differentiation	acts_on_population_of	CL:0000134	mesenchymal stem cell
TMC8	GO:0001558	regulation of cell growth	regulates_o_results_in_development_of	CL:0000312	keratinocyte
TMC8	GO:0055069	zinc ion homeostasis	occurs_in	CL:0000312	keratinocyte
TMPRSS6	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	occurs_in	CL:0000182	hepatocyte
TMPRSS6	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	occurs_in	CL:0000091	Kupffer cell
TMPRSS6	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	occurs_in	CL:1000398	endothelial cell of hepatic sinusoid
TICAM1	GO:0010508	positive regulation of autophagy	occurs_in	CL:0000235	macrophage
TICAM1	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0000129	microglial cell
TICAM1	GO:0010628	positive regulation of gene expression	regulates_o_occurs_in	CL:0000235	macrophage
TICAM1	GO:0035666	TRIF-dependent toll-like receptor signaling pathway	occurs_in	CL:0000235	macrophage
TICAM1	GO:0071222	cellular response to lipopolysaccharide	occurs_in	CL:0000235	macrophage
TICAM1	GO:0140052	cellular response to oxidised low-density lipoprotein particle stimulus	occurs_in	CL:0000235	macrophage
TICAM1	GO:1900017	positive regulation of cytokine production involved in inflammatory response	regulates_o_occurs_in	CL:0000235	macrophage
CCDC103	GO:0042803	protein homodimerization activity	occurs_in	CL:0002368	respiratory epithelial cell
SULF1	GO:0030513	positive regulation of BMP signaling pathway	occurs_in	CL:0000138	chondrocyte
SULF1	GO:0040037	negative regulation of fibroblast growth factor receptor signaling pathway	occurs_in	CL:0000138	chondrocyte
CPNE9	GO:1903861	positive regulation of dendrite extension	occurs_in	CL:0000148	melanocyte
MYOCD	GO:0045893	positive regulation of transcription, DNA-templated	occurs_in	CL:0000192	smooth muscle cell
RPTOR	GO:0005515	protein binding	occurs_in	CL:0002327	mammary gland epithelial cell
RPTOR	GO:0005515	protein binding	occurs_in	CL:0002327	mammary gland epithelial cell
NLGN1	GO:0031175	neuron projection development	occurs_in	CL:0002608	hippocampal neuron
NLGN1	GO:0060999	positive regulation of dendritic spine development	occurs_in	CL:1001571	hippocampal pyramidal neuron
NLGN1	GO:0061002	negative regulation of dendritic spine morphogenesis	occurs_in	CL:1001571	hippocampal pyramidal neuron
NLGN1	GO:0097091	synaptic vesicle clustering	occurs_in	CL:0000540	neuron
NLGN1	GO:0140058	neuron projection arborization	occurs_in	CL:0002608	hippocampal neuron
NLGN1	GO:2000310	regulation of NMDA receptor activity	occurs_in	CL:1001571	hippocampal pyramidal neuron
NLGN1	GO:2000463	positive regulation of excitatory postsynaptic potential	occurs_in	CL:1001571	hippocampal pyramidal neuron
SYNPO	GO:0098886	modification of dendritic spine	occurs_in	CL:0002608	hippocampal neuron
FBXW8	GO:0007030	Golgi organization	occurs_in	CL:0001031	cerebellar granule cell
FBXW8	GO:0007030	Golgi organization	occurs_in	CL:0002609	neuron of cerebral cortex
FBXW8	GO:0007030	Golgi organization	occurs_in	CL:0002608	hippocampal neuron
FBXW8	GO:0007030	Golgi organization	occurs_in	CL:0001031	cerebellar granule cell
FBXW8	GO:0050775	positive regulation of dendrite morphogenesis	occurs_in	CL:0001031	cerebellar granule cell
FBXW8	GO:0050775	positive regulation of dendrite morphogenesis	occurs_in	CL:0001031	cerebellar granule cell
LILRB2	GO:0002666	positive regulation of T cell tolerance induction	occurs_in	CL:0002528	mature CD14-positive dermal dendritic cell
LILRB2	GO:0035307	positive regulation of protein dephosphorylation	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
LILRB2	GO:0042288	MHC class I protein binding	occurs_in	CL:0000092	osteoclast
LILRB2	GO:0045591	positive regulation of regulatory T cell differentiation	occurs_in	CL:0002528	mature CD14-positive dermal dendritic cell
LILRB2	GO:0051248	negative regulation of protein metabolic process	regulates_o_occurs_in	CL:0002609	neuron of cerebral cortex
LILRB2	GO:0051926	negative regulation of calcium ion transport	occurs_in	CL:0000576	monocyte
PNKD	GO:0046929	negative regulation of neurotransmitter secretion	occurs_in	CL:0002608	hippocampal neuron
CD177	GO:0032930	positive regulation of superoxide anion generation	occurs_in	CL:0000096	mature neutrophil
CD177	GO:0045217	cell-cell junction maintenance	occurs_in	CL:0000071	blood vessel endothelial cell
SYT2	GO:1903861	positive regulation of dendrite extension	occurs_in	CL:0000148	melanocyte
CCDC71L	GO:0044255	cellular lipid metabolic process	occurs_in	CL:0000136	fat cell
PCSK9	GO:0001920	negative regulation of receptor recycling	regulates_o_occurs_in	CL:0000182	hepatocyte
PCSK9	GO:0032805	positive regulation of low-density lipoprotein particle receptor catabolic process	regulates_o_occurs_in	CL:0000182	hepatocyte
PCSK9	GO:1905598	negative regulation of low-density lipoprotein receptor activity	regulates_o_occurs_in	CL:0000182	hepatocyte
ACVR1C	GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	occurs_in	CL:0000351	trophoblast cell
PRSS33	GO:1904627	response to phorbol 13-acetate 12-myristate	occurs_in	CL:0000040	monoblast
BBS1	GO:0061512	protein localization to cilium	part_of	CL:0002586	retinal pigment epithelial cell
TSPAN14	GO:0072659	protein localization to plasma membrane	occurs_in	CL:0000115	endothelial cell
TSPAN14	GO:0072659	protein localization to plasma membrane	occurs_in	CL:0000066	epithelial cell
LILRB1	GO:0002230	positive regulation of defense response to virus by host	occurs_in	CL:0000451	dendritic cell
LILRB1	GO:0002740	negative regulation of cytokine secretion involved in immune response	occurs_in	CL:0000451	dendritic cell
LILRB1	GO:0030107	HLA-A specific inhibitory MHC class I receptor activity	occurs_in	CL:0000623	natural killer cell
LILRB1	GO:0032689	negative regulation of interferon-gamma production	occurs_in	CL:0002419	mature T cell
LILRB1	GO:0042288	MHC class I protein binding	occurs_in	CL:0000451	dendritic cell
LILRB1	GO:0042288	MHC class I protein binding	occurs_in	CL:0000092	osteoclast
LILRB1	GO:0042536	negative regulation of tumor necrosis factor biosynthetic process	occurs_in	CL:0000623	natural killer cell
LILRB1	GO:0045077	negative regulation of interferon-gamma biosynthetic process	occurs_in	CL:0000623	natural killer cell
LILRB1	GO:0045953	negative regulation of natural killer cell mediated cytotoxicity	occurs_in	CL:0000623	natural killer cell
LILRB1	GO:0051926	negative regulation of calcium ion transport	occurs_in	CL:0000576	monocyte
LILRB1	GO:2001180	negative regulation of interleukin-10 secretion	occurs_in	CL:0000451	dendritic cell
LILRB1	GO:2001183	negative regulation of interleukin-12 secretion	occurs_in	CL:0000451	dendritic cell
IL17D	GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production	part_of	CL:0000115	endothelial cell
IL17D	GO:0032755	positive regulation of interleukin-6 production	part_of	CL:0000115	endothelial cell
IL17D	GO:0032757	positive regulation of interleukin-8 production	part_of	CL:0000115	endothelial cell
IL17D	GO:1903707	negative regulation of hemopoiesis	regulates_o_occurs_in	CL:0010004	mononuclear cell of bone marrow
RASGRP4	GO:0046579	positive regulation of Ras protein signal transduction	regulates_o_occurs_in	CL:0000057	fibroblast
HAVCR2	GO:0002519	natural killer cell tolerance induction	occurs_in	CL:0002343	decidual natural killer cell
HAVCR2	GO:0002519	natural killer cell tolerance induction	acts_on_population_of	CL:0000351	trophoblast cell
HAVCR2	GO:0002519	natural killer cell tolerance induction	occurs_in	CL:0000623	natural killer cell
HAVCR2	GO:0010629	negative regulation of gene expression	occurs_in	CL:0002343	decidual natural killer cell
HAVCR2	GO:0010629	negative regulation of gene expression	acts_on_population_of	CL:0000351	trophoblast cell
HAVCR2	GO:0010629	negative regulation of gene expression	occurs_in	CL:0000623	natural killer cell
HAVCR2	GO:0032720	negative regulation of tumor necrosis factor production	occurs_in	CL:0002343	decidual natural killer cell
HAVCR2	GO:0032720	negative regulation of tumor necrosis factor production	acts_on_population_of	CL:0000351	trophoblast cell
HAVCR2	GO:0032720	negative regulation of tumor necrosis factor production	occurs_in	CL:0000623	natural killer cell
HAVCR2	GO:0032753	positive regulation of interleukin-4 production	occurs_in	CL:0002343	decidual natural killer cell
HAVCR2	GO:0032753	positive regulation of interleukin-4 production	acts_on_population_of	CL:0000351	trophoblast cell
HAVCR2	GO:0032753	positive regulation of interleukin-4 production	occurs_in	CL:0000623	natural killer cell
HAVCR2	GO:0060135	maternal process involved in female pregnancy	occurs_in	CL:0002343	decidual natural killer cell
