id,name,hgnc_id,drug_id
BE0004901,Sodium channel protein,HGNC:10592,DB05541
BE0000369,Vascular endothelial growth factor receptor 2,HGNC:6307,DB05578
BE0003405,Folate receptor alpha,HGNC:3791,DB05595
BE0000971,DNA topoisomerase 1,HGNC:11986,DB05630
BE0003395,Penicillin-binding protein 1A,,DB05659
BE0000142,Penicillin-binding protein 2B,,DB05659
BE0003396,Peptidoglycan synthase FtsI,,DB05659
BE0000123,Estrogen receptor alpha,HGNC:3467,DB05662
BE0000538,Fibrinogen alpha chain,HGNC:3661,DB05675
BE0001287,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",HGNC:8783,DB05676
BE0001133,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",HGNC:8780,DB05676
BE0000487,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",HGNC:8781,DB05676
BE0000704,Tumor necrosis factor,HGNC:11892,DB05676
BE0001029,Interleukin-2,HGNC:6001,DB05676
BE0000944,Interferon gamma,HGNC:5438,DB05676
BE0000263,"Nitric oxide synthase, endothelial",HGNC:7876,DB05676
BE0000981,Interleukin-12 subunit beta,HGNC:5970,DB05679
BE0008663,Interleukin-23,HGNC:15488,DB05679
BE0003403,Cadherin-5,HGNC:1764,DB05685
BE0000756,D(2) dopamine receptor,HGNC:3023,DB05687
BE0000451,5-hydroxytryptamine receptor 2A,HGNC:5293,DB05687
BE0000749,Sodium-dependent serotonin transporter,HGNC:11050,DB05688
BE0000486,Sodium-dependent noradrenaline transporter,HGNC:11048,DB05688
BE0002341,Neuronal acetylcholine receptor subunit alpha-7,HGNC:1960,DB05708
BE0003407,Carboxypeptidase B2,HGNC:2300,DB05712
BE0000216,Coagulation factor X,HGNC:3528,DB05713
BE0003417,Cathepsin K,HGNC:2536,DB05736
BE0001640,"Phospholipase A2, membrane associated",HGNC:9031,DB05737
BE0000070,Group 10 secretory phospholipase A2,HGNC:9029,DB05737
BE0000062,Type-1 angiotensin II receptor,HGNC:336,DB05739
BE0003426,Type-2 angiotensin II receptor,HGNC:338,DB05739
BE0000738,Neuronal acetylcholine receptor subunit alpha-2,HGNC:1956,DB05740
BE0000850,Neuronal acetylcholine receptor subunit beta-2,HGNC:1962,DB05740
BE0002341,Neuronal acetylcholine receptor subunit alpha-7,HGNC:1960,DB05740
BE0000849,Neuronal acetylcholine receptor subunit alpha-4,HGNC:1958,DB05740
BE0000411,Neuronal acetylcholine receptor subunit alpha-10,HGNC:13800,DB05740
BE0002343,Neuronal acetylcholine receptor subunit alpha-9,HGNC:14079,DB05740
BE0000704,Tumor necrosis factor,HGNC:11892,DB05744
BE0000918,Interleukin-6,HGNC:6018,DB05744
BE0000877,C-reactive protein,HGNC:2367,DB05744
BE0002484,Interleukin-10,HGNC:5962,DB05744
BE0002090,Cytochrome P450 19A1,HGNC:2594,DB05749
BE0000061,Cannabinoid receptor 1,HGNC:2159,DB05750
BE0000092,Muscarinic acetylcholine receptor M1,HGNC:1950,DB05752
BE0000560,Muscarinic acetylcholine receptor M2,HGNC:1951,DB05752
BE0000045,Muscarinic acetylcholine receptor M3,HGNC:1952,DB05752
BE0000405,Muscarinic acetylcholine receptor M4,HGNC:1953,DB05752
BE0000247,Muscarinic acetylcholine receptor M5,HGNC:1954,DB05752
BE0000704,Tumor necrosis factor,HGNC:11892,DB05758
BE0000092,Muscarinic acetylcholine receptor M1,HGNC:1950,DB05766
BE0000756,D(2) dopamine receptor,HGNC:3023,DB05766
BE0000581,D(3) dopamine receptor,HGNC:3024,DB05766
BE0000704,Tumor necrosis factor,HGNC:11892,DB05767
BE0001051,Interleukin-1 beta,HGNC:5992,DB05767
BE0000918,Interleukin-6,HGNC:6018,DB05767
BE0002387,Nuclear factor NF-kappa-B p100 subunit,HGNC:7795,DB05767
BE0001086,Nuclear factor NF-kappa-B p105 subunit,HGNC:7794,DB05767
BE0002484,Interleukin-10,HGNC:5962,DB05771
BE0000511,Receptor tyrosine-protein kinase erbB-2,HGNC:3430,DB05773
BE0000048,Prothrombin,HGNC:3535,DB05777
BE0000041,Coagulation factor V,HGNC:3542,DB05777
BE0000663,Retinoic acid receptor alpha,HGNC:9864,DB05785
BE0000206,Retinoic acid receptor beta,HGNC:9865,DB05785
BE0000144,Retinoic acid receptor gamma,HGNC:9866,DB05785
BE0001040,Transcription factor AP-1,HGNC:6204,DB05785
BE0003422,Far upstream element-binding protein 1,HGNC:4004,DB05786
BE0001155,Integrin beta-3,HGNC:6156,DB05787
BE0000384,Substance-P receptor,HGNC:11526,DB05790
BE0000290,"HCG20471, isoform CRA_c",HGNC:8157,DB05792
BE0003399,Free fatty acid receptor 4,HGNC:19061,DB05793
BE0000266,Neprilysin,HGNC:7154,DB05796
BE0000015,High affinity immunoglobulin epsilon receptor subunit alpha,HGNC:3609,DB05797
BE0003424,cAMP-dependent protein kinase type II-alpha regulatory subunit,HGNC:9391,DB05798
BE0003425,cAMP-dependent protein kinase type I-alpha regulatory subunit,HGNC:9388,DB05798
BE0002450,Ribonucleoside-diphosphate reductase subunit M2,HGNC:10452,DB05801
BE0000971,DNA topoisomerase 1,HGNC:11986,DB05806
BE0000344,"Steroid 17-alpha-hydroxylase/17,20 lyase",HGNC:2593,DB05812
BE0000695,Peptidyl-prolyl cis-trans isomerase FKBP1A,HGNC:3711,DB05814
BE0000365,"Glutamate receptor ionotropic, NMDA 1",HGNC:4584,DB05824
BE0003508,Parathyroid hormone/parathyroid hormone-related peptide receptor,HGNC:9608,DB05829
BE0004703,Parathyroid hormone 2 receptor,HGNC:9609,DB05829
BE0002446,Epithelial cell adhesion molecule,HGNC:11529,DB05831
BE0000293,Vasopressin V2 receptor,HGNC:897,DB05838
BE0003392,Amyloid beta A4 protein,HGNC:620,DB05846
BE0000981,Interleukin-12 subunit beta,HGNC:5970,DB05848
BE0000694,Beta-2 adrenergic receptor,HGNC:286,DB05849
BE0000215,Peroxisome proliferator-activated receptor gamma,HGNC:9236,DB05854
BE0000850,Neuronal acetylcholine receptor subunit beta-2,HGNC:1962,DB05855
BE0000961,Interleukin-8,HGNC:6025,DB05855
BE0001534,Methionine aminopeptidase 2,HGNC:16672,DB05864
BE0004604,"Lactosylceramide alpha-2,3-sialyltransferase",HGNC:10872,DB05867
BE0003427,Genome polyprotein,,DB05868
BE0000704,Tumor necrosis factor,HGNC:11892,DB05869
BE0003428,High mobility group protein B1,HGNC:4983,DB05869
BE0002050,Gag-Pol polyprotein,,DB05871
BE0001133,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",HGNC:8780,DB05876
BE0000704,Tumor necrosis factor,HGNC:11892,DB05879
BE0000123,Estrogen receptor alpha,HGNC:3467,DB05882
BE0000792,Estrogen receptor beta,HGNC:3468,DB05882
BE0003309,Parathyroid hormone,HGNC:9606,DB05883
BE0000993,Synaptic vesicle glycoprotein 2A,HGNC:20566,DB05885
BE0002226,Voltage-dependent N-type calcium channel subunit alpha-1B,HGNC:1389,DB05885
BE0004857,Glycine receptor (alpha-1/beta),HGNC:4329,DB05885
BE0003429,CAMP phosphodiesterase,,DB05888
BE0000183,B-cell receptor CD22,HGNC:1643,DB05889
BE0000163,Vascular endothelial growth factor A,HGNC:12680,DB05890
BE0001094,Beta-nerve growth factor,HGNC:7808,DB05892
BE0003433,Tumor necrosis factor receptor superfamily member 10B,HGNC:11905,DB05895
BE0000858,Insulin-like growth factor 1 receptor,HGNC:5465,DB05897
BE0000084,5-hydroxytryptamine receptor 4,HGNC:5299,DB05905
BE0000453,Mast/stem cell growth factor receptor Kit,HGNC:6342,DB05913
BE0000029,Vascular endothelial growth factor receptor 1,HGNC:3763,DB05913
BE0003435,Growth/differentiation factor 8,HGNC:4223,DB05915
BE0003436,Programmed cell death protein 1,HGNC:8760,DB05916
BE0000742,DNA topoisomerase 2-alpha,HGNC:11989,DB05920
BE0003440,Thrombopoietin receptor,HGNC:7217,DB05930
BE0000511,Receptor tyrosine-protein kinase erbB-2,HGNC:3430,DB05944
BE0000767,Epidermal growth factor receptor,HGNC:3236,DB05944
BE0001777,Bile acid receptor,HGNC:7967,DB05990
BE0008666,DMD-001 gene (exon 51 target site),,DB06014
BE0000581,D(3) dopamine receptor,HGNC:3024,DB06016
BE0000756,D(2) dopamine receptor,HGNC:3023,DB06016
BE0000291,5-hydroxytryptamine receptor 1A,HGNC:5286,DB06016
BE0000393,5-hydroxytryptamine receptor 2B,HGNC:5294,DB06016
BE0000451,5-hydroxytryptamine receptor 2A,HGNC:5293,DB06016
BE0000442,Histamine H1 receptor,HGNC:5182,DB06016
BE0003437,Gag polyprotein,,DB06039
BE0000143,Tubulin beta chain,HGNC:20778,DB06042
BE0000026,Tubulin beta-1 chain,HGNC:16257,DB06042
BE0001415,Tubulin beta-3 chain,HGNC:20772,DB06042
BE0001408,Tubulin beta-4A chain,HGNC:20774,DB06042
BE0000742,DNA topoisomerase 2-alpha,HGNC:11989,DB06042
BE0002425,DNA topoisomerase 2-beta,HGNC:11990,DB06042
BE0000852,Platelet-derived growth factor receptor alpha,HGNC:8803,DB06043
BE0003427,Genome polyprotein,,DB06058
BE0003430,Mitogen-activated protein kinase kinase kinase 1,HGNC:6848,DB06061
BE0003431,Protein kinase C epsilon type,HGNC:9401,DB06064
BE0000971,DNA topoisomerase 1,HGNC:11986,DB06069
BE0001120,Heat shock protein HSP 90-alpha,HGNC:5253,DB06070
BE0001898,Heat shock protein HSP 90-beta,HGNC:5258,DB06070
BE0000988,Beta-secretase 1,HGNC:933,DB06073
BE0000451,5-hydroxytryptamine receptor 2A,HGNC:5293,DB06077
BE0000756,D(2) dopamine receptor,HGNC:3023,DB06077
BE0000147,Receptor-type tyrosine-protein kinase FLT3,HGNC:3765,DB06080
BE0000029,Vascular endothelial growth factor receptor 1,HGNC:3763,DB06080
BE0000369,Vascular endothelial growth factor receptor 2,HGNC:6307,DB06080
BE0000023,Vascular endothelial growth factor receptor 3,HGNC:3767,DB06080
BE0000453,Mast/stem cell growth factor receptor Kit,HGNC:6342,DB06080
BE0000853,Macrophage colony-stimulating factor 1 receptor,HGNC:2433,DB06080
BE0000672,Potassium voltage-gated channel subfamily KQT member 1,HGNC:6294,DB06089
BE0002398,Potassium voltage-gated channel subfamily KQT member 3,HGNC:6297,DB06089
BE0002399,Potassium voltage-gated channel subfamily KQT member 4,HGNC:6298,DB06089
BE0002400,Potassium voltage-gated channel subfamily KQT member 5,HGNC:6299,DB06089
BE0000897,Potassium voltage-gated channel subfamily KQT member 2,HGNC:6296,DB06089
BE0003438,Alpha-7 nicotinic cholinergic receptor subunit,,DB06090
BE0003432,Heat shock protein beta-1,HGNC:5246,DB06094
BE0000067,"Nitric oxide synthase, brain",HGNC:7872,DB06096
BE0000797,5-hydroxytryptamine receptor 1B,HGNC:5287,DB06096
BE0000659,5-hydroxytryptamine receptor 1D,HGNC:5289,DB06096
BE0003434,Centromere-associated protein E,HGNC:1856,DB06097
BE0002469,Voltage-dependent anion-selective channel protein 2,HGNC:12672,DB06098
BE0002470,Voltage-dependent anion-selective channel protein 3,HGNC:12674,DB06098
BE0000029,Vascular endothelial growth factor receptor 1,HGNC:3763,DB06101
BE0000369,Vascular endothelial growth factor receptor 2,HGNC:6307,DB06101
BE0000023,Vascular endothelial growth factor receptor 3,HGNC:3767,DB06101
BE0000761,Inosine-5'-monophosphate dehydrogenase 1,HGNC:6052,DB06103
BE0000722,Inosine-5'-monophosphate dehydrogenase 2,HGNC:6053,DB06103
BE0000854,Dipeptidyl peptidase 4,HGNC:3009,DB06127
BE0000756,D(2) dopamine receptor,HGNC:3023,DB06144
BE0000451,5-hydroxytryptamine receptor 2A,HGNC:5293,DB06144
BE0000533,5-hydroxytryptamine receptor 2C,HGNC:5295,DB06144
BE0000945,5-hydroxytryptamine receptor 6,HGNC:5301,DB06144
BE0000090,Potassium voltage-gated channel subfamily H member 2,HGNC:6251,DB06144
BE0000501,Alpha-1A adrenergic receptor,HGNC:277,DB06144
BE0000575,Alpha-1B adrenergic receptor,HGNC:278,DB06144
BE0000715,Alpha-1D adrenergic receptor,HGNC:280,DB06144
BE0000843,50S ribosomal protein L3,,DB06145
BE0002360,Dihydropteroate synthetase,,DB06147
BE0000289,Alpha-2A adrenergic receptor,HGNC:281,DB06148
BE0000451,5-hydroxytryptamine receptor 2A,HGNC:5293,DB06148
BE0000533,5-hydroxytryptamine receptor 2C,HGNC:5295,DB06148
BE0000442,Histamine H1 receptor,HGNC:5182,DB06148
BE0000486,Sodium-dependent noradrenaline transporter,HGNC:11048,DB06148
BE0000749,Sodium-dependent serotonin transporter,HGNC:11050,DB06148
BE0000146,Histamine H4 receptor,HGNC:17383,DB06148
BE0000291,5-hydroxytryptamine receptor 1A,HGNC:5286,DB06148
BE0000342,Alpha-2C adrenergic receptor,HGNC:283,DB06148
BE0000393,5-hydroxytryptamine receptor 2B,HGNC:5294,DB06148
BE0000460,5-hydroxytryptamine receptor 1F,HGNC:5292,DB06148
BE0000572,Alpha-2B adrenergic receptor,HGNC:282,DB06148
BE0000581,D(3) dopamine receptor,HGNC:3024,DB06148
BE0000632,Kappa-type opioid receptor,HGNC:8154,DB06148
BE0000647,Sodium-dependent dopamine transporter,HGNC:11049,DB06148
BE0000650,5-hydroxytryptamine receptor 7,HGNC:5302,DB06148
BE0000756,D(2) dopamine receptor,HGNC:3023,DB06148
BE0000945,5-hydroxytryptamine receptor 6,HGNC:5301,DB06148
BE0004863,Alpha-1 adrenergic receptors,HGNC:280,DB06148
BE0004889,D(1) dopamine receptor,HGNC:3026,DB06148
BE0004826,D-Ala-D-Ala moiety of NAM/NAG peptide subunits of peptidoglycan,,DB06149
BE0000185,Glutathione synthetase,HGNC:4624,DB06151
BE0000030,Cystine/glutamate transporter,HGNC:11059,DB06151
BE0004839,NAPQI (N-acetyl-p-benzoquinone imine),,DB06151
BE0000481,Aminoacylase-1,HGNC:177,DB06151
BE0001154,Inhibitor of nuclear factor kappa-B kinase subunit beta,HGNC:5960,DB06151
BE0004655,Inhibitor of nuclear factor kappa-B kinase subunit alpha,HGNC:1974,DB06151
BE0000417,"Glutamate receptor ionotropic, NMDA 2B",HGNC:4586,DB06151
BE0000365,"Glutamate receptor ionotropic, NMDA 1",HGNC:4584,DB06151
BE0000760,"Glutamate receptor ionotropic, NMDA 2A",HGNC:4585,DB06151
BE0000396,"Glutamate receptor ionotropic, NMDA 2D",HGNC:4588,DB06151
BE0000641,"Glutamate receptor ionotropic, NMDA 3A",HGNC:16767,DB06151
BE0000061,Cannabinoid receptor 1,HGNC:2159,DB06155
BE0005802,G-protein coupled receptor 55,HGNC:4511,DB06155
BE0001051,Interleukin-1 beta,HGNC:5992,DB06168
BE0002365,Histone deacetylase 1,HGNC:4852,DB06176
BE0002366,Histone deacetylase 2,HGNC:4853,DB06176
BE0003523,Histone deacetylase 4,HGNC:14063,DB06176
BE0002368,Histone deacetylase 6,HGNC:14064,DB06176
BE0000785,Multidrug resistance-associated protein 1,HGNC:51,DB06176
BE0000887,Cytotoxic T-lymphocyte protein 4,HGNC:2505,DB06186
BE0001012,Beta-3 adrenergic receptor,HGNC:288,DB06190
BE0003513,B2 bradykinin receptor,HGNC:1030,DB06196
BE0001078,Aminopeptidase N,HGNC:500,DB06196
BE0001192,Metabotropic glutamate receptor 5,HGNC:4597,DB06201
BE0001143,Sodium channel protein type 9 subunit alpha,HGNC:10597,DB06201
BE0000123,Estrogen receptor alpha,HGNC:3467,DB06202
BE0000792,Estrogen receptor beta,HGNC:3468,DB06202
BE0000095,Cannabinoid receptor 2,HGNC:2160,DB06202
BE0000854,Dipeptidyl peptidase 4,HGNC:3009,DB06203
BE0000770,Mu-type opioid receptor,HGNC:8156,DB06204
BE0000486,Sodium-dependent noradrenaline transporter,HGNC:11048,DB06204
BE0000632,Kappa-type opioid receptor,HGNC:8154,DB06204
BE0000420,Delta-type opioid receptor,HGNC:8153,DB06204
BE0000311,5-hydroxytryptamine receptor 3A,HGNC:5297,DB06204
BE0000749,Sodium-dependent serotonin transporter,HGNC:11050,DB06204
BE0004821,Hyaluronan,,DB06205
BE0000984,Transforming growth factor beta-1,HGNC:11766,DB06205
BE0000501,Alpha-1A adrenergic receptor,HGNC:277,DB06207
BE0000575,Alpha-1B adrenergic receptor,HGNC:278,DB06207
BE0000715,Alpha-1D adrenergic receptor,HGNC:280,DB06207
BE0000110,P2Y purinoceptor 12,HGNC:18124,DB06209
BE0003440,Thrombopoietin receptor,HGNC:7217,DB06210
BE0000588,Penicillin-binding protein 1A,,DB06211
BE0000488,Penicillin-binding protein 1B,,DB06211
BE0003579,Penicillin-binding protein 2,,DB06211
BE0004647,Penicillin-binding protein 3,,DB06211
BE0008485,Penicillin-binding protein 4,,DB06211
BE0000293,Vasopressin V2 receptor,HGNC:897,DB06212
BE0000165,Vasopressin V1a receptor,HGNC:895,DB06212
BE0000924,Adenosine receptor A2a,HGNC:263,DB06213
BE0000756,D(2) dopamine receptor,HGNC:3023,DB06216
BE0000451,5-hydroxytryptamine receptor 2A,HGNC:5293,DB06216
BE0000291,5-hydroxytryptamine receptor 1A,HGNC:5286,DB06216
BE0000797,5-hydroxytryptamine receptor 1B,HGNC:5287,DB06216
BE0000393,5-hydroxytryptamine receptor 2B,HGNC:5294,DB06216
BE0000533,5-hydroxytryptamine receptor 2C,HGNC:5295,DB06216
BE0004688,5-hydroxytryptamine receptor 5A,HGNC:5300,DB06216
BE0000945,5-hydroxytryptamine receptor 6,HGNC:5301,DB06216
BE0000650,5-hydroxytryptamine receptor 7,HGNC:5302,DB06216
BE0000289,Alpha-2A adrenergic receptor,HGNC:281,DB06216
BE0000572,Alpha-2B adrenergic receptor,HGNC:282,DB06216
BE0000342,Alpha-2C adrenergic receptor,HGNC:283,DB06216
BE0000501,Alpha-1A adrenergic receptor,HGNC:277,DB06216
BE0000020,D(1A) dopamine receptor,HGNC:3020,DB06216
BE0000581,D(3) dopamine receptor,HGNC:3024,DB06216
BE0000389,D(4) dopamine receptor,HGNC:3025,DB06216
BE0000442,Histamine H1 receptor,HGNC:5182,DB06216
BE0000112,Histamine H2 receptor,HGNC:5183,DB06216
BE0000172,Beta-1 adrenergic receptor,HGNC:285,DB06216
BE0000694,Beta-2 adrenergic receptor,HGNC:286,DB06216
BE0000197,Sodium channel protein type 5 subunit alpha,HGNC:10593,DB06217
BE0004717,Potassium voltage-gated channel subfamily A member 5,HGNC:6224,DB06217
BE0003604,Potassium voltage-gated channel subfamily D member 3,HGNC:6239,DB06217
BE0000090,Potassium voltage-gated channel subfamily H member 2,HGNC:6251,DB06217
BE0001143,Sodium channel protein type 9 subunit alpha,HGNC:10597,DB06218
BE0002082,Sodium channel protein type 3 subunit alpha,HGNC:10590,DB06218
BE0000177,Sodium channel protein type 10 subunit alpha,HGNC:10582,DB06218
BE0000216,Coagulation factor X,HGNC:3528,DB06228
BE0000182,"cGMP-specific 3',5'-cyclic phosphodiesterase",HGNC:8784,DB06237
BE0000404,Ornithine decarboxylase,HGNC:8109,DB06243
BE0000501,Alpha-1A adrenergic receptor,HGNC:277,DB06262
BE0000575,Alpha-1B adrenergic receptor,HGNC:278,DB06262
BE0000715,Alpha-1D adrenergic receptor,HGNC:280,DB06262
BE0000289,Alpha-2A adrenergic receptor,HGNC:281,DB06262
BE0000572,Alpha-2B adrenergic receptor,HGNC:282,DB06262
BE0000342,Alpha-2C adrenergic receptor,HGNC:283,DB06262
BE0000172,Beta-1 adrenergic receptor,HGNC:285,DB06262
BE0000694,Beta-2 adrenergic receptor,HGNC:286,DB06262
BE0001012,Beta-3 adrenergic receptor,HGNC:288,DB06262
BE0000753,Phenylalanine-4-hydroxylase,HGNC:8582,DB06262
BE0000742,DNA topoisomerase 2-alpha,HGNC:11989,DB06263
BE0004796,DNA,,DB06263
BE0000182,"cGMP-specific 3',5'-cyclic phosphodiesterase",HGNC:8784,DB06267
BE0000521,Endothelin-1 receptor,HGNC:3179,DB06268
BE0000043,Endothelin B receptor,HGNC:3180,DB06268
BE0000775,Heparin cofactor 2,HGNC:4838,DB06271
BE0000280,Antithrombin-III,HGNC:775,DB06271
BE0002859,Interleukin-6 receptor subunit alpha,HGNC:6019,DB06273
BE0000770,Mu-type opioid receptor,HGNC:8156,DB06274
BE0000632,Kappa-type opioid receptor,HGNC:8154,DB06274
BE0000420,Delta-type opioid receptor,HGNC:8153,DB06274
BE0000442,Histamine H1 receptor,HGNC:5182,DB06282
BE0003508,Parathyroid hormone/parathyroid hormone-related peptide receptor,HGNC:9608,DB06285
BE0002386,Serine/threonine-protein kinase mTOR,HGNC:3942,DB06287
BE0000756,D(2) dopamine receptor,HGNC:3023,DB06288
BE0000581,D(3) dopamine receptor,HGNC:3024,DB06288
BE0000650,5-hydroxytryptamine receptor 7,HGNC:5302,DB06288
BE0000451,5-hydroxytryptamine receptor 2A,HGNC:5293,DB06288
BE0004004,NS3 protease,,DB06290
BE0004753,Sodium/glucose cotransporter 2,HGNC:11037,DB06292
BE0003492,SLAM family member 7,HGNC:21394,DB06317
BE0000854,Dipeptidyl peptidase 4,HGNC:3009,DB06335
BE0000511,Receptor tyrosine-protein kinase erbB-2,HGNC:3430,DB06366
BE0001051,Interleukin-1 beta,HGNC:5992,DB06372
BE0004734,Interleukin-1 alpha,HGNC:5991,DB06372
BE0004735,Interleukin-1 receptor antagonist protein,HGNC:6000,DB06372
BE0000123,Estrogen receptor alpha,HGNC:3467,DB06401
BE0000792,Estrogen receptor beta,HGNC:3468,DB06401
BE0000521,Endothelin-1 receptor,HGNC:3179,DB06403
BE0000043,Endothelin B receptor,HGNC:3180,DB06403
BE0002093,Complement C1r subcomponent,HGNC:1246,DB06404
BE0001529,Complement C1s subcomponent,HGNC:1247,DB06404
BE0002440,Plasma kallikrein,HGNC:6371,DB06404
BE0004672,Coagulation factor XII,HGNC:3530,DB06404
BE0000048,Prothrombin,HGNC:3535,DB06404
BE0001021,Coagulation factor XI,HGNC:3529,DB06404
BE0001088,Tissue-type plasminogen activator,HGNC:9051,DB06404
BE0000779,Vitamin D3 receptor,HGNC:12679,DB06410
BE0000132,Androgen receptor,HGNC:644,DB06412
BE0000979,Natriuretic peptides B,HGNC:7940,DB06412
BE0000647,Sodium-dependent dopamine transporter,HGNC:11049,DB06413
BE0002050,Gag-Pol polyprotein,,DB06414
BE0001594,Gag-Pol polyprotein,,DB06414
BE0004800,23S rRNA,,DB06419
BE0000369,Vascular endothelial growth factor receptor 2,HGNC:6307,DB06436
BE0000239,Lipoprotein lipase,HGNC:6677,DB06439
BE0000110,P2Y purinoceptor 12,HGNC:18124,DB06441
BE0000704,Tumor necrosis factor,HGNC:11892,DB06444
BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,HGNC:4075,DB06470
BE0000013,Adenosine receptor A1,HGNC:262,DB06471
BE0000084,5-hydroxytryptamine receptor 4,HGNC:5299,DB06480
BE0000451,5-hydroxytryptamine receptor 2A,HGNC:5293,DB06512
BE0000533,5-hydroxytryptamine receptor 2C,HGNC:5295,DB06512
BE0003469,NF-kappa-B inhibitor alpha,HGNC:7797,DB06543
BE0008668,GABA-A receptor (benzodiazepine site),HGNC:4088,DB06579
BE0001594,Gag-Pol polyprotein,,DB06581
BE0000029,Vascular endothelial growth factor receptor 1,HGNC:3763,DB06589
BE0000369,Vascular endothelial growth factor receptor 2,HGNC:6307,DB06589
BE0000023,Vascular endothelial growth factor receptor 3,HGNC:3767,DB06589
BE0000852,Platelet-derived growth factor receptor alpha,HGNC:8803,DB06589
BE0000205,Platelet-derived growth factor receptor beta,HGNC:8804,DB06589
BE0000453,Mast/stem cell growth factor receptor Kit,HGNC:6342,DB06589
BE0002133,Fibroblast growth factor receptor 3,HGNC:3690,DB06589
BE0001341,Tyrosine-protein kinase ITK/TSK,HGNC:6171,DB06589
BE0000689,Fibroblast growth factor 1,HGNC:3665,DB06589
BE0004714,SH2B adapter protein 3,HGNC:29605,DB06589
BE0000533,5-hydroxytryptamine receptor 2C,HGNC:5295,DB06594
BE0000515,Melatonin receptor type 1A,HGNC:7463,DB06594
BE0000327,Melatonin receptor type 1B,HGNC:7464,DB06594
BE0001132,Protein kinase C alpha type,HGNC:9393,DB06595
BE0000369,Vascular endothelial growth factor receptor 2,HGNC:6307,DB06595
BE0000453,Mast/stem cell growth factor receptor Kit,HGNC:6342,DB06595
BE0000852,Platelet-derived growth factor receptor alpha,HGNC:8803,DB06595
BE0000205,Platelet-derived growth factor receptor beta,HGNC:8804,DB06595
BE0000147,Receptor-type tyrosine-protein kinase FLT3,HGNC:3765,DB06595
BE0008667,Histone deacetylase,HGNC:14065,DB06603
BE0000216,Coagulation factor X,HGNC:3528,DB06605
BE0001208,Interleukin-5,HGNC:6016,DB06612
BE0001667,Neuraminidase,,DB06614
BE0000057,Neuraminidase,,DB06614
BE0003527,Neuraminidase,,DB06614
BE0004743,Breakpoint cluster region protein,HGNC:1014,DB06616
BE0000014,Tyrosine-protein kinase ABL1,HGNC:76,DB06616
BE0004315,Tyrosine-protein kinase Lyn,HGNC:6735,DB06616
BE0001424,Tyrosine-protein kinase HCK,HGNC:4840,DB06616
BE0000838,Proto-oncogene tyrosine-protein kinase Src,HGNC:11283,DB06616
BE0001072,Cyclin-dependent kinase 2,HGNC:1771,DB06616
BE0000870,Dual specificity mitogen-activated protein kinase kinase 1,HGNC:6840,DB06616
BE0004744,Dual specificity mitogen-activated protein kinase kinase 2,HGNC:6842,DB06616
BE0004745,Mitogen-activated protein kinase kinase kinase 2,HGNC:6854,DB06616
BE0004384,Calcium/calmodulin-dependent protein kinase type II subunit gamma,HGNC:1463,DB06616
BE0000289,Alpha-2A adrenergic receptor,HGNC:281,DB06623
BE0000029,Vascular endothelial growth factor receptor 1,HGNC:3763,DB06626
BE0000369,Vascular endothelial growth factor receptor 2,HGNC:6307,DB06626
BE0000023,Vascular endothelial growth factor receptor 3,HGNC:3767,DB06626
BE0000781,Potassium voltage-gated channel subfamily A member 1,HGNC:6218,DB06637
BE0004715,Potassium voltage-gated channel subfamily A member 2,HGNC:6220,DB06637
BE0004716,Potassium voltage-gated channel subfamily A member 3,HGNC:6221,DB06637
BE0004502,Potassium voltage-gated channel subfamily A member 4,HGNC:6222,DB06637
BE0004717,Potassium voltage-gated channel subfamily A member 5,HGNC:6224,DB06637
BE0004718,Potassium voltage-gated channel subfamily A member 6,HGNC:6225,DB06637
BE0004719,Potassium voltage-gated channel subfamily A member 7,HGNC:6226,DB06637
BE0004720,Potassium voltage-gated channel subfamily A member 10,HGNC:6219,DB06637
BE0004721,Potassium voltage-gated channel subfamily B member 1,HGNC:6231,DB06637
BE0004722,Potassium voltage-gated channel subfamily B member 2,HGNC:6232,DB06637
BE0004723,Potassium voltage-gated channel subfamily C member 1,HGNC:6233,DB06637
BE0004724,Potassium voltage-gated channel subfamily C member 2,HGNC:6234,DB06637
BE0004725,Potassium voltage-gated channel subfamily C member 3,HGNC:6235,DB06637
BE0004726,Potassium voltage-gated channel subfamily D member 1,HGNC:6237,DB06637
BE0003603,Potassium voltage-gated channel subfamily D member 2,HGNC:6238,DB06637
BE0003604,Potassium voltage-gated channel subfamily D member 3,HGNC:6239,DB06637
BE0003517,Tumor necrosis factor ligand superfamily member 11,HGNC:11926,DB06643
BE0000066,B-lymphocyte antigen CD20,HGNC:7315,DB06650
BE0002196,Amine oxidase [flavin-containing] B,HGNC:6834,DB06654
BE0000857,Glucagon-like peptide 1 receptor,HGNC:4324,DB06655
BE0000452,Somatostatin receptor type 1,HGNC:11330,DB06663
BE0003528,Somatostatin receptor type 2,HGNC:11331,DB06663
BE0003529,Somatostatin receptor type 3,HGNC:11332,DB06663
BE0002147,Somatostatin receptor type 5,HGNC:11334,DB06663
BE0003417,Cathepsin K,HGNC:2536,DB06670
